dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,0.876483,20.754791,8.554109,3.149740,12.942891,8.486552,3.430949,0.297002,70.402089,78.132149
cuda,botnet26t_256,128,0.944919,10.506998,6.010670,2.156786,7.530694,5.242124,1.667306,0.124530,63.177256,66.928292
cuda,cait_m36_384,2,2.679286,34.072230,8.780175,5.005975,20.125444,14.535469,4.460299,0.597205,57.670439,74.396948
cuda,convmixer_768_32,32,0.660455,11.281563,2.880184,1.304941,3.993876,2.301347,1.061313,0.177072,8.596087,11.147333
cuda,convnext_base,32,1.152275,15.173026,4.673216,2.502374,11.023918,7.590940,2.658076,0.263878,110.691670,119.715528
cuda,cspdarknet53,64,1.690933,13.626223,4.887855,2.085552,6.524599,4.146824,1.627677,0.205951,1.751393,5.613652
cuda,densenet121,64,2.742914,26.974548,11.029027,3.309007,16.443149,10.770406,4.006419,0.405646,108.654174,118.058744
cuda,dm_nfnet_f0,128,1.539861,16.767926,4.851437,2.079656,7.593396,5.500682,1.400836,0.214448,1.061696,6.421287
cuda,eca_botnext26ts_256,64,1.006931,11.325002,6.066786,2.210650,8.276128,5.579811,2.033686,0.132113,75.785949,80.289483
cuda,eca_halonext26ts,64,1.055509,13.254011,7.956194,2.871236,10.898908,7.904059,2.297397,0.141953,40.736125,46.635206
cuda,ese_vovnet19b_dw,128,0.738627,6.938300,3.267286,0.857254,5.014086,3.234152,1.245730,0.105040,0.275774,2.937140
cuda,fbnetc_100,128,1.537449,12.601452,4.716638,1.659145,6.458010,3.770929,1.619682,0.198426,55.390372,58.912776
cuda,fbnetv3_b,128,2.488279,21.635566,7.909675,3.129163,11.305083,7.611592,2.611715,0.353410,65.855297,72.597048
cuda,gernet_l,128,1.498747,10.373663,3.212228,1.291048,4.526197,2.824863,1.165382,0.165004,23.550696,26.266010
cuda,ghostnet_100,128,1.539337,18.389612,7.313933,2.610630,11.467363,7.061216,3.242586,0.295128,0.389022,7.322758
cuda,gluon_inception_v3,128,0.878147,20.944718,8.517696,3.144326,12.856649,8.435394,3.412816,0.296774,1.442513,9.111751
cuda,gluon_xception65,32,1.017027,22.373803,6.378434,2.895658,9.108391,6.273897,2.028770,0.343453,33.351813,39.214225
cuda,gmixer_24_224,64,1.088431,11.467619,3.148913,1.491237,7.874624,5.608573,1.743801,0.210225,0.433843,6.789701
cuda,gmlp_s16_224,64,0.973266,16.817144,6.829221,2.058498,11.466243,8.589270,2.375143,0.204589,0.379954,7.246917
cuda,hrnet_w18,2,3.768233,68.975826,15.015806,6.226934,26.322649,19.164697,5.334070,0.841689,81.349052,99.509895
cuda,inception_v3,128,0.852149,20.346072,8.361474,3.107371,12.708807,8.338607,3.373560,0.294030,1.406640,9.044296
cuda,jx_nest_base,32,1.632680,21.167395,7.985241,3.154373,14.517298,10.068874,3.444977,0.346981,111.289146,121.181279
cuda,lcnet_050,128,0.691260,7.057451,3.116959,1.020483,4.191288,2.720254,1.022171,0.108548,15.746640,17.907776
cuda,mixer_b16_224,64,0.534173,7.413255,2.204031,1.102648,4.654261,3.310753,0.982034,0.108049,39.479044,43.124261
cuda,mixnet_l,64,4.914732,17.510603,6.184671,2.399112,9.757251,6.172724,2.517453,0.338979,0.383332,6.517478
cuda,mnasnet_100,128,1.191728,10.381853,4.121830,1.356305,5.537213,3.284328,1.375957,0.161108,24.298538,27.171262
cuda,mobilenetv2_100,128,1.197552,10.741166,4.621538,1.660346,5.614949,3.614104,1.365823,0.169159,15.428277,18.187440
cuda,mobilenetv3_large_100,128,1.206851,11.571766,4.887434,1.754784,6.524674,4.137308,1.606861,0.188675,26.455083,29.958292
cuda,mobilevit_s,32,1.334891,17.616355,9.910991,4.184095,18.043947,11.983154,4.891105,0.224161,0.300161,12.743371
cuda,nfnet_l0,64,1.296835,11.798069,3.239655,1.353447,5.629995,3.894151,1.104327,0.206909,34.880620,38.761384
cuda,pit_b_224,64,0.752913,9.179959,3.046449,1.719531,5.695222,3.828994,1.305674,0.169889,0.230319,4.701055
cuda,pnasnet5large,16,3.122863,51.444745,16.674340,5.582537,26.508332,18.064179,6.550457,0.711938,86.271063,102.144931
cuda,poolformer_m36,64,1.433818,26.050778,10.725700,3.652078,17.869817,13.218072,3.759618,0.310690,39.785604,50.840600
cuda,regnety_002,128,1.155953,10.837358,3.996806,1.285623,5.263607,3.337365,1.307971,0.173546,39.464440,42.395428
cuda,repvgg_a2,128,1.440865,9.640684,3.347440,1.160774,4.087747,2.696367,0.959252,0.145885,13.580083,15.804129
cuda,res2net101_26w_4s,64,1.896207,37.049308,12.067856,4.573086,18.498121,12.760898,4.428485,0.528257,0.745775,12.092559
cuda,res2net50_14w_8s,2,1.549717,31.037680,9.119780,3.554987,14.549378,10.012275,3.200450,0.438104,0.610560,9.889617
cuda,res2next50,2,0.891984,15.976522,4.846585,2.018712,7.966587,5.166989,1.972707,0.250961,0.352704,5.658966
cuda,resmlp_12_224,128,0.501060,4.831206,1.086332,0.735046,2.883732,1.799069,0.793650,0.094661,39.503078,42.099202
cuda,resnet18,128,0.277506,4.261071,1.895085,0.570625,2.504458,1.619287,0.563354,0.063067,12.352821,13.571899
cuda,rexnet_100,128,1.384172,14.790488,6.155012,2.244980,9.146186,5.751601,2.117365,0.249918,121.990223,127.364892
cuda,sebotnet33ts_256,64,1.274066,14.011152,7.554969,2.838403,10.152884,7.214876,2.180985,0.171082,32.190468,37.731989
cuda,selecsls42b,128,0.435928,8.875316,3.698048,1.216808,6.372538,4.141303,1.630411,0.137017,0.208495,4.374962
cuda,spnasnet_100,128,1.482304,12.198569,4.605676,1.612619,6.391848,4.057893,1.595480,0.195349,4.338915,7.859658
cuda,swin_base_patch4_window7_224,64,2.456048,24.988056,9.851518,4.462492,18.802974,12.948461,4.623295,0.351411,214.919914,228.565320
cuda,swsl_resnext101_32x16d,32,0.964586,18.141023,4.615226,1.991441,7.347995,5.035751,1.647494,0.266705,9.973645,14.895183
cuda,tf_efficientnet_b0,128,1.427157,12.462960,4.712307,1.880532,7.347965,4.674486,1.830716,0.212956,32.048118,36.686126
cuda,tf_mixnet_l,64,5.237670,17.966395,6.555466,2.100358,10.377216,6.488116,2.776610,0.341495,0.382356,6.784343
cuda,tinynet_a,128,1.592443,14.854816,5.699378,2.131884,8.385080,5.493176,2.007704,0.241926,53.821113,58.781558
cuda,twins_pcpvt_base,32,2.003911,27.362438,8.237608,4.245207,16.939518,11.713336,3.882474,0.468406,0.567548,13.800853
cuda,visformer_small,128,0.597322,9.727491,3.473230,1.718476,4.435817,2.783588,1.047049,0.155475,46.385107,49.166958
