dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,1.1983,92.1159,8.7226
cuda,beit_base_patch16_224,64,0.9850,17.7686,9.4009
cuda,botnet26t_256,128,1.2917,47.3845,8.3635
cuda,cait_m36_384,2,1.2520,56.8069,8.9447
cuda,coat_lite_mini,128,1.1802,28.1821,11.0617
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,32,1.0530,14.7683,7.1709
cuda,convnext_base,32,1.2235,28.1063,6.4886
cuda,crossvit_9_240,64,1.0266,34.6791,3.9085
cuda,cspdarknet53,64,0.7991,36.5574,7.1232
cuda,deit_base_distilled_patch16_224,64,1.0327,13.5501,9.4682
cuda,densenet121,64,1.2429,139.0650,4.7613
cuda,dla102,64,1.3805,80.2955,5.4364
cuda,dm_nfnet_f0,128,1.1749,37.0970,7.6456
cuda,dpn107,32,0.8497,93.0479,7.0496
cuda,eca_botnext26ts_256,64,1.0439,60.9308,5.6295
cuda,eca_halonext26ts,64,1.0395,63.3060,5.6067
cuda,ese_vovnet19b_dw,128,1.1378,36.2202,5.7685
cuda,fbnetc_100,128,1.1268,55.4950,5.0871
cuda,fbnetv3_b,128,1.0021,88.1698,6.9252
cuda,gernet_l,128,0.9947,41.3166,5.5810
cuda,ghostnet_100,128,1.5111,83.4086,3.1616
cuda,gluon_inception_v3,128,1.1984,92.7622,8.7226
cuda,gluon_xception65,32,1.0630,56.3816,8.2382
cuda,gmixer_24_224,64,1.0048,18.3499,4.7252
cuda,gmlp_s16_224,64,1.0262,16.9296,6.6144
cuda,hrnet_w18,2,1.3672,357.9135,0.4564
cuda,inception_v3,128,1.1979,93.1097,8.7226
cuda,jx_nest_base,32,1.1187,50.8080,10.6765
cuda,lcnet_050,128,1.3440,33.2918,1.6392
cuda,mixer_b16_224,64,0.9869,11.6066,5.9665
cuda,mixnet_l,64,0.9585,77.1986,5.0690
cuda,mnasnet_100,128,1.1476,47.1981,3.8417
cuda,mobilenetv2_100,128,0.7708,37.1790,5.7648
cuda,mobilenetv3_large_100,128,1.1539,75.3016,3.9301
cuda,mobilevit_s,32,1.0979,50.1175,4.6969
cuda,nfnet_l0,64,1.1377,32.5378,4.0655
cuda,pit_b_224,64,0.9854,20.2670,14.4964
cuda,pnasnet5large,16,1.1173,179.4270,8.9650
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.3985,53.2405,1.9067
cuda,repvgg_a2,128,0.9540,57.8704,4.5168
cuda,res2net101_26w_4s,64,1.3689,109.7306,6.9889
cuda,res2net50_14w_8s,2,1.3956,93.5186,0.5117
cuda,res2next50,2,1.3763,53.9363,0.5037
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,32,1.4108,92.7655,5.5590
cuda,resnet18,128,1.3115,29.6745,2.8581
cuda,rexnet_100,128,0.9946,113.0395,7.2077
cuda,sebotnet33ts_256,64,1.0511,65.6189,9.5080
cuda,selecsls42b,128,1.3575,47.9386,4.0110
cuda,spnasnet_100,128,1.0603,53.7259,4.1420
cuda,swin_base_patch4_window7_224,64,1.0338,64.7163,12.9996
cuda,swsl_resnext101_32x16d,32,1.0756,47.7371,10.3385
cuda,tf_efficientnet_b0,128,0.9903,74.5971,7.1260
cuda,tf_mixnet_l,64,0.9670,78.2849,5.1278
cuda,tinynet_a,128,0.9346,75.4989,6.3028
cuda,tnt_s_patch16_224,64,1.7662,35.9308,8.2502
cuda,twins_pcpvt_base,32,1.3780,59.5272,5.2241
cuda,visformer_small,128,1.0741,30.0406,8.0838
cuda,vit_base_patch16_224,64,0.9502,13.7362,9.3682
cuda,volo_d1_224,64,1.1190,35.2393,8.8543
cuda,xcit_large_24_p8_224,0,0.0000
