dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9995,3.5167,7.4633
cuda,beit_base_patch16_224,64,0.9949,17.3403,12.3412
cuda,botnet26t_256,128,0.8334,21.2219,9.1974
cuda,cait_m36_384,2,1.0354,48.2035,10.6211
cuda,coat_lite_mini,128,1.2209,46.6575,10.8704
cuda,convit_base,32,1.0498,49.9271,10.8090
cuda,convmixer_768_32,32,1.0615,9.0126,7.0556
cuda,convnext_base,32,1.1138,26.4212,7.4273
cuda,crossvit_9_240,64,1.0312,40.3054,4.7042
cuda,cspdarknet53,64,0.8075,8.7136,5.6588
cuda,deit_base_distilled_patch16_224,64,1.0229,15.0909,11.2979
cuda,densenet121,64,1.0247,17.1087,4.8923
cuda,dla102,64,1.0017,3.6649,5.3950
cuda,dm_nfnet_f0,128,0.9993,2.9654,7.7288
cuda,dpn107,32,0.6985,13.2013,11.7681
cuda,eca_botnext26ts_256,64,0.8060,23.1477,5.6269
cuda,eca_halonext26ts,64,0.8053,24.6052,5.6107
cuda,ese_vovnet19b_dw,128,0.8612,7.4057,6.5835
cuda,fbnetc_100,128,0.8684,28.8163,3.7438
cuda,fbnetv3_b,128,0.8435,41.3101,6.1063
cuda,gernet_l,128,0.7765,15.1942,6.0093
cuda,ghostnet_100,128,1.0494,26.9187,3.0737
cuda,gluon_inception_v3,128,0.9999,3.5320,7.4633
cuda,gluon_xception65,32,1.0003,32.6292,8.1501
cuda,gmixer_24_224,64,1.1544,14.8822,7.3491
cuda,gmlp_s16_224,64,0.8622,12.5714,8.6925
cuda,hrnet_w18,2,1.1198,25.6470,0.4089
cuda,inception_v3,128,0.9997,3.5261,7.4633
cuda,jx_nest_base,32,1.1547,38.2194,13.4937
cuda,lcnet_050,128,0.8889,5.1549,1.2929
cuda,mixer_b16_224,64,0.9674,11.1340,7.6081
cuda,mixnet_l,64,0.9122,39.7237,5.1962
cuda,mnasnet_100,128,0.9024,22.6516,3.1725
cuda,mobilenetv2_100,128,0.8892,23.0070,5.3364
cuda,mobilenetv3_large_100,128,0.9038,28.9355,3.4041
cuda,mobilevit_s,32,1.0166,28.3112,4.0351
cuda,nfnet_l0,64,1.1084,25.5982,4.6843
cuda,pit_b_224,64,0.9773,27.2059,17.2368
cuda,pnasnet5large,16,1.0041,8.3241,9.9780
cuda,poolformer_m36,64,1.0425,15.5698,14.6055
cuda,regnety_002,128,1.0453,28.7931,1.8768
cuda,repvgg_a2,128,0.7194,25.6810,5.5025
cuda,res2net101_26w_4s,64,1.0537,8.5949,6.0241
cuda,res2net50_14w_8s,2,1.0496,7.7344,0.4421
cuda,res2next50,2,1.0682,5.1184,0.4360
cuda,resmlp_12_224,128,1.2584,9.6392,6.5224
cuda,resnest101e,32,1.0932,17.1355,5.6897
cuda,resnet18,128,0.9994,1.4226,1.9239
cuda,rexnet_100,128,0.9863,48.1975,7.0255
cuda,sebotnet33ts_256,64,0.8287,29.4782,9.9164
cuda,selecsls42b,128,0.9996,2.0325,3.6278
cuda,spnasnet_100,128,0.8577,28.4869,3.4698
cuda,swin_base_patch4_window7_224,64,1.0897,56.8220,15.3877
cuda,swsl_resnext101_32x16d,32,0.9902,4.1804,8.9869
cuda,tf_efficientnet_b0,128,0.8863,2.9605,6.0303
cuda,tf_mixnet_l,64,0.8926,7.3609,4.3302
cuda,tinynet_a,128,0.8689,37.1235,5.5045
cuda,tnt_s_patch16_224,64,1.7014,32.3569,10.3548
cuda,twins_pcpvt_base,32,1.1200,79.3374,5.7512
cuda,visformer_small,128,0.9983,36.3963,9.9486
cuda,vit_base_patch16_224,64,0.9354,14.9315,11.2036
cuda,volo_d1_224,64,1.0358,36.2012,10.9496
cuda,xcit_large_24_p8_224,5,0.9973,5.5201,6.7485
