dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.274144,0.000204
cuda,AlbertForQuestionAnswering,4,2.249665,0.000216
cuda,AllenaiLongformerBase,4,9.513136,0.004153
cuda,BartForCausalLM,4,3.663945,0.000507
cuda,BartForConditionalGeneration,2,7.719139,0.000368
cuda,BertForMaskedLM,16,4.530489,0.000223
cuda,BertForQuestionAnswering,16,4.408807,0.000194
cuda,BlenderbotForCausalLM,4,6.770464,0.000868
cuda,BlenderbotSmallForCausalLM,64,2.706010,0.000324
cuda,BlenderbotSmallForConditionalGeneration,64,5.104161,0.000240
cuda,CamemBert,16,4.379206,0.000189
cuda,DebertaForMaskedLM,4,5.775405,0.002282
cuda,DebertaForQuestionAnswering,8,5.688645,0.002231
cuda,DebertaV2ForMaskedLM,1,11.757098,0.004021
cuda,DebertaV2ForQuestionAnswering,2,11.885436,0.004017
cuda,DistilBertForMaskedLM,128,1.776318,0.000090
cuda,DistilBertForQuestionAnswering,256,1.622487,0.000102
cuda,DistillGPT2,16,1.682097,0.000123
cuda,ElectraForCausalLM,32,4.514313,0.000223
cuda,ElectraForQuestionAnswering,64,4.388589,0.000208
cuda,GPT2ForSequenceClassification,4,3.220192,0.000206
cuda,LayoutLMForMaskedLM,16,4.317281,0.000261
cuda,LayoutLMForSequenceClassification,16,4.194735,0.000243
cuda,M2M100ForConditionalGeneration,16,8.423867,0.000780
cuda,MBartForCausalLM,4,3.662894,0.000453
cuda,MBartForConditionalGeneration,2,7.977813,0.000375
cuda,MT5ForConditionalGeneration,16,6.135278,0.000524
cuda,MegatronBertForCausalLM,4,8.609658,0.000266
cuda,MegatronBertForQuestionAnswering,8,8.552468,0.000269
cuda,MobileBertForMaskedLM,64,16.256827,0.000571
cuda,MobileBertForQuestionAnswering,128,15.965602,0.000570
cuda,OPTForCausalLM,2,3.532943,0.000492
cuda,PLBartForCausalLM,8,2.293160,0.000265
cuda,PLBartForConditionalGeneration,4,5.891820,0.000453
cuda,PegasusForCausalLM,32,3.611775,0.000525
cuda,PegasusForConditionalGeneration,32,4.901789,0.000488
cuda,RobertaForCausalLM,16,4.383597,0.000180
cuda,RobertaForQuestionAnswering,16,4.317785,0.000196
cuda,Speech2Text2ForCausalLM,256,2.058733,0.000306
cuda,T5ForConditionalGeneration,4,4.478653,0.000388
cuda,T5Small,4,4.487355,0.000385
cuda,TrOCRForCausalLM,32,3.681744,0.000468
cuda,XGLMForCausalLM,8,6.707872,0.000980
cuda,XLNetLMHeadModel,8,8.402606,0.000949
cuda,YituTechConvBert,16,6.472396,0.000286
