dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,25.186389,22.061896,19.415007,10.148949,2.509887,16.040720,4.354057,2.076620,0.331236,11.607001,27.623143,20.208965
cuda,Background_Matting,4,22.605855,20.485725,16.885573,9.371551,2.573116,16.748420,5.728033,3.003569,0.248620,17.610955,33.422640,27.761968
cuda,LearningToPaint,96,12.829886,11.933616,8.666779,5.720244,0.985678,9.302250,1.235457,0.741526,0.077708,13.915158,26.665116,18.567777
cuda,Super_SloMo,6,23.178737,21.101825,18.193623,10.793056,2.640775,16.017838,6.053727,2.696757,0.153164,8.920164,16.933188,8.565830
cuda,alexnet,128,5.798802,5.483424,2.567589,2.141124,0.178935,5.871022,0.938535,0.324809,0.015559,4.898587,8.817515,4.754005
cuda,attention_is_all_you_need_pytorch,256,26.038756,23.197123,20.433618,11.066751,2.509375,17.957033,4.973624,2.341406,0.402677,14.351691,32.417651,23.984092
cuda,dcgan,32,5.491485,5.202248,2.302562,1.757554,0.206422,2.874628,0.341496,0.115175,0.012977,0.119820,1.459146
cuda,demucs,4,11.993144,11.158037,8.219930,7.183744,0.446381,12.360730,1.160955,0.669496,0.044896,6.472682,9.647505,12.126545
cuda,densenet121,4,49.938204,45.368745,42.332358,23.726618,6.645288,34.912410,13.678851,5.643546,0.754405,28.871914,57.439871,47.590511
cuda,drq,1,6.471481,5.997895,2.944616,2.420727,0.128880,3.996448,0.189610,0.112559,0.016177,0.268585,1.986365
cuda,fastNLP_Bert,6,27.363737,24.057195,21.387832,13.168860,1.986485,18.706593,4.230747,2.110750,0.318228,0.371321,6.719738,8.084925
cuda,functorch_dp_cifar10,64,11.630868,10.894518,8.050496,5.302014,1.312220,10.702521,2.188668,1.078007,0.070292,28.223970,37.445752,35.011636
cuda,hf_Albert,8,24.417024,22.166514,19.394855,11.940161,2.072050,19.609559,3.283620,1.574724,0.160190,2.565219,10.682389,12.464640
cuda,hf_Bart,4,35.648357,28.899193,26.083561,15.515565,2.608909,23.301590,4.687461,2.740174,0.314696,4.017322,4.167739,14.661402
cuda,hf_Bert,4,25.674025,21.494138,18.705959,10.528093,1.973985,16.485007,4.091262,1.987736,0.313301,0.611099,8.320082,8.728490
cuda,hf_Bert_large,4,43.213221,34.338966,31.549893,15.447112,4.207428,24.315872,8.190431,3.838941,0.876047,0.713939,12.479133,14.155468
cuda,hf_BigBird,2,71.911505,61.515076,58.568544,30.068465,8.611324,49.352663,21.844741,10.639362,0.606272,14.591874,10.431617,43.180494
cuda,hf_DistilBert,8,14.925936,13.308571,10.568905,6.336333,1.042119,10.458744,1.886800,1.059619,0.130276,2.095619,6.542847,7.353925
cuda,hf_GPT2,4,20.962126,17.920819,15.156892,7.943521,2.151661,12.112595,3.775466,1.832105,0.297263,0.346537,2.794802,6.846001
cuda,hf_GPT2_large,4,51.735245,42.333083,39.585573,17.903787,6.257869,31.953128,12.893980,5.447821,1.497032,0.731903,2.642968,21.882821
cuda,hf_Reformer,4,23.331692,20.854212,17.904422,15.320945,0.808299,19.320310,1.319426,0.771828,0.060374,0.433605,5.208395,5.339198
cuda,hf_T5,8,33.568703,29.200162,25.612475,16.122097,2.388636,23.808669,4.163810,1.969167,0.275472,4.528442,10.536881,14.847634
cuda,hf_T5_large,2,92.690955,75.317640,72.267538,34.936792,9.736735,51.689744,18.011763,8.164366,1.785184,6.241693,37.749726,33.669123
cuda,lennard_jones,1000,4.324277,4.061354,1.392507,1.065008,0.068039,2.030491,0.084941,0.184715,0.007050,0.104070,1.143933
cuda,mnasnet1_0,32,22.694047,20.790142,17.712079,10.461967,2.393679,16.521421,3.773823,2.218493,0.230064,40.501572,76.735294,49.152082
cuda,mobilenet_v2,96,24.727971,22.760273,19.741851,11.419632,2.775779,16.853753,4.156472,2.484727,0.249060,45.729773,94.173857,54.159241
cuda,mobilenet_v3_large,32,24.864757,22.758220,19.671364,11.636971,2.862969,19.244322,4.312020,2.385124,0.247961,64.865275,100.546310,75.548173
cuda,nvidia_deeprecommender,256,5.028333,4.698621,1.956654,1.445579,0.133511,4.532106,0.276335,0.092089,0.010495,0.692738,3.924243,0.559092
cuda,phlippe_densenet,128,25.690409,23.657676,20.593815,13.191024,2.741517,20.244180,4.598001,2.383504,0.241864,58.198899,129.027711,68.195983
cuda,phlippe_resnet,128,10.768335,9.892347,7.035799,4.198044,0.934873,6.797548,1.060261,0.710119,0.073382,9.078930,17.011629,12.687902
cuda,pytorch_CycleGAN_and_pix2pix,1,11.571266,10.753554,7.850918,4.615040,1.074155,8.202817,2.020329,1.032695,0.074860,9.962494,19.479602,14.697867
cuda,pytorch_stargan,16,11.754800,10.940933,8.009799,4.761045,0.928936,7.906997,1.242412,0.546388,0.064817,14.850717,29.820319,19.009019
cuda,pytorch_struct,200,5.690804,5.204364,2.512109,1.670577,0.153044,5.480960,0.416784,0.172892,0.022718,0.000004,3.984089,8.624107
cuda,pytorch_unet,1,13.559352,12.491838,9.599296,6.118069,1.157804,10.706882,2.339828,1.142452,0.091464,23.028049,40.856110,28.864117
cuda,resnet152,32,47.179223,41.619743,38.535750,16.423927,7.046041,22.874293,9.296186,4.632661,1.000427,16.700236,34.571290,30.828930
cuda,resnet18,16,12.740686,11.866468,8.954252,6.078953,0.995575,9.631368,1.844113,0.852528,0.073843,12.139873,26.016311,16.763946
cuda,resnet50,32,20.894807,18.925294,15.972841,8.517788,2.438951,13.556380,3.491709,2.110007,0.226175,16.323895,35.001135,24.002463
cuda,resnext50_32x4d,8,19.859522,17.892530,14.970222,7.553087,2.254501,12.586585,3.222871,1.844942,0.210036,12.417208,22.488638,19.905244
cuda,shufflenet_v2_x1_0,128,23.327864,21.162172,18.232363,10.091886,2.841339,15.561855,4.562017,2.708797,0.285600,22.290130,48.250761,30.825891
cuda,soft_actor_critic,256,5.506514,5.187355,2.038011,1.756168,0.064698,3.355222,0.079354,0.057326,0.007188,0.334186,2.005341
cuda,speech_transformer,32,30.810683,26.966490,24.302067,13.732731,2.691160,22.565748,5.411255,3.037925,0.352987,0.000026,28.965060,11.767324
cuda,squeezenet1_1,32,7.404678,6.770290,3.863394,2.801095,0.408820,7.074476,1.423602,0.740853,0.047789,11.043540,15.750059,10.885834
cuda,timm_efficientdet,1,87.929011,71.015253,67.491165,32.946815,13.327249,60.655719,20.288566,7.886289,1.514131,81.293773,136.001071,123.195947
cuda,timm_efficientnet,32,27.479187,24.236924,21.205967,12.153161,3.211721,19.743381,5.179596,2.465985,0.303013,65.800796,103.790282,76.851736
cuda,timm_nfnet,128,24.771985,20.738637,17.654258,8.127791,3.814783,16.275976,5.193770,2.292110,0.290639,24.897617,31.107605,37.104425
cuda,timm_regnet,32,27.463485,23.089159,19.875052,9.709562,3.211058,15.453711,4.784101,2.378882,0.369659,25.935638,30.813913,35.162100
cuda,timm_resnest,32,16.822773,15.635574,12.621099,8.884791,1.374111,14.866145,3.287612,1.582599,0.104630,45.848557,75.116802,53.304875
cuda,timm_vision_transformer,32,18.854030,16.805001,13.810420,8.028546,1.575406,18.293289,3.306847,1.790043,0.248541,10.049375,15.527384,22.028838
cuda,timm_vovnet,32,19.302197,16.892545,13.863492,8.348288,1.916836,14.731524,4.059370,1.905467,0.161698,17.207106,32.219392,25.657534
cuda,tts_angular,64,4.019470,3.752273,0.968365,0.835095,0.048911,1.634723,0.026937,0.018632,0.001875,0.099886,0.951580
cuda,vgg16,64,6.112442,5.676225,2.804645,2.009093,0.240293,5.973259,0.931616,0.439286,0.027258,4.931345,9.152109,4.727967
cuda,yolov3,16,32.323591,29.169216,26.209526,14.840448,4.046957,22.479007,7.274625,3.240948,0.369666,33.668897,71.156518,45.672310
