dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.955027,24.856125,21.177508,12.631144,2.987290,17.198584,4.207153,2.146243,0.313058,28.704951,11.085135
cuda,Background_Matting,4,26.053413,22.677003,18.489190,11.426936,2.839100,17.873569,5.821428,3.003592,0.233780,33.900063,12.072565
cuda,LearningToPaint,96,16.181798,14.766421,9.734443,6.861357,1.406276,10.502985,1.260664,0.762758,0.074355,22.789098,6.201206
cuda,Super_SloMo,6,25.566356,22.604522,19.323036,12.315770,2.958844,16.861634,6.223941,2.799253,0.148582,9.833266,7.993449
cuda,alexnet,128,7.701038,7.197950,2.959123,2.540394,0.191375,6.343543,0.953813,0.331699,0.015519,4.154305,4.043886
cuda,attention_is_all_you_need_pytorch,256,30.364619,26.027376,22.131263,12.985338,2.781097,17.634826,5.010815,2.403859,0.377858,32.673801,11.326673
cuda,dcgan,32,7.375678,6.928840,2.932809,2.394167,0.359822,3.446375,0.215672,0.120614,0.012451,1.632891
cuda,demucs,4,16.959850,15.295233,10.939701,9.757919,0.626317,15.313473,1.172731,0.692456,0.043972,8.516947,6.655998
cuda,densenet121,4,57.893346,49.488325,46.080408,27.423307,7.908191,36.210326,14.119816,5.785057,0.699005,54.955349,24.574172
cuda,dlrm,1024,5.827107,5.443815,2.544272,1.846659,0.189509,3.235656,0.392516,0.174474,0.016164,1.814967
cuda,drq,1,9.361490,8.682207,3.935890,3.412602,0.142423,5.498737,0.192768,0.119639,0.015748,2.436671
cuda,fastNLP_Bert,6,31.482896,26.169932,23.220529,15.364195,2.542007,19.693055,4.165097,2.475140,0.316066,7.058443,10.126074
cuda,functorch_dp_cifar10,64,13.471249,12.014434,8.835100,5.949458,1.409508,11.361670,2.547426,0.971013,0.066244,34.654063,8.062524
cuda,hf_Albert,8,24.376575,21.700583,16.811364,9.401267,2.092756,13.844825,3.438489,1.575493,0.151894,8.430920,9.296036
cuda,hf_Bart,4,34.379770,27.490211,24.289891,13.822319,3.216141,18.851204,5.053376,2.673693,0.426621,2.682796,13.048219
cuda,hf_Bert,4,26.118191,21.053063,17.972073,10.301634,2.233656,13.994417,4.077555,2.009061,0.284183,3.146963,9.275051
cuda,hf_Bert_large,4,46.336471,35.682373,31.968666,16.796635,4.226604,22.519792,7.941504,4.205383,0.816079,3.208515,16.032703
cuda,hf_BigBird,2,85.229292,72.670471,68.701651,38.912399,10.307577,56.198477,24.357416,11.064603,0.595277,9.452404,37.653679
cuda,hf_DistilBert,8,18.091802,15.420411,11.770990,7.760038,1.169565,11.393825,1.888456,1.297519,0.116832,6.652097,6.402743
cuda,hf_GPT2,4,25.644149,20.682091,17.469091,10.600467,2.649423,13.148528,3.492925,1.863618,0.257537,8.136340,8.018343
cuda,hf_GPT2_large,4,65.968533,50.007952,46.019763,25.834887,6.757653,36.137017,12.738430,5.502006,1.422994,16.357574,25.795579
cuda,hf_Reformer,4,33.138971,28.684424,25.008222,22.537057,0.838065,26.604498,1.344154,0.790068,0.070756,5.669287,5.929681
cuda,hf_T5,8,30.582647,25.082767,21.340396,12.282731,2.983630,17.196498,4.337220,2.010700,0.297998,8.483307,11.746910
cuda,hf_T5_large,2,110.349117,82.286237,77.960635,40.535408,11.971784,52.805974,21.237327,7.864260,2.579777,27.335898,38.889328
cuda,lennard_jones,1000,4.788547,4.391840,1.641099,1.334989,0.209621,2.232367,0.084945,0.064851,0.006439,1.215425
cuda,mnasnet1_0,32,25.328166,22.084886,18.852514,11.948101,2.961862,15.810414,3.891692,2.005922,0.206011,74.707021,9.672603
cuda,mobilenet_v2,96,27.179626,24.084098,20.839763,13.401289,2.985642,17.032822,4.519825,2.138528,0.230393,92.657794,9.766429
cuda,mobilenet_v3_large,32,27.513682,24.175980,20.898860,13.228539,3.284414,18.138883,4.678304,2.252157,0.237262,98.260293,11.352845
cuda,nvidia_deeprecommender,256,6.513672,6.027968,2.483181,1.998517,0.146245,5.575097,0.139054,0.246085,0.009505,3.925190,0.526473
cuda,phlippe_densenet,128,29.788765,26.405924,22.320555,15.408942,3.047628,20.818828,4.563021,2.403757,0.223907,130.135242,11.367821
cuda,phlippe_resnet,128,13.582292,12.229944,8.264988,5.563637,1.059269,8.134509,1.056005,0.720691,0.067664,15.779692,4.714962
cuda,pytorch_CycleGAN_and_pix2pix,1,14.164685,12.936773,8.794524,5.658010,1.169254,9.136576,2.254980,1.029574,0.068598,17.147798,5.806287
cuda,pytorch_stargan,16,14.469422,13.242207,8.961841,5.885698,1.025163,9.063456,1.232067,0.727841,0.058305,27.184271,5.333649
cuda,pytorch_struct,200,7.444722,6.701588,3.174190,2.390534,0.182773,6.561990,0.431839,0.183117,0.021752,4.678012,9.984028
cuda,pytorch_unet,1,16.608166,14.756593,10.823642,7.516567,1.258171,12.276208,2.515076,1.152725,0.085844,38.022207,7.335672
cuda,resnet152,32,56.474486,46.634448,42.329533,21.037622,8.400863,23.805386,9.065193,5.489208,0.976156,30.949512,19.662211
cuda,resnet18,16,15.374430,14.007208,9.728913,6.946633,1.164282,10.655921,2.123734,0.879723,0.070267,23.093671,5.990480
cuda,resnet50,32,25.410472,21.943129,17.656031,10.507566,2.758412,14.189818,3.871212,1.883044,0.203876,30.299323,9.339892
cuda,resnext50_32x4d,8,24.241225,21.062874,16.705655,9.590836,2.523206,12.999527,3.048523,1.883145,0.194389,20.264625,9.303597
cuda,shufflenet_v2_x1_0,128,27.909049,24.020299,19.721120,11.958716,3.349237,16.317121,4.949672,2.804570,0.270185,43.936187,11.463473
cuda,soft_actor_critic,256,6.602290,6.165328,2.432136,2.167611,0.069221,3.620480,0.080984,0.059109,0.007137,1.616208
cuda,speech_transformer,32,36.642442,30.214005,26.506367,16.597807,3.525200,23.090551,5.292528,2.809642,0.342504,27.970037,14.150699
cuda,squeezenet1_1,32,9.696502,8.646464,4.302952,3.208183,0.461004,7.731019,1.677558,0.756338,0.044973,5.396026,8.366264
cuda,timm_efficientnet,32,32.612123,27.446625,23.310153,14.603165,3.627614,20.184308,5.287127,2.536639,0.285742,99.900038,12.972954
cuda,timm_nfnet,128,29.795021,23.881839,19.747423,10.252182,4.100208,16.405809,5.289474,2.368061,0.275436,29.913700,14.278018
cuda,timm_regnet,32,33.369824,26.334877,22.204808,12.328423,3.966495,16.574829,4.556375,2.438471,0.343599,28.461424,12.314924
cuda,timm_resnest,32,20.183872,18.323593,14.213162,10.578858,1.531330,16.686161,3.596996,1.644734,0.099946,72.004165,9.123716
cuda,timm_vision_transformer,32,23.150381,19.954395,15.834377,10.281530,1.769464,21.193345,3.494543,2.050596,0.232432,14.883492,15.027209
cuda,timm_vision_transformer_large,32,53.739821,42.938052,38.807049,20.513278,5.393753,73.022290,12.281715,6.369615,1.454334,9.865467,65.597644
cuda,timm_vovnet,32,23.262094,19.668022,15.531244,10.147137,2.200588,15.700246,4.112682,2.262178,0.151852,30.541620,9.995292
cuda,tts_angular,64,5.892450,5.307235,1.584321,1.447490,0.053079,2.393963,0.028709,0.019231,0.001934,1.030652
cuda,vgg16,64,8.304473,7.567554,3.526585,2.735793,0.264008,6.793192,0.953659,0.456638,0.026728,4.590828,4.285432
cuda,yolov3,16,39.712872,34.367742,30.232159,18.997205,4.973665,24.251918,7.070146,3.767383,0.348200,66.183604,14.917640
