dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,44.883198,38.919295,34.391860,21.221498,6.584804,28.317157,10.436690,5.287812,0.574029,96.856486,19.057189
cuda,beit_base_patch16_224,64,25.698407,21.099431,16.701539,10.445732,2.280148,14.321501,3.824563,2.104059,0.268405,3.257495,8.755047
cuda,botnet26t_256,128,28.428270,25.369468,20.688253,15.630240,2.891128,22.515110,6.299573,2.586639,0.138731,52.352196,11.797344
cuda,cait_m36_384,4,67.565223,52.775895,49.084129,24.203905,7.529799,36.767522,15.916455,7.987743,2.251615,20.857414,30.014894
cuda,coat_lite_mini,128,29.674880,26.096530,21.619405,15.325326,2.533808,28.109990,8.414147,3.303970,0.245410,42.684776,17.815706
cuda,convit_base,64,27.428734,23.222008,18.485003,11.486384,2.460495,19.647373,5.687454,2.581637,0.293690,9.061827,13.745469
cuda,convmixer_768_32,32,24.536740,22.804412,18.156476,8.867228,3.152771,12.067613,3.652028,2.171047,0.314724,10.489426,2.397986
cuda,convnext_base,64,32.343765,25.486332,21.000681,12.370147,4.012828,20.418769,5.767245,3.307401,0.506906,12.466562,16.004328
cuda,crossvit_9_240,128,36.190135,29.535749,24.899353,14.565568,3.269950,26.144513,7.603968,3.697330,0.457122,33.603392,20.030460
cuda,cspdarknet53,64,35.130715,28.827435,24.399616,14.232933,4.777947,17.597249,4.559522,2.730650,0.324264,50.650557,12.412995
cuda,deit_base_distilled_patch16_224,64,23.725380,20.131163,15.671648,10.000808,1.754628,22.015999,4.058302,1.965377,0.234541,3.732768,16.156224
cuda,dla102,128,44.485888,37.862587,33.363909,18.532763,5.924690,21.971390,7.684504,4.033925,0.560965,38.088035,15.672544
cuda,dm_nfnet_f0,128,30.274114,23.788692,20.245704,10.052116,4.296304,15.899113,5.646880,2.398341,0.278162,28.348973,14.446985
cuda,dpn107,32,52.451082,42.591652,38.669002,20.499002,6.456959,25.496217,8.097116,4.580937,0.575468,30.414363,18.507194
cuda,eca_botnext26ts_256,128,29.149626,25.539990,21.994556,15.854646,3.251806,21.712419,6.395215,2.632687,0.159390,54.476205,11.943150
cuda,ese_vovnet19b_dw,128,19.326498,16.766434,13.421491,9.735713,2.053681,14.130227,3.506475,1.657444,0.121526,49.996074,7.987775
cuda,fbnetc_100,128,33.638253,28.213203,24.401242,15.486347,4.143686,19.184565,4.925566,2.633203,0.296651,95.886453,11.533808
cuda,fbnetv3_b,128,50.123001,41.232973,37.792927,21.779829,6.663677,26.812946,9.027902,4.840904,0.663912,104.849295,19.397554
cuda,gernet_l,128,26.549251,21.496713,18.082536,10.513418,3.435994,13.348552,3.070500,1.954697,0.239176,46.110091,9.434677
cuda,ghostnet_100,128,44.944289,37.317559,33.910493,20.376622,5.349029,29.194909,9.205319,4.378696,0.492124,178.895277,19.840105
cuda,gluon_inception_v3,128,44.045879,37.330197,33.816364,20.807652,6.234790,28.115359,10.590066,5.204581,0.581574,97.876094,18.813186
cuda,gluon_xception65,32,49.201347,40.702984,37.303430,18.767737,6.554453,20.715439,7.702154,3.797142,0.722952,29.480779,16.421239
cuda,gmixer_24_224,128,31.117718,24.890774,21.393809,11.870435,2.995311,18.344234,5.993383,3.107366,0.400548,7.025142,13.673447
cuda,gmlp_s16_224,128,32.514719,26.274714,22.812041,12.956550,3.441927,20.218871,6.197382,3.502243,0.437515,12.708724,15.108252
cuda,hrnet_w18,128,118.858951,109.180796,105.638919,53.633649,21.926705,61.095117,30.977394,12.811165,4.991052,86.707450,48.772202
cuda,inception_v3,128,44.281267,38.440539,34.172986,21.167356,6.130400,28.723853,10.205195,5.174596,0.579576,102.492541,19.407624
cuda,jx_nest_base,32,41.378235,34.067158,29.805925,18.377298,4.524078,29.830272,10.851448,4.365035,0.601317,24.748628,21.189734
cuda,lcnet_050,128,21.538130,19.107728,14.916138,10.109784,2.288320,14.805564,3.226938,1.846217,0.126966,68.263366,8.953525
cuda,mixer_b16_224,128,21.127931,17.920947,13.697148,8.777733,1.752215,13.475049,2.222100,1.333582,0.146298,5.990950,8.507434
cuda,mixnet_l,128,44.856677,35.669830,31.373212,19.188683,5.214132,26.902156,7.288911,4.175892,0.543604,100.592128,17.995877
cuda,mnasnet_100,128,29.243989,25.179872,20.763314,13.983530,2.819432,18.370535,4.195868,2.133643,0.224178,88.246180,10.295448
cuda,mobilenetv2_100,128,29.787509,25.709618,21.360140,13.963337,3.207744,17.679955,4.366273,2.144381,0.231485,91.956059,10.053895
cuda,mobilenetv3_large_100,128,31.266021,27.017468,22.650631,15.033755,3.591337,20.640435,5.050897,2.791522,0.255666,116.399284,12.426658
cuda,mobilevit_s,64,42.808802,37.024685,32.770780,23.623262,4.850713,39.051022,14.638243,6.450521,0.389852,91.762515,24.827775
cuda,nfnet_l0,128,28.353914,23.023541,18.718177,9.975838,3.376456,16.888164,5.114851,2.310740,0.278450,36.059643,13.887044
cuda,pit_b_224,64,25.303179,21.621737,17.298812,11.121220,2.227360,16.857787,4.341850,2.173062,0.259841,11.788086,10.892881
cuda,pnasnet5large,16,83.463562,75.062304,70.756745,38.235123,13.005159,46.809072,20.850460,10.248878,1.988186,49.028454,34.859762
cuda,poolformer_m36,64,46.611413,38.155271,33.836770,20.587002,6.691579,32.754119,15.330776,6.534998,0.611809,33.489875,24.714942
cuda,regnety_002,128,28.360607,23.277708,19.026355,12.063579,3.154308,16.621881,4.000234,2.162197,0.240920,73.280200,10.680151
cuda,repvgg_a2,128,27.455518,22.547071,18.343378,10.785169,3.237848,14.000246,3.748583,1.747251,0.208131,26.110281,9.491524
cuda,res2net101_26w_4s,64,71.071095,59.804675,55.495695,29.643294,10.598012,34.113179,14.660656,7.333900,1.515579,57.828683,25.672583
cuda,res2net50_14w_8s,128,64.456455,54.532895,50.299940,26.746740,8.754238,35.112180,15.107836,6.907883,1.234500,37.313781,26.506333
cuda,res2next50,128,39.691081,34.488757,30.067769,17.520156,4.832189,23.284480,7.934272,3.987418,0.487862,35.332433,15.874734
cuda,resmlp_12_224,128,18.426889,15.599589,11.437901,8.041301,1.077150,22.540766,2.210702,1.611313,0.127861,7.783385,17.302649
cuda,resnest101e,64,65.834633,53.983574,49.671685,26.007452,8.968715,33.481022,11.858663,7.155230,1.184016,80.132601,25.875824
cuda,rexnet_100,128,41.099066,35.047721,30.820063,20.893755,4.084517,31.138346,6.736109,3.690042,0.326438,237.561269,18.472783
cuda,sebotnet33ts_256,64,35.261863,31.062515,26.678904,19.029961,3.895113,26.689327,8.598306,3.455992,0.227211,61.127599,14.962694
cuda,selecsls42b,128,24.529841,21.984038,17.672904,11.996608,2.485368,18.043339,4.920504,2.195553,0.173947,55.747420,10.847700
cuda,spnasnet_100,128,33.224932,27.958220,23.542240,15.271114,4.101297,19.333848,4.919074,2.564170,0.283887,92.703490,11.759148
