dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.8665,6.3667,0.8847
cuda,Background_Matting,4,1.0213,3.2381,0.9516
cuda,LearningToPaint,96,1.0468,1.4197,0.7251
cuda,Super_SloMo,6,0.9986,3.6541,0.9553
cuda,alexnet,128,0.9967,0.6020,0.8751
cuda,attention_is_all_you_need_pytorch,256,0.9722,6.1726,0.9235
cuda,dcgan,32,0.9932,0.5133,0.8463
cuda,demucs,4,0.9994,0.5963,0.9998
cuda,densenet121,4,0.9845,9.4142,0.8853
cuda,dlrm,2048,0.9534,0.8465,1.0000
cuda,drq,1,0.8304,0.6411,1.0000
cuda,fastNLP_Bert,6,0.9786,5.3707,0.9106
cuda,functorch_dp_cifar10,64,0.9393,1.4727,1.0044
cuda,hf_Albert,8,0.9977,4.9281,0.9486
cuda,hf_Bart,4,0.9731,6.3885,0.8680
cuda,hf_Bert,4,0.9812,4.9485,0.8851
cuda,hf_BigBird,2,0.8105,11.1215,0.9737
cuda,hf_DistilBert,8,0.9537,2.4836,0.8983
cuda,hf_GPT2,4,0.9776,5.0231,0.8781
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9977,2.7726,0.3088
cuda,hf_T5,8,0.9907,8.1820,0.9176
cuda,lennard_jones,1000,0.8433,0.4606,1.0000
cuda,mnasnet1_0,32,1.0882,3.0664,0.9109
cuda,mobilenet_v2,96,0.9979,2.7513,0.7669
cuda,mobilenet_v2_quantized_qat,96,0.9725,13.0017,0.8306
cuda,mobilenet_v3_large,32,1.0684,3.3174,0.8714
cuda,moco,32,0.9956,2.0187,1.0070
cuda,nvidia_deeprecommender,256,0.9556,0.4376,1.0002
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9282,2.1581,0.9102
cuda,pytorch_stargan,16,0.9830,1.9290,1.0210
cuda,pytorch_struct,200,0.7264,0.8057,0.5046
cuda,pytorch_unet,1,0.9975,1.4887,0.8519
cuda,resnet18,16,1.0838,1.3577,0.7985
cuda,resnet50,32,0.9945,3.4321,0.8750
cuda,resnet50_quantized_qat,32,0.9598,11.8660,0.9171
cuda,resnext50_32x4d,8,1.0606,3.2665,0.8851
cuda,shufflenet_v2_x1_0,128,1.0708,3.7411,0.9173
cuda,soft_actor_critic,256,0.7690,0.3879,0.9998
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.9722,1.2902,0.8342
cuda,tacotron2,64,0.9567,20.6066,1.1061
cuda,timm_efficientdet,1,0.7919,34.2702,0.8216
cuda,timm_efficientnet,32,0.6717,5.2041,0.7714
cuda,timm_nfnet,128,0.9979,6.2637,0.8954
cuda,timm_regnet,32,0.9552,6.4869,0.8613
cuda,timm_resnest,32,0.9976,1.9472,0.8430
cuda,timm_vision_transformer,8,0.9223,3.6707,0.8767
cuda,timm_vovnet,32,0.6433,3.3712,0.7609
cuda,tts_angular,64,0.9568,0.5023,0.9888
cuda,vgg16,64,0.9992,0.8642,0.6761
cuda,yolov3,16,0.9943,6.1545,0.8429
