dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,17.022736,12.847958,7.033730,1.615524,12.498348,3.252233,1.170363,0.150265,1.344639,1.458496,8.505740
cuda,AlbertForQuestionAnswering,4,16.935112,12.778279,6.978092,1.607601,12.642792,3.003726,1.449281,0.149029,1.028031,1.086189,8.381652
cuda,BartForCausalLM,4,21.223505,15.302561,8.484030,1.889055,14.240334,3.392929,1.547423,0.287631,1.199353,1.568781,8.951677
cuda,BartForConditionalGeneration,2,44.876867,34.567842,17.693632,5.834891,23.115496,8.593284,3.850719,1.074673,0.708662,1.322706,12.232148
cuda,BertForMaskedLM,16,21.767430,15.893768,8.995972,1.984604,13.698371,3.538358,1.588439,0.300674,1.752756,2.132606,8.752116
cuda,BertForQuestionAnswering,16,21.618174,15.873808,8.951940,1.981616,13.681992,3.564471,1.584181,0.296784,1.289601,1.645239,8.302489
cuda,BlenderbotSmallForCausalLM,64,14.389464,9.356853,4.858178,1.422150,8.852479,2.071135,1.062149,0.177806,2.428909,7.918747,2.073269
cuda,BlenderbotSmallForConditionalGeneration,64,32.526944,24.630933,12.717020,3.236477,18.013151,6.171393,2.643421,0.597551,1.819981,1.880968,10.538926
cuda,CamemBert,16,22.021762,16.007365,8.957154,2.058487,13.621919,3.775909,1.636505,0.306649,0.771348,0.958607,7.807745
cuda,DebertaForMaskedLM,4,30.163008,22.077523,15.243554,1.797244,24.004401,3.377782,1.730319,0.283852,14.568037,1.808575,25.310769
cuda,DebertaForQuestionAnswering,8,29.707562,21.737411,14.967334,1.833454,23.669278,3.415462,1.759894,0.284146,17.688024,2.344675,28.408338
cuda,DebertaV2ForMaskedLM,1,40.904996,28.147607,16.420430,3.077230,22.043170,4.279829,2.374789,0.544221,32.889154,1.773393,41.935068
cuda,DebertaV2ForQuestionAnswering,2,38.468560,25.712639,13.883579,3.446193,20.250455,5.212743,2.909141,0.566055,33.179540,43.344923
cuda,DistilBertForMaskedLM,128,14.730160,10.448745,6.783551,1.021776,10.681183,1.812624,0.858262,0.128967,1.434038,3.727956,6.409486
cuda,DistilBertForQuestionAnswering,256,14.955150,10.839602,6.924112,1.022928,11.236677,1.854275,0.871356,0.125439,0.822788,2.922530,6.214005
cuda,DistillGPT2,16,15.972358,11.567804,7.976051,1.065020,11.451847,1.977081,0.880163,0.112474,0.882283,2.167860,5.473984
cuda,ElectraForCausalLM,32,26.541938,20.316421,13.141327,2.216182,23.192648,3.525741,1.689165,0.308749,3.549107,3.856618,15.930679
cuda,ElectraForQuestionAnswering,64,22.692419,16.394122,9.402130,1.992595,17.051656,3.574099,1.611740,0.304660,2.078346,2.353156,12.025244
cuda,GPT2ForSequenceClassification,4,22.561201,17.150935,10.309375,2.161058,13.286122,3.835013,1.580692,0.255775,0.272524,1.383122,5.511920
cuda,GoogleFnet,16,18.408510,13.806888,10.391281,1.311439,17.567126,1.942727,0.855385,0.126283,5.042603,1.793868,13.609838
cuda,LayoutLMForMaskedLM,16,23.391962,16.690668,9.333104,2.050293,14.387336,3.651774,1.623056,0.303077,1.744094,2.547834,8.960426
cuda,LayoutLMForSequenceClassification,16,23.572634,17.071294,9.588349,2.319216,15.499532,4.385107,1.897246,0.306973,6.852816,7.574391,15.194763
cuda,M2M100ForConditionalGeneration,16,46.288479,36.060481,19.736164,4.792459,28.632393,8.190405,3.868000,0.755035,3.608371,9.536036,17.826275
cuda,MBartForCausalLM,4,22.661136,16.785690,10.214319,1.999208,15.228999,3.622736,1.910033,0.285433,1.284420,1.366732,8.408996
cuda,MBartForConditionalGeneration,2,46.542865,36.162106,18.578402,6.161351,24.229109,9.772641,4.056095,1.075249,0.962072,0.528922,13.054765
cuda,MT5ForConditionalGeneration,16,33.047016,25.518120,13.145284,3.605790,19.200950,5.827788,2.297448,0.501678,3.402315,21.047851,13.250955
cuda,MegatronBertForCausalLM,4,37.159666,28.155957,14.208243,4.216799,20.298932,7.923778,3.211542,0.750354,0.928908,1.654503,11.450651
cuda,MegatronBertForQuestionAnswering,8,36.795652,27.923866,14.333606,4.183968,20.563547,7.773567,3.126910,0.732568,1.352562,1.573302,12.249128
cuda,MobileBertForMaskedLM,64,40.506598,30.867500,9.874875,4.694138,23.448090,9.177060,4.513142,2.349802,2.905884,3.693287,21.495270
cuda,MobileBertForQuestionAnswering,128,41.917549,31.569085,10.267102,4.761272,24.719956,9.285226,4.600787,2.413216,2.438986,2.469839,21.976755
cuda,OPTForCausalLM,2,20.937119,15.435218,8.831819,1.956295,13.833979,3.876647,1.686276,0.283623,1.370277,1.962602,8.432568
cuda,PLBartForCausalLM,8,14.269760,10.145882,6.512543,1.003698,11.016302,1.657199,0.834860,0.127712,1.024572,1.215471,6.587733
cuda,PLBartForConditionalGeneration,4,25.606903,19.155223,10.049244,2.568111,16.141014,4.641067,2.080242,0.421199,1.560495,1.812466,10.361117
cuda,PegasusForCausalLM,32,21.863741,16.088978,9.655200,1.849085,15.562820,3.268977,1.564430,0.271118,1.824714,1.808121,9.687748
