dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.1334
cuda,beit_base_patch16_224,128,0.9614
cuda,botnet26t_256,128,1.1918
cuda,cait_m36_384,4,0.9861
cuda,coat_lite_mini,128,1.1070
cuda,convit_base,64,1.2061
cuda,convmixer_768_32,64,1.0427
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,1.0629
cuda,cspdarknet53,64,1.0701
cuda,deit_base_distilled_patch16_224,128,1.0214
cuda,densenet121,128,1.1550
cuda,dla102,128,1.2987
cuda,dm_nfnet_f0,128,0.9988
cuda,dpn107,64,1.0069
cuda,eca_botnext26ts_256,128,1.1647
cuda,eca_halonext26ts,128,1.1589
cuda,ecaresnet101d,128,1.2603
cuda,ese_vovnet19b_dw,128,1.0781
cuda,fbnetc_100,128,1.0359
cuda,fbnetv3_b,128,0.9843
cuda,gernet_l,128,1.0219
cuda,ghostnet_100,128,0.9991
cuda,gluon_inception_v3,128,1.1338
cuda,gluon_senet154,64,1.1484
cuda,gluon_xception65,32,1.0338
cuda,gmixer_24_224,128,1.0686
cuda,gmlp_s16_224,128,1.0044
cuda,hardcorenas_a,128,1.0730
cuda,hrnet_w18,128,1.3233
cuda,inception_v3,128,1.1339
cuda,jx_nest_base,64,0.9997
cuda,lcnet_050,128,1.2931
cuda,legacy_senet154,0,0.0000
cuda,levit_128,0,0.0000
cuda,mixer_b16_224,128,0.9965
cuda,mixnet_l,128,1.0309
cuda,mnasnet_100,128,1.0303
cuda,mobilenetv2_100,128,1.0479
cuda,mobilenetv3_large_100,128,1.0546
cuda,mobilevit_s,128,1.0981
cuda,nasnetalarge,16,1.1034
cuda,nfnet_l0,128,1.1713
cuda,pit_b_224,64,1.0622
cuda,pnasnet5large,16,1.0880
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.3487
cuda,repvgg_a2,128,0.9952
cuda,res2net101_26w_4s,128,1.1729
cuda,res2net50_14w_8s,128,1.2407
cuda,res2next50,128,1.1768
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,64,1.2019
cuda,resnet18,128,1.1775
cuda,rexnet_100,128,1.0414
cuda,sebotnet33ts_256,128,1.1687
cuda,selecsls42b,128,1.2046
cuda,spnasnet_100,128,0.9821
cuda,swin_base_patch4_window7_224,64,0.9995
cuda,swsl_resnext101_32x16d,32,1.1085
cuda,tf_efficientnet_b0,128,1.0376
cuda,tf_mixnet_l,128,1.0301
cuda,tinynet_a,128,0.9895
cuda,tnt_s_patch16_224,128,1.5296
cuda,twins_pcpvt_base,128,1.1347
cuda,visformer_small,128,1.0194
cuda,vit_base_patch16_224,128,0.9810
cuda,volo_d1_224,128,1.1440
cuda,xcit_large_24_p8_224,11,0.8963
