dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.784442,0.000276
cuda,AlbertForQuestionAnswering,4,1.786486,0.000281
cuda,AllenaiLongformerBase,4,9.735306,0.004708
cuda,BartForCausalLM,4,4.103784,0.000849
cuda,BartForConditionalGeneration,2,11.116675,0.001396
cuda,BertForMaskedLM,16,4.642143,0.000574
cuda,BertForQuestionAnswering,16,4.588873,0.000575
cuda,BlenderbotForCausalLM,4,8.485747,0.001590
cuda,BlenderbotSmallForCausalLM,64,2.929142,0.000611
cuda,BlenderbotSmallForConditionalGeneration,64,6.567433,0.000914
cuda,CamemBert,16,4.750371,0.000594
cuda,DebertaForMaskedLM,4,5.330958,0.002519
cuda,DebertaForQuestionAnswering,8,5.302528,0.002468
cuda,DebertaV2ForMaskedLM,1,11.897132,0.004961
cuda,DebertaV2ForQuestionAnswering,2,11.864624,0.004924
cuda,DistilBertForMaskedLM,128,1.790352,0.000282
cuda,DistilBertForQuestionAnswering,256,1.776517,0.000297
cuda,DistillGPT2,16,1.647773,0.000303
cuda,ElectraForCausalLM,32,4.761241,0.000602
cuda,ElectraForQuestionAnswering,64,4.610647,0.000559
cuda,GPT2ForSequenceClassification,4,3.311586,0.000532
cuda,GoogleFnet,16,2.147332,0.000878
cuda,LayoutLMForMaskedLM,16,4.753654,0.000670
cuda,LayoutLMForSequenceClassification,16,4.592767,0.000634
cuda,M2M100ForConditionalGeneration,16,10.795566,0.001709
cuda,MBartForCausalLM,4,4.186872,0.000889
cuda,MBartForConditionalGeneration,2,11.010783,0.001263
cuda,MT5ForConditionalGeneration,16,6.244983,0.000919
cuda,MegatronBertForCausalLM,4,9.920078,0.001024
cuda,MegatronBertForQuestionAnswering,8,10.297384,0.001032
cuda,MobileBertForMaskedLM,64,11.752535,0.000585
cuda,MobileBertForQuestionAnswering,128,11.607390,0.000554
cuda,OPTForCausalLM,2,4.000997,0.000858
cuda,PLBartForCausalLM,8,2.379785,0.000536
cuda,PLBartForConditionalGeneration,4,6.168421,0.001002
cuda,PegasusForCausalLM,32,4.077626,0.000879
cuda,PegasusForConditionalGeneration,32,3.687737,0.000513
cuda,RobertaForCausalLM,16,4.719673,0.000615
cuda,RobertaForQuestionAnswering,16,4.723647,0.000577
cuda,Speech2Text2ForCausalLM,256,2.241594,0.000523
cuda,T5ForConditionalGeneration,4,4.430258,0.000659
cuda,T5Small,4,4.432919,0.000656
cuda,TrOCRForCausalLM,32,4.179085,0.000869
cuda,XGLMForCausalLM,8,8.071895,0.001681
cuda,XLNetLMHeadModel,8,9.689595,0.001567
cuda,YituTechConvBert,16,6.909986,0.000818
