dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,13.095073,8.363950,8.347406
cuda,beit_base_patch16_224,64,8.336890,4.883059,4.866963
cuda,botnet26t_256,128,5.727364,3.435356,3.421058
cuda,cait_m36_384,4,33.254548,17.256256,17.235188
cuda,coat_lite_mini,128,7.179665,4.542204,4.527123
cuda,convit_base,64,8.427373,5.290324,5.274010
cuda,convmixer_768_32,32,6.034243,4.778651,4.763643
cuda,convnext_base,64,11.647263,5.994236,5.977724
cuda,crossvit_9_240,128,12.211066,7.703177,7.686762
cuda,cspdarknet53,64,10.476955,5.890378,5.873555
cuda,deit_base_distilled_patch16_224,64,6.668243,4.168431,4.153193
cuda,dla102,128,14.893304,9.223549,9.205735
cuda,dm_nfnet_f0,128,10.575258,5.908685,5.893944
cuda,dpn107,32,18.941185,11.252298,11.236385
cuda,eca_botnext26ts_256,128,6.335944,3.928679,3.914830
cuda,eca_halonext26ts,128,6.636583,4.128427,4.114388
cuda,ese_vovnet19b_dw,128,4.279797,2.322092,2.307978
cuda,fbnetc_100,128,9.428539,5.252554,5.237279
cuda,fbnetv3_b,128,16.912371,9.635761,9.619194
cuda,gernet_l,128,8.640362,4.767417,4.751880
cuda,ghostnet_100,128,14.449404,8.378240,8.361979
cuda,gluon_inception_v3,128,13.410158,8.594816,8.576818
cuda,gluon_xception65,32,19.124298,11.750442,11.731218
cuda,gmixer_24_224,128,11.408164,6.884392,6.867886
cuda,gmlp_s16_224,128,11.012259,6.246950,6.230916
cuda,hrnet_w18,128,32.464378,25.985028,25.954603
cuda,inception_v3,128,13.058915,8.301042,8.283871
cuda,jx_nest_base,32,13.638778,8.213418,8.196766
cuda,lcnet_050,128,4.767486,2.771180,2.757596
cuda,mixer_b16_224,128,5.082717,3.002769,2.988157
cuda,mixnet_l,128,15.258604,8.508644,8.491958
cuda,mnasnet_100,128,7.367375,4.185427,4.171213
cuda,mobilenetv2_100,128,8.250580,4.898494,4.883978
cuda,mobilenetv3_large_100,128,8.128397,4.631545,4.616462
cuda,mobilevit_s,64,10.189826,5.999659,5.984638
cuda,nfnet_l0,128,10.338174,6.053509,6.037833
cuda,pit_b_224,64,7.185867,4.480147,4.464771
cuda,pnasnet5large,16,21.388027,16.703623,16.682983
cuda,poolformer_m36,64,13.435123,7.096821,7.079785
cuda,regnety_002,128,8.083722,4.471787,4.456728
cuda,repvgg_a2,128,8.460016,4.698325,4.683572
cuda,res2net101_26w_4s,64,27.284181,16.786930,16.767690
cuda,res2net50_14w_8s,128,24.822937,15.763027,15.744092
cuda,res2next50,128,12.788818,8.341166,8.323871
cuda,resmlp_12_224,128,4.922873,2.644939,2.629620
cuda,resnest101e,64,25.615483,14.719468,14.699150
cuda,rexnet_100,128,10.669493,6.173094,6.158222
cuda,sebotnet33ts_256,64,8.346269,5.037719,5.023316
cuda,selecsls42b,128,5.479633,3.522947,3.507568
cuda,spnasnet_100,128,9.270239,5.166667,5.151445
cuda,swin_base_patch4_window7_224,64,17.555635,10.890173,10.872529
cuda,swsl_resnext101_32x16d,32,14.485967,8.922110,8.904101
cuda,tf_efficientnet_b0,128,10.399893,6.003619,5.988408
cuda,tf_mixnet_l,128,15.482756,8.480180,8.347141
cuda,tinynet_a,128,11.520895,6.614461,6.599375
cuda,tnt_s_patch16_224,128,15.549660,9.431479,9.415057
cuda,twins_pcpvt_base,64,22.468449,12.420779,12.401729
cuda,visformer_small,128,5.747604,3.670263,3.655448
cuda,vit_base_patch16_224,64,6.385911,3.981204,3.965349
cuda,volo_d1_224,64,11.121110,6.969332,6.952978
cuda,xcit_large_24_p8_224,5,29.288846,16.181437,16.161623
