dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,21.418713,18.164677,8.393932,2.907474,11.508829,4.760185,1.972898,0.371778,13.332746,6.485026
cuda,Background_Matting,4,19.854330,17.482962,8.907962,3.214994,12.314896,6.574762,2.756894,0.289910,6.743785
cuda,LearningToPaint,96,8.215814,7.302904,3.835171,1.425240,4.562582,1.477538,0.699064,0.094993,2.202803
cuda,Super_SloMo,6,19.644841,17.623416,9.803502,3.213028,12.686071,6.858858,2.503484,0.182210,6.195617
cuda,alexnet,128,2.844386,2.623305,2.122196,0.208187,3.516775,1.007326,0.311303,0.020409,1.611387
cuda,attention_is_all_you_need_pytorch,256,22.821300,19.919667,9.969505,2.919371,13.110580,5.695970,2.166760,0.442917,13.515368,6.202298
cuda,dcgan,32,2.858981,2.666348,2.053864,0.217667,2.643278,0.243784,0.106009,0.015972,0.817608
cuda,demucs,4,2.505605,1.769435,1.567575,0.128874,1.431895,0.164782,0.081264,0.013255
cuda,densenet121,4,50.546350,44.207924,21.596597,8.468936,26.513668,14.904217,5.110007,0.786863,13.702318
cuda,dlrm,1024,2.056699,1.849248,1.267899,0.187456,2.255880,0.404657,0.145242,0.017488,1.184582
cuda,drq,1,3.302815,2.957360,2.347214,0.164150,3.398373,0.230611,0.117314,0.020572,1.225826
cuda,fastNLP_Bert,6,22.623461,19.222079,10.204896,2.588170,13.632491,4.990360,2.048694,0.363120,5.717782,6.377565
cuda,functorch_dp_cifar10,64,7.770934,7.057125,4.119453,1.704311,6.687347,2.416601,0.828157,0.085449,4.322798,0.572969
cuda,hf_Albert,8,14.454812,12.539469,5.023170,2.296310,8.015347,3.110459,1.276334,0.164121,4.293164,5.378377
cuda,hf_Bart,4,26.835780,22.727746,10.826934,3.242892,15.135384,5.639529,2.823340,0.511137,4.268718,7.710454
cuda,hf_Bert,4,19.742964,16.060728,7.139620,2.490843,9.973228,4.135643,1.851852,0.350095,2.107889,5.441128
cuda,hf_Bert_large,4,37.736240,30.756588,13.069526,5.231626,18.057563,9.182253,3.602209,0.953805,1.882052,10.446884
cuda,hf_DistilBert,8,11.445545,9.864362,5.343903,1.584182,7.339534,2.107707,1.011225,0.145239,5.240403,3.642723
cuda,hf_GPT2,4,18.378781,15.321652,6.792420,2.387774,9.856130,4.159545,1.726011,0.303004,3.682238,5.556732
cuda,hf_GPT2_large,4,51.003477,41.581016,18.008677,7.214252,28.338561,13.561565,4.987950,1.528263,2.567693,18.225366
cuda,hf_Longformer,2,65.668063,56.823150,34.067908,7.301955,41.805592,18.349938,6.830745,0.453114,4.422055,15.388914
cuda,hf_Reformer,4,13.786021,11.247845,9.095055,0.958822,9.899785,1.489081,0.769182,0.071393,3.112472,1.808534
cuda,hf_T5,8,22.964071,19.108378,9.058779,2.894194,12.761151,5.195805,2.088832,0.362648,6.797732,6.733893
