,Compiler,torchbench,huggingface,timm_models
eager,eager,1.94,3.32,2.25
aot_eager,aot_eager,7.13,11.72,9.33
aot_cudagraphs,aot_cudagraphs,10.71,20.92,16.35
nvprims_nvfuser,nvprims_nvfuser,60.33,96.80,141.90
inductor,inductor,75.58,43.75,76.79
inductor_no_cudagraphs,inductor_no_cudagraphs,72.08,36.82,74.83
