dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.056439,14.465163,4.841460,24.160381,11.059639,5.082727,0.636792,37.063409,55.573483,52.040290
cuda,beit_base_patch16_224,64,1.989280,6.427195,2.178042,9.994382,3.826640,1.598906,0.243239,0.920456,1.762226,6.762204
cuda,botnet26t_256,128,1.977294,11.723523,2.619967,18.049884,7.987473,2.984305,0.176876,17.297263,30.020926,26.318875
cuda,cait_m36_384,4,6.352923,14.536762,8.768317,25.993936,14.066623,5.651012,1.838686,6.579024,7.040587,27.159936
cuda,coat_lite_mini,128,1.782762,7.860071,2.600695,16.293630,7.037396,2.459448,0.216889,11.095744,45.487643,22.224171
cuda,convit_base,64,1.956201,6.502428,2.536934,13.063912,5.649806,2.224454,0.280542,4.362611,6.045254,13.573504
cuda,convmixer_768_32,32,2.303832,7.128626,3.730339,11.478184,4.199016,2.350367,0.348565,6.306266,7.025489,14.509830
cuda,convnext_base,64,2.410079,9.183593,5.196314,18.957605,9.728307,3.250342,0.536554,10.938228,32.146254,26.074579
cuda,crossvit_9_240,128,2.952621,8.903120,3.637774,15.308924,7.279564,2.739082,0.398524,8.411269,9.254036,18.605605
cuda,cspdarknet53,64,3.678247,9.574646,3.460237,15.339328,5.840465,2.629640,0.412142,38.363880,54.883144,47.723374
cuda,deit_base_distilled_patch16_224,64,1.607599,5.410446,2.076509,12.135339,4.035740,1.514019,0.214506,2.779385,2.620767,11.669769
cuda,dla102,128,3.452793,13.721626,5.294215,21.649837,9.368386,3.796142,0.714918,26.336034,46.485308,39.750973
cuda,dm_nfnet_f0,128,3.117698,10.211117,6.311109,16.497437,7.550848,2.494403,0.296679,17.824708,29.231522,30.612621
cuda,dpn107,32,6.243943,14.763631,5.577876,26.542383,12.140294,4.766295,0.661147,30.381397,79.029251,47.981516
