dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,17.4192,10.7974,1
cuda,AlbertForQuestionAnswering,2,16.3141,10.4055,1
cuda,AllenaiLongformerBase,1,16.2567,3.2291,4
cuda,BartForCausalLM,4,12.5270,12.1385,1
cuda,BartForConditionalGeneration,2,13.7420,12.0942,1
cuda,BertForMaskedLM,64,17.9161,11.8917,1
cuda,BertForQuestionAnswering,64,17.0870,7.4338,1
cuda,BigBird,1,22.3657,3.1132,64
cuda,BlenderbotSmallForCausalLM,64,9.9922,11.5372,1
cuda,BlenderbotSmallForConditionalGeneration,64,22.0174,15.5543,1
cuda,CamemBert,1,18.3340,1.8620,1
cuda,DebertaForMaskedLM,4,20.3162,5.2038,204
cuda,DebertaForQuestionAnswering,4,19.6907,3.2220,204
cuda,DebertaV2ForMaskedLM,1,27.9301,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,27.1337,10.5302,304
cuda,DistilBertForMaskedLM,16,11.1454,2.3333,1
cuda,DistilBertForQuestionAnswering,32,11.1518,2.2036,1
cuda,DistillGPT2,1,9.8753,1.4879,1
cuda,ElectraForCausalLM,1,18.6509,0.5876,1
cuda,ElectraForQuestionAnswering,64,17.4281,14.6661,1
cuda,GPT2ForSequenceClassification,4,15.5635,10.4803,2
cuda,GPTNeoForCausalLM,1,22.2978,15.9637,1
cuda,GPTNeoForSequenceClassification,1,22.7559,15.9380,2
cuda,GoogleFnet,1,9.1130,1.0690,27
cuda,LayoutLMForMaskedLM,16,18.4529,16.0086,1
cuda,LayoutLMForSequenceClassification,16,16.7706,11.7433,2
cuda,M2M100ForConditionalGeneration,2,27.1631,5.9989,7
cuda,MBartForCausalLM,16,13.3947,5.3731,1
cuda,MBartForConditionalGeneration,8,13.5093,5.0859,1
cuda,MT5ForConditionalGeneration,2,38.2537,4.4070,1
cuda,MegatronBertForCausalLM,2,34.6917,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,34.5552,4.7898,1
cuda,MobileBertForMaskedLM,16,141.3318,2.8406,1
cuda,MobileBertForQuestionAnswering,32,140.5110,3.1735,1
cuda,OPTForCausalLM,4,12.5434,1.8263,1
cuda,PLBartForCausalLM,16,9.4820,3.3218,1
cuda,PLBartForConditionalGeneration,8,5.6557,2.3987,1
cuda,PegasusForCausalLM,8,14.3010,3.2089,4
cuda,PegasusForConditionalGeneration,4,25.8871,4.9642,7
cuda,RobertaForCausalLM,4,17.3863,1.5878,1
cuda,RobertaForQuestionAnswering,64,17.2221,7.4338,1
cuda,Speech2Text2ForCausalLM,64,9.2056,2.7351,4
cuda,T5ForConditionalGeneration,4,28.2963,11.3331,1
cuda,T5Small,1,27.3693,3.2748,1
cuda,TrOCRForCausalLM,8,11.8477,3.5959,1
cuda,XGLMForCausalLM,2,27.2910,7.0946,4
cuda,XLNetLMHeadModel,4,40.2528,11.9039,1
cuda,YituTechConvBert,1,25.5465,1.7773,1
