dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,5.5382,9.9070,1
cuda,AlbertForQuestionAnswering,2,5.5155,9.5154,1
cuda,AllenaiLongformerBase,1,12.7442,3.2323,4
cuda,BartForCausalLM,4,6.0234,12.1217,1
cuda,BartForConditionalGeneration,2,13.8519,12.0942,1
cuda,BertForMaskedLM,64,8.6462,11.9168,1
cuda,BertForQuestionAnswering,64,8.6652,7.4353,1
cuda,BigBird,1,14.0653,3.5825,64
cuda,BlenderbotSmallForCausalLM,64,4.0670,11.5330,1
cuda,BlenderbotSmallForConditionalGeneration,64,10.7421,15.5501,1
cuda,CamemBert,1,8.4295,1.8602,1
cuda,DebertaForMaskedLM,4,8.6059,5.5240,204
cuda,DebertaForQuestionAnswering,4,8.6354,3.5234,204
cuda,DebertaV2ForMaskedLM,1,14.2116,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,14.2308,10.5301,304
cuda,DistilBertForMaskedLM,16,3.1276,2.3396,1
cuda,DistilBertForQuestionAnswering,32,3.1471,2.2044,1
cuda,DistillGPT2,1,3.7988,1.6056,1
cuda,ElectraForCausalLM,1,8.4798,0.5878,1
cuda,ElectraForQuestionAnswering,64,8.8604,14.9342,1
cuda,GPT2ForSequenceClassification,4,7.9561,12.0241,2
cuda,GPTNeoForCausalLM,1,13.3342,15.9637,1
cuda,GPTNeoForSequenceClassification,1,13.4711,15.9894,2
cuda,GoogleFnet,1,3.1875,1.1674,27
cuda,LayoutLMForMaskedLM,16,9.0447,16.0085,1
cuda,LayoutLMForSequenceClassification,16,8.9577,11.9698,2
cuda,M2M100ForConditionalGeneration,2,13.6585,6.0502,7
cuda,MBartForCausalLM,16,5.7334,5.3720,1
cuda,MBartForConditionalGeneration,8,13.4420,5.0859,1
cuda,MT5ForConditionalGeneration,2,19.7894,4.4939,1
cuda,MegatronBertForCausalLM,2,22.7620,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,22.6484,4.7898,1
cuda,MobileBertForMaskedLM,16,79.8287,2.7388,1
cuda,MobileBertForQuestionAnswering,32,79.9167,2.7559,1
cuda,OPTForCausalLM,4,5.7239,1.8431,1
cuda,PLBartForCausalLM,16,3.2933,3.3208,1
cuda,PLBartForConditionalGeneration,8,5.6773,2.3987,1
cuda,PegasusForCausalLM,8,5.5725,3.1166,4
cuda,PegasusForConditionalGeneration,4,13.0073,4.9639,7
cuda,RobertaForCausalLM,4,8.4481,1.5888,1
cuda,RobertaForQuestionAnswering,64,8.6942,7.4353,1
cuda,Speech2Text2ForCausalLM,64,3.1965,2.7309,4
cuda,T5ForConditionalGeneration,4,12.3728,11.1248,1
cuda,T5Small,1,12.3246,3.1151,1
cuda,TrOCRForCausalLM,8,5.5381,3.5954,1
cuda,XGLMForCausalLM,2,12.0094,7.1448,4
cuda,XLNetLMHeadModel,4,23.1253,11.8872,1
cuda,YituTechConvBert,1,13.4586,1.7696,1
