dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,37.341634,33.808556,29.785072,17.165326,4.602567,26.232468,9.199102,4.801897,0.573847,44.832763,100.968328,59.142507
cuda,beit_base_patch16_224,64,19.539161,17.180290,13.819435,8.636725,1.489121,14.630661,3.344880,1.774667,0.260902,0.756769,2.873350,8.382419
cuda,botnet26t_256,128,24.390341,22.358674,18.987896,14.218691,2.281713,20.889468,5.859093,2.399482,0.134115,28.440860,56.344714,37.529760
cuda,cait_m36_384,4,46.399112,38.870032,35.523612,16.735478,5.041369,33.129466,12.668528,7.396884,1.962521,7.699012,21.271841,30.027791
cuda,coat_lite_mini,128,23.503675,21.434842,18.052561,12.921786,2.067615,25.717057,6.860244,2.726542,0.237108,13.859509,39.863640,28.859850
cuda,convit_base,64,22.360860,20.123386,15.998493,10.000883,1.854177,18.053553,4.759768,2.188024,0.269102,6.489517,9.841006,16.561009
cuda,convmixer_768_32,32,20.235156,18.842811,15.192803,6.313513,2.815110,10.821850,2.606860,1.790158,0.281249,3.928964,11.496261,3.272259
cuda,convnext_base,64,24.156542,20.188837,16.110431,9.210233,2.921303,19.828020,4.630837,2.457375,0.469316,10.706181,16.011652,24.445762
cuda,crossvit_9_240,128,27.757856,24.396786,20.769069,11.472223,2.797655,23.652058,6.046946,3.070868,0.398980,22.135489,32.962869,37.347258
cuda,cspdarknet53,64,26.388281,22.578900,19.492384,10.704230,3.077539,17.424042,4.187973,2.744611,0.333586,26.670381,57.357219,36.716288
cuda,deit_base_distilled_patch16_224,64,17.097216,15.261717,12.029387,7.591827,1.219986,13.548833,2.740851,1.500905,0.203744,2.688218,3.583322,9.987797
cuda,dla102,128,34.863734,31.072674,27.687850,14.212611,4.727049,21.658173,7.128383,3.529990,0.555445,18.802105,41.509629,31.364817
cuda,dm_nfnet_f0,128,23.541868,19.808974,16.400685,8.352567,3.403309,16.614982,4.621834,2.077812,0.272295,23.716570,28.588334,35.602320
cuda,dpn107,32,41.921488,35.771355,32.471302,16.529589,5.239120,25.571164,7.146088,4.013522,0.555729,16.630178,30.906437,31.347843
cuda,eca_botnext26ts_256,128,25.161145,23.021481,19.841211,14.490614,2.790690,20.686737,5.945536,2.443806,0.156603,33.852123,65.157919,42.993843
cuda,ese_vovnet19b_dw,128,16.388735,14.795532,11.574115,8.397588,1.497144,13.959861,2.945519,1.452109,0.116203,29.994876,54.829873,37.148338
cuda,fbnetc_100,128,25.752661,22.551618,19.356172,11.655144,3.016546,17.634931,4.144582,2.276870,0.287674,47.597086,103.193386,56.816787
cuda,fbnetv3_b,128,38.129248,32.825408,29.710231,15.941993,5.202089,24.613291,7.466332,3.713852,0.631811,56.356108,109.458227,70.610964
cuda,gernet_l,128,22.204610,18.941965,15.846471,8.857911,2.335905,13.900268,2.887451,1.707148,0.224969,25.941267,49.677124,33.519603
cuda,ghostnet_100,128,36.240320,31.298940,28.212754,16.614377,4.157182,27.980098,7.512449,3.856394,0.471734,104.615857,185.457098,120.724810
cuda,gluon_inception_v3,128,35.853776,32.400608,29.057924,17.134068,4.480431,26.579453,8.873518,4.738001,0.582945,46.631247,102.190469,60.908388
cuda,gluon_xception65,32,38.109382,33.492562,30.214586,13.933947,5.273318,19.919684,6.533035,3.216937,0.710578,16.306412,33.276296,28.036081
cuda,gmixer_24_224,128,24.061383,20.907171,17.548773,9.984863,1.956190,18.170896,5.187107,2.556157,0.395722,0.192193,6.338783,10.535902
cuda,gmlp_s16_224,128,24.369698,21.230916,17.897186,10.381195,2.202232,20.307523,5.212850,2.671760,0.392707,0.197530,13.144727,12.540170
cuda,hrnet_w18,128,94.332357,87.466035,84.094355,38.990001,16.665926,55.085818,23.723300,12.783962,5.112499,42.363362,87.939443,76.375881
cuda,inception_v3,128,36.058501,32.611326,29.250943,17.390508,4.515954,26.585922,8.914193,4.773451,0.572443,45.351114,101.063199,59.681212
cuda,jx_nest_base,32,30.929488,27.106668,23.673130,14.023415,3.215101,25.903809,8.895524,3.714259,0.566152,11.508747,20.213706,26.891143
cuda,lcnet_050,128,18.029347,16.469396,13.101205,8.902853,1.693728,13.950354,2.734163,1.373750,0.122081,42.554959,73.451785,49.407370
cuda,mixer_b16_224,128,16.183421,14.397661,11.223176,7.559723,1.132955,13.267338,1.971272,1.069550,0.143858,0.152555,5.557916,7.093825
cuda,mixnet_l,128,33.999464,28.667363,25.346372,14.708336,3.844290,23.641507,5.891061,3.397504,0.496014,64.640128,100.191822,77.711144
cuda,mnasnet_100,128,23.042284,20.481848,17.127300,11.089145,2.238678,16.688458,3.593771,1.877876,0.206651,43.086649,88.608693,51.309535
cuda,mobilenetv2_100,128,23.952458,21.341546,17.987230,11.270248,2.331090,17.075998,3.754580,1.893499,0.226130,44.785232,97.155459,53.110559
cuda,mobilenetv3_large_100,128,24.779508,22.147843,18.792685,12.140306,2.557586,19.958153,4.165815,2.145025,0.242744,67.057288,120.189984,77.616779
cuda,mobilevit_s,64,37.160807,33.848754,30.604453,22.779623,3.707941,36.863475,12.737034,6.085996,0.339215,56.082902,133.099206,74.099742
cuda,nfnet_l0,128,22.623302,19.391911,16.041443,8.472727,2.530081,16.974628,4.562378,2.008664,0.268768,30.016340,38.929632,41.248184
cuda,pit_b_224,64,20.150284,18.083263,14.738712,9.713144,1.518782,17.399198,3.727778,1.792787,0.226354,8.216505,11.276706,17.558980
cuda,pnasnet5large,16,65.223797,59.472944,56.154011,27.540336,9.636051,42.621208,18.052597,10.021865,1.857352,26.954857,49.266972,52.949098
cuda,poolformer_m36,64,36.270592,31.728034,28.422036,16.228466,5.550084,29.964512,13.970951,5.945608,0.578208,10.016777,24.306514,29.645991
cuda,regnety_002,128,22.263368,19.321298,16.073371,9.967616,2.261669,15.996335,3.359009,1.788718,0.233649,42.572920,73.647760,51.045170
