dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,2.795793,0.000178
cuda,Background_Matting,4,1.939651,0.000090
cuda,LearningToPaint,96,0.838100,0.000054
cuda,Super_SloMo,6,1.930782,0.000137
cuda,alexnet,128,0.292974,0.000040
cuda,attention_is_all_you_need_pytorch,256,2.546587,0.000171
cuda,dcgan,32,0.276392,0.000043
cuda,demucs,4,0.760752,0.000124
cuda,densenet121,4,4.427132,0.000141
cuda,dlrm,1024,0.286770,0.000055
cuda,drq,1,0.438579,0.000076
cuda,fastNLP_Bert,6,2.979994,0.000247
cuda,functorch_dp_cifar10,64,0.690455,0.000072
cuda,hf_Albert,8,1.891097,0.000272
cuda,hf_Bart,4,5.818446,0.000428
cuda,hf_Bert,4,3.876618,0.000175
cuda,hf_Bert_large,4,7.521510,0.000290
cuda,hf_BigBird,2,9.450310,0.002294
cuda,hf_DistilBert,8,1.480998,0.000098
cuda,hf_GPT2,4,2.698221,0.000216
cuda,hf_GPT2_large,4,8.909411,0.000651
cuda,hf_Longformer,2,9.238836,0.004328
cuda,hf_Reformer,4,2.229836,0.000564
cuda,hf_T5,8,4.252123,0.000422
cuda,hf_T5_large,2,16.262877,0.001023
cuda,lennard_jones,1000,0.239979,0.000034
cuda,mnasnet1_0,32,1.764021,0.000073
cuda,mobilenet_v2,96,1.811058,0.000071
cuda,mobilenet_v2_quantized_qat,96,2.490335,0.000095
cuda,mobilenet_v3_large,32,1.921183,0.000083
cuda,moco,32,25.250390,0.681526
cuda,nvidia_deeprecommender,256,0.294523,0.000040
cuda,phlippe_densenet,128,1.885102,0.000098
cuda,phlippe_resnet,128,0.817604,0.000061
cuda,pytorch_CycleGAN_and_pix2pix,1,0.730177,0.000068
cuda,pytorch_stargan,16,0.757560,0.000057
cuda,pytorch_struct,200,0.458530,0.000058
cuda,pytorch_unet,1,0.991403,0.000070
cuda,resnet152,32,5.317689,0.000163
cuda,resnet18,16,0.850421,0.000066
cuda,resnet50,32,1.932565,0.000084
cuda,resnet50_quantized_qat,32,2.469698,0.000091
cuda,resnext50_32x4d,8,1.937546,0.000078
cuda,shufflenet_v2_x1_0,128,2.003290,0.000095
cuda,soft_actor_critic,256,0.284557,0.000063
cuda,speech_transformer,32,3.373272,0.000401
cuda,squeezenet1_1,32,0.571584,0.000048
cuda,timm_efficientnet,32,3.178253,0.000328
cuda,timm_nfnet,128,3.891569,0.000240
cuda,timm_regnet,32,4.164302,0.000399
cuda,timm_resnest,32,1.121271,0.000080
cuda,timm_vision_transformer,32,1.807983,0.000134
cuda,timm_vovnet,32,2.264796,0.000225
cuda,tts_angular,64,0.257139,0.000034
cuda,vgg16,64,0.410212,0.000047
cuda,yolov3,16,3.098841,0.000106
