dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,36.317918,32.539127,29.166793,17.345015,4.514849,26.555611,8.880312,4.782926,0.574981,104.080181,14.339370
cuda,beit_base_patch16_224,64,20.947444,18.531511,14.453941,8.930100,1.507270,15.269976,3.576618,1.768358,0.250633,2.879173,8.002925
cuda,botnet26t_256,128,23.895963,21.648745,18.487940,13.712752,2.528019,20.053376,5.819245,2.382525,0.134195,58.280653,9.009459
cuda,cait_m36_384,4,45.992690,38.521502,35.213768,16.411409,5.028081,32.368977,12.567775,6.678735,2.013966,21.843881,22.348352
cuda,coat_lite_mini,128,23.706152,21.648106,18.257888,13.138858,2.039277,25.937724,6.758181,2.686138,0.215896,39.446581,15.220529
cuda,convit_base,64,21.547599,18.933791,15.529135,9.236590,2.087300,17.001380,4.418387,2.152979,0.265929,9.606661,10.014539
cuda,convmixer_768_32,32,19.364832,17.987291,14.606014,6.246143,2.757922,10.942262,2.560559,1.753618,0.275761,7.939980,3.029441
cuda,convnext_base,64,22.750990,18.919031,15.588409,9.123796,3.150384,19.636727,4.374506,2.751217,0.464868,16.542379,13.860368
cuda,crossvit_9_240,128,27.492754,23.803253,20.426373,11.260975,3.016310,23.223966,5.866942,3.021430,0.396677,33.912074,15.201524
cuda,cspdarknet53,64,27.086467,23.274559,20.005738,11.172579,3.074148,18.122397,4.476643,2.393353,0.337806,56.256851,10.269387
cuda,deit_base_distilled_patch16_224,64,17.880395,15.787680,12.409636,7.887293,1.443405,14.515378,2.724872,1.508314,0.201240,3.596502,8.193377
cuda,dla102,128,35.259022,30.912498,27.531565,14.050157,4.693410,21.515297,7.045708,3.512389,0.545051,41.154344,12.536476
cuda,dm_nfnet_f0,128,24.030471,19.915515,16.498982,8.447732,3.410526,16.737468,4.621503,2.082203,0.270986,28.502103,12.179400
cuda,dpn107,32,42.987659,36.114939,32.584954,16.580326,5.315957,26.176631,7.282748,4.070026,0.553581,30.048583,15.809314
cuda,eca_botnext26ts_256,128,24.792702,22.668807,19.581664,14.342606,2.730136,20.761390,5.871816,2.655704,0.156116,63.510234,9.302014
cuda,ese_vovnet19b_dw,128,16.297111,14.709966,11.500675,8.336026,1.504556,14.040154,3.154110,1.452521,0.110382,52.857596,7.304222
cuda,fbnetc_100,128,26.374233,22.933166,19.716424,12.007463,3.354115,17.844068,4.204008,2.305008,0.291211,102.838575,9.414409
cuda,fbnetv3_b,128,38.305546,32.984165,29.883125,16.044728,5.628895,24.694467,7.087297,4.204568,0.636135,110.289545,14.660327
cuda,gernet_l,128,22.258538,18.730553,15.665030,8.810316,2.349608,13.827646,3.123876,1.716100,0.228033,50.495111,7.563186
cuda,ghostnet_100,128,36.251168,31.383968,28.218677,16.636227,4.398534,27.587405,7.515149,3.845919,0.488338,185.298027,15.933835
cuda,gluon_inception_v3,128,35.019464,31.583360,28.410561,16.468604,4.807358,25.775667,8.860943,4.716514,0.570059,106.402460,14.454198
cuda,gluon_xception65,32,37.289076,32.729366,29.674953,13.637129,5.721690,18.912083,6.145303,3.207116,0.692914,35.353555,11.461585
cuda,gmixer_24_224,128,23.748424,20.313644,17.126251,9.638864,1.968214,17.952873,5.187045,2.543012,0.397817,6.317518,10.477588
cuda,gmlp_s16_224,128,23.635631,20.521698,17.358907,9.879085,2.456882,19.617556,5.219541,2.667389,0.408014,13.263510,12.402549
cuda,hrnet_w18,128,94.070903,87.134708,83.914596,38.464464,15.605613,53.806519,24.685459,11.189606,4.927288,93.395283,33.377216
cuda,inception_v3,128,35.313657,31.841211,28.669612,16.765222,4.495987,25.806879,8.557424,5.114313,0.570758,105.260856,14.149170
cuda,jx_nest_base,32,30.874527,26.607036,23.420247,13.667308,3.232496,25.379384,8.896933,3.704941,0.570735,20.424648,15.227466
cuda,lcnet_050,128,18.336670,16.547469,13.153896,8.925346,1.961842,14.108609,2.790162,1.406007,0.123827,73.171694,7.257426
cuda,mixer_b16_224,128,16.329599,14.654374,11.417092,7.514312,1.153229,13.467299,2.180759,1.085508,0.143765,5.560433,7.207391
cuda,mixnet_l,128,33.934303,28.615321,25.328020,14.745259,3.889463,23.794941,5.863035,3.421717,0.500379,100.053715,13.229878
