dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,16.942282,14.989518,12.046143,6.680994,1.647934,12.623394,3.126886,1.422508,0.142990,0.002484,6.741063,7.734863
cuda,AlbertForQuestionAnswering,4,16.615894,14.697252,11.785148,6.489528,1.587566,12.878437,2.827976,1.629385,0.139868,0.002555,3.277134,8.122321
cuda,BartForCausalLM,4,22.468773,19.093711,15.878404,10.442881,1.624851,16.901493,2.589436,1.707443,0.189936,3.410921,1.871101,11.670128
cuda,BartForConditionalGeneration,2,39.603091,32.215557,28.827081,13.985344,4.236930,21.289754,7.541450,3.741353,1.001345,0.718751,0.442821,12.672733
cuda,BertForMaskedLM,16,20.172613,16.719579,13.914010,7.814965,1.739339,13.283165,2.857663,2.032571,0.261521,0.002479,2.626506,7.378568
cuda,BertForQuestionAnswering,16,20.654672,17.167143,14.264324,8.098689,1.733356,13.443428,3.058390,1.825748,0.260366,0.002732,2.294155,7.248893
cuda,BlenderbotSmallForCausalLM,64,18.003325,15.534267,11.780619,8.071487,1.131494,15.643914,1.866167,1.185363,0.130538,3.465529,2.440784,12.287723
cuda,BlenderbotSmallForConditionalGeneration,64,28.668062,23.684402,20.053825,10.096864,2.578919,16.767190,5.037803,2.555635,0.538376,1.530867,2.313184,11.060450
cuda,CamemBert,16,20.286582,16.787318,13.987291,7.868953,1.740230,12.489492,3.040320,1.802008,0.265021,0.002555,1.267622,6.532509
cuda,DebertaForMaskedLM,4,28.367459,22.747978,19.258581,13.407706,1.697603,21.707492,3.069299,1.817765,0.262971,16.118050,3.318157,26.393418
cuda,DebertaForQuestionAnswering,8,27.098428,21.636814,18.590271,12.856961,1.657376,21.933447,3.008349,1.788044,0.258443,16.829826,3.175553,27.836973
cuda,DebertaV2ForMaskedLM,1,36.993129,26.392342,23.413702,13.234151,2.158290,19.983853,3.464823,2.360717,0.498727,35.354065,1.443069,44.774824
cuda,DebertaV2ForQuestionAnswering,2,34.837934,24.371045,21.486678,11.368293,2.462706,18.810462,4.367248,2.900482,0.512856,35.568590,45.991769
cuda,DistilBertForMaskedLM,128,14.154136,12.614286,9.724121,6.653364,0.915132,10.753454,1.729033,0.869008,0.109982,3.447315,8.587499,8.547918
cuda,DistilBertForQuestionAnswering,256,14.555702,13.008475,10.069186,6.936228,0.922846,11.614611,1.783902,0.865830,0.106618,3.876162,10.848783,9.562779
cuda,DistillGPT2,16,15.124270,13.433270,9.636223,6.797260,0.995859,11.607908,1.871345,0.877269,0.099133,1.002697,4.042642,6.889628
cuda,ElectraForCausalLM,32,27.967923,24.378288,20.643846,14.357406,1.777005,28.043301,3.123020,1.896335,0.276480,1.830070,8.384297,17.474580
cuda,ElectraForQuestionAnswering,64,20.138591,16.671499,13.873242,7.711295,1.754395,16.668844,3.365432,1.581586,0.265022,0.002541,2.962266,10.882873
cuda,GPT2ForSequenceClassification,4,21.042978,17.682005,14.056082,8.536168,2.051495,11.705930,3.076719,1.594465,0.230508,0.298672,1.537782,5.678763
cuda,GoogleFnet,16,16.677389,14.590891,11.562039,8.615752,1.068156,16.146821,1.671391,0.903708,0.113042,4.000937,2.078613,12.724500
cuda,LayoutLMForMaskedLM,16,21.141550,17.352748,14.476041,8.148131,1.782927,14.084710,3.171363,1.880953,0.266417,1.959293,2.622992,9.849147
cuda,LayoutLMForSequenceClassification,16,21.038549,17.237955,14.323044,7.977074,1.756658,14.942247,4.064622,1.817988,0.265813,6.495687,7.070662,15.386757
cuda,M2M100ForConditionalGeneration,16,44.476935,35.247618,32.243180,18.101560,4.004283,29.702909,6.937717,4.258789,0.561242,16.238381,21.513218,32.269017
cuda,MBartForCausalLM,4,22.572544,19.159275,15.934889,10.536316,1.700834,17.424072,2.718230,1.771760,0.190995,3.609596,1.882098,12.375000
cuda,MBartForConditionalGeneration,2,42.186859,34.592188,30.970843,16.102186,4.356614,23.539205,7.933022,3.904972,0.999783,0.763212,0.401339,12.970870
cuda,MT5ForConditionalGeneration,16,32.366556,26.224786,23.353150,12.222246,3.214848,19.694649,5.391786,2.200734,0.444671,40.015301,75.454275,51.317475
cuda,MegatronBertForCausalLM,4,34.335514,27.169584,24.313852,12.203521,3.801667,18.906480,6.382683,3.449522,0.698273,0.933500,2.943389,11.772613
cuda,MegatronBertForQuestionAnswering,8,34.617323,27.264984,24.101950,12.007480,3.747776,19.769025,6.305195,3.453452,0.698214,1.520582,2.067697,13.371889
cuda,MobileBertForMaskedLM,64,50.981171,35.604469,31.848119,11.729876,5.149045,27.016457,9.570350,5.587574,2.331044,18.587802,34.186285,39.609071
