dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.940274,0.000155
cuda,AlbertForQuestionAnswering,4,2.075334,0.000168
cuda,AllenaiLongformerBase,4,9.386640,0.005105
cuda,BartForCausalLM,4,3.559558,0.000589
cuda,BartForConditionalGeneration,2,7.688998,0.000420
cuda,BertForMaskedLM,16,3.512815,0.000142
cuda,BertForQuestionAnswering,16,3.508749,0.000143
cuda,BlenderbotForCausalLM,4,6.592443,0.001065
cuda,BlenderbotSmallForCausalLM,64,2.664438,0.000407
cuda,BlenderbotSmallForConditionalGeneration,64,5.120596,0.000264
cuda,CamemBert,16,3.697459,0.000154
cuda,DebertaForMaskedLM,4,5.702947,0.002718
cuda,DebertaForQuestionAnswering,8,5.810935,0.002728
cuda,DebertaV2ForMaskedLM,1,10.923417,0.004866
cuda,DebertaV2ForQuestionAnswering,2,10.763427,0.004876
cuda,DistilBertForMaskedLM,128,1.721308,0.000101
cuda,DistilBertForQuestionAnswering,256,1.774481,0.000109
cuda,DistillGPT2,16,1.840376,0.000198
cuda,ElectraForCausalLM,32,3.558248,0.000228
cuda,ElectraForQuestionAnswering,64,3.672421,0.000158
cuda,GPT2ForSequenceClassification,4,3.476738,0.000252
cuda,GoogleFnet,16,2.266028,0.000893
cuda,LayoutLMForMaskedLM,16,4.020945,0.000164
cuda,LayoutLMForSequenceClassification,16,3.981515,0.000161
cuda,M2M100ForConditionalGeneration,16,7.400943,0.000899
cuda,MBartForCausalLM,4,3.553019,0.000588
cuda,MBartForConditionalGeneration,2,7.550624,0.000481
cuda,MT5ForConditionalGeneration,16,6.117445,0.000397
cuda,MegatronBertForCausalLM,4,7.066900,0.000233
cuda,MegatronBertForQuestionAnswering,8,7.011448,0.000236
cuda,MobileBertForMaskedLM,64,15.140635,0.000569
cuda,MobileBertForQuestionAnswering,128,14.986420,0.000584
cuda,OPTForCausalLM,2,3.365877,0.000607
cuda,PLBartForCausalLM,8,2.213164,0.000361
cuda,PLBartForConditionalGeneration,4,5.440271,0.000530
cuda,PegasusForCausalLM,32,3.359421,0.000638
cuda,PegasusForConditionalGeneration,32,4.466745,0.000578
cuda,RobertaForCausalLM,16,3.486219,0.000153
cuda,RobertaForQuestionAnswering,16,3.479634,0.000149
cuda,Speech2Text2ForCausalLM,256,1.987931,0.000383
cuda,T5ForConditionalGeneration,4,4.298097,0.000286
cuda,T5Small,4,4.303455,0.000286
cuda,TrOCRForCausalLM,32,3.571766,0.000607
cuda,XGLMForCausalLM,8,6.092445,0.001152
cuda,XLNetLMHeadModel,8,7.235727,0.000327
cuda,YituTechConvBert,16,5.027369,0.000310
