dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,0.7645,4.8846,6.1872
cuda,Background_Matting,4,1.0163,2.3181,9.4748
cuda,LearningToPaint,96,0.9434,0.9890,1.2572
cuda,Super_SloMo,6,0.9978,2.5535,6.0783
cuda,alexnet,128,0.9928,0.4853,3.1132
cuda,attention_is_all_you_need_pytorch,256,0.7415,4.8071,7.4309
cuda,dcgan,32,0.8459,0.4308,0.1557
cuda,densenet121,4,0.8391,6.8220,0.8002
cuda,dlrm,2048,0.9245,0.8035,11.1852
cuda,drq,1,0.7765,0.5302,0.1529
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,0.9932,4.0625,8.5334
cuda,hf_Bart,4,0.7233,5.4499,9.6426
cuda,hf_Bert,4,0.7758,3.9360,7.7156
cuda,hf_BigBird,2,0.7836,11.1205,9.4104
cuda,hf_DistilBert,8,0.9268,1.9783,6.9720
cuda,hf_GPT2,4,0.8894,4.0408,10.6957
cuda,hf_Longformer,2,0.7836,14.1775,15.6215
cuda,hf_Reformer,4,0.9863,2.3404,1.0556
cuda,hf_T5,8,0.9499,8.1709,18.6817
cuda,mnasnet1_0,32,0.9323,2.0296,1.6681
cuda,mobilenet_v2,96,0.9912,1.9081,7.8716
cuda,mobilenet_v3_large,32,0.9391,2.2262,1.8022
cuda,moco,32,0.9944,2.4547,3.1277
cuda,nvidia_deeprecommender,256,0.9856,0.4280,10.4289
cuda,pytorch_CycleGAN_and_pix2pix,1,0.8026,1.3814,0.9764
cuda,pytorch_stargan,16,0.9622,1.5066,1.7347
cuda,pytorch_struct,200,0.7381,0.6721,0.7913
cuda,pytorch_unet,1,0.9948,1.1032,3.6071
cuda,resnet18,16,0.9242,0.9783,0.8903
cuda,resnet50,32,0.9400,2.3303,3.8825
cuda,resnext50_32x4d,8,0.9065,2.3770,1.9383
cuda,shufflenet_v2_x1_0,128,0.9626,2.5849,2.6863
cuda,soft_actor_critic,256,0.7254,0.3561,0.0549
cuda,speech_transformer,32,0.7626,5.2809,2.2437
cuda,squeezenet1_1,32,0.8727,0.8932,0.6842
cuda,tacotron2,64,0.8213,30.2956,9.2692
cuda,timm_efficientdet,1,0.8011,23.6994,2.8833
cuda,timm_efficientnet,32,0.7994,3.4176,5.1020
cuda,timm_nfnet,128,0.9977,4.7184,16.3407
cuda,timm_regnet,32,0.9614,4.2961,8.3734
cuda,timm_resnest,32,0.9694,1.4239,2.4165
cuda,timm_vision_transformer,8,0.7505,2.7328,1.5852
cuda,timm_vovnet,32,0.9672,2.1437,3.1600
cuda,tts_angular,64,0.9590,0.5058,0.6152
cuda,vgg16,64,0.9983,0.7014,11.2864
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,16,0.9725,8.9210,10.3113
