dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,35.375105,31.348499,27.781112,16.320073,4.458935,25.429457,9.261609,4.754382,0.550307,44.004852,98.043876,57.923923
cuda,beit_base_patch16_224,64,19.867729,17.290943,13.581558,8.528451,1.459884,14.344669,3.285824,1.723245,0.232127,0.797271,2.870336,8.221617
cuda,botnet26t_256,128,24.378280,22.052046,18.189410,13.681331,2.251647,20.070585,5.828001,2.418231,0.129763,26.824903,54.374612,35.604652
cuda,cait_m36_384,4,46.522747,38.157370,34.821534,16.251407,5.327803,32.658504,12.405939,7.048085,1.853015,7.448390,20.133283,29.721818
cuda,coat_lite_mini,128,23.045911,20.717991,17.010649,12.000546,2.026046,23.716442,6.854684,2.616679,0.209208,13.665618,39.265583,27.558663
cuda,convit_base,64,21.388246,18.938493,15.153893,9.396790,2.019846,17.091773,4.377741,2.103662,0.250589,5.990887,8.586322,15.873874
cuda,convmixer_768_32,32,19.818277,18.291372,14.511972,6.646968,2.776992,11.642705,2.600536,1.781331,0.263308,3.185769,11.199186,2.186298
cuda,convnext_base,64,23.781183,19.314481,15.672939,9.235143,2.839382,18.461924,4.551512,2.330222,0.434862,5.843600,6.986588,18.118254
cuda,crossvit_9_240,128,26.950739,23.345285,19.479947,10.984212,2.496144,23.295745,6.234361,2.957173,0.379290,22.417431,33.103115,37.474468
cuda,cspdarknet53,64,27.126486,22.688214,18.958333,10.611297,2.994911,17.200198,4.146999,2.372862,0.315533,23.435239,51.435778,33.269669
cuda,deit_base_distilled_patch16_224,64,18.302112,16.274425,12.391415,8.000818,1.222253,14.950594,2.751572,1.491676,0.184458,2.740489,3.702110,11.044728
cuda,dla102,128,34.714602,30.356977,26.672789,13.966102,4.659412,21.384811,7.172623,3.531159,0.525663,17.295364,39.789345,29.756352
cuda,dm_nfnet_f0,128,23.976395,19.265271,16.218001,8.216074,3.441063,15.976264,4.638633,2.109509,0.252592,24.444449,29.249917,35.878473
cuda,dpn107,32,42.945622,35.485609,31.691569,16.331654,5.194268,25.101081,7.316068,4.030126,0.521773,15.787302,28.504574,30.195404
cuda,eca_botnext26ts_256,128,25.836490,23.375740,19.571054,14.454706,2.727622,20.542032,5.892161,2.412355,0.145845,31.115053,60.344224,40.087273
cuda,ese_vovnet19b_dw,128,16.679816,14.845255,11.000497,7.924027,1.483901,13.218023,2.943586,1.457928,0.104027,27.276140,50.108245,34.151968
cuda,fbnetc_100,128,26.214386,22.620775,18.790888,11.370733,3.020456,17.419278,3.993726,2.302209,0.272628,39.163015,89.511343,48.463245
cuda,fbnetv3_b,128,38.823994,32.797505,28.954578,15.856174,5.288411,24.461037,7.771195,3.739108,0.608864,54.450228,105.193190,68.744079
cuda,gernet_l,128,23.088413,19.320551,15.555801,8.918937,2.307006,13.968916,2.867588,1.696532,0.212262,22.836920,45.727675,30.394452
cuda,ghostnet_100,128,36.587033,31.064228,27.370413,16.033994,4.037683,27.383183,7.771928,3.828831,0.455804,95.400720,173.812765,111.118202
cuda,gluon_inception_v3,128,35.848340,31.815980,28.004273,16.500897,4.381825,25.863189,9.191666,4.742499,0.544721,42.778020,96.232277,56.869535
cuda,gluon_xception65,32,36.555025,31.492873,28.626429,13.367726,4.943502,19.465389,6.663811,3.191553,0.670796,14.270027,28.588136,25.760895
cuda,gmixer_24_224,128,22.593887,18.932818,16.093647,8.708265,1.987337,16.973942,5.232828,2.542650,0.380125,0.202778,6.209476,10.666781
cuda,gmlp_s16_224,128,26.461519,22.856235,18.572178,10.850509,2.204116,21.356476,5.298891,2.609633,0.374703,0.349578,12.600637,13.285144
cuda,hrnet_w18,128,97.738085,88.717445,84.275923,39.588994,17.096332,56.642823,24.657558,13.219569,4.867316,45.199880,88.026897,80.607578
cuda,inception_v3,128,34.278826,30.293113,27.463705,16.393084,4.660096,25.138102,8.689690,5.040389,0.545723,44.866515,100.558215,58.615664
cuda,jx_nest_base,32,34.995005,30.253538,25.965221,15.859557,3.475168,28.378347,8.998764,3.683658,0.538996,11.391056,19.064773,27.683603
cuda,lcnet_050,128,16.912311,15.195744,12.267332,8.308636,1.687824,12.918298,2.703951,1.375216,0.114897,39.897723,68.153702,46.469336
cuda,mixer_b16_224,128,17.501312,15.522731,11.366281,7.661795,1.316727,13.419237,1.802889,1.062907,0.135005,0.154402,5.284379,7.338839
cuda,mixnet_l,128,34.158991,27.817245,24.507646,14.131681,3.884928,22.295266,5.927895,3.385499,0.475824,64.309465,100.324081,76.658547
cuda,mnasnet_100,128,22.040821,19.245782,16.297414,10.162627,2.207874,15.532307,3.639115,1.869455,0.193643,35.741975,81.667207,43.504148
