dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,28.372986,23.283661,20.448101,10.454088,2.784261,16.266470,4.215050,2.101814,0.325240,26.706435,9.047628
cuda,Background_Matting,4,25.068238,21.147071,16.944917,9.360695,2.588642,16.766113,5.750270,2.964798,0.242040,31.324975,10.206392
cuda,LearningToPaint,96,13.848450,12.463575,8.964945,5.967985,1.025854,9.994955,1.248897,0.741459,0.074878,24.735062,5.130614
cuda,Super_SloMo,6,24.639385,21.396637,18.364770,10.739460,2.733907,16.689313,6.154160,2.746453,0.151413,8.832933,8.020568
cuda,alexnet,128,6.306753,5.813828,2.784591,2.318592,0.185749,5.787567,0.946950,0.331822,0.015108,3.666055,4.003214
cuda,attention_is_all_you_need_pytorch,256,28.077979,23.833816,20.973100,11.267102,2.556765,18.564232,5.063035,2.382352,0.386310,32.613304,10.391064
cuda,dcgan,32,6.095395,5.669362,2.547740,1.987820,0.342771,3.162245,0.208800,0.115915,0.012462,1.533149
cuda,demucs,4,13.784062,12.308514,9.234412,8.045542,0.469403,13.657078,1.188196,0.819034,0.044587,8.616834,6.111832
cuda,densenet121,4,54.359208,46.399078,43.209076,23.746315,7.678017,35.807597,13.773143,5.668557,0.709577,56.124647,20.284076
cuda,drq,1,7.886517,7.220882,3.375967,2.813902,0.133874,4.560014,0.189967,0.113078,0.015722,1.893477
cuda,fastNLP_Bert,6,31.941223,26.726002,23.232775,14.163908,2.282463,19.970655,4.053645,2.406608,0.316325,7.020227,8.282949
cuda,functorch_dp_cifar10,64,12.496525,11.100922,8.158143,5.318037,1.335814,10.963552,2.404555,0.958281,0.067727,34.185688,7.059051
cuda,hf_Albert,8,26.256036,23.643234,20.818504,13.099951,1.937250,21.139827,3.494037,1.584355,0.156538,10.006591,10.135726
cuda,hf_Bart,4,41.564231,31.043384,28.159844,16.581481,2.963481,24.942964,5.199764,2.763062,0.291296,4.295773,11.576681
cuda,hf_Bert,4,29.137259,22.736972,19.889599,11.406752,2.038910,17.646715,4.141011,2.001143,0.303804,8.354655,8.468658
cuda,hf_Bert_large,4,47.768241,35.484067,32.615240,16.201555,4.278971,25.373779,8.043980,3.842763,0.868190,12.491564,14.122147
cuda,hf_BigBird,2,78.893469,66.587269,63.522278,32.682412,9.600049,51.560561,22.669349,10.240610,0.587322,9.279591,29.401782
cuda,hf_DistilBert,8,18.223590,15.505497,11.674154,7.310445,1.102712,11.563487,1.931339,1.081894,0.122858,6.247823,5.481065
cuda,hf_GPT2,4,23.175872,18.415710,15.569283,8.224557,2.189768,12.441049,3.828821,1.828042,0.259034,2.636537,6.581413
cuda,hf_GPT2_large,4,58.106966,43.429370,40.393987,18.251115,6.613472,32.647178,12.246469,5.406992,1.440091,2.682121,22.016868
cuda,hf_Longformer,2,85.333106,73.414467,70.363433,45.045562,8.553168,61.102606,23.257286,7.961145,0.437972,7.199890,25.327626
cuda,hf_Reformer,4,24.563386,21.281947,18.438554,15.599194,0.834407,19.938153,1.343994,0.775704,0.059639,4.906031,5.269823
cuda,hf_T5,8,35.355133,29.271380,26.385234,16.808511,2.452982,24.629718,4.266773,1.973400,0.265203,10.888306,10.805698
cuda,hf_T5_large,2,102.823618,78.260038,75.250540,36.362474,10.849791,53.305836,17.545923,7.494292,1.739636,36.319619,28.737020
cuda,lennard_jones,1000,4.729507,4.346671,1.690029,1.371626,0.067027,2.503809,0.084248,0.184198,0.006205,1.205807
cuda,mnasnet1_0,32,25.011514,22.030641,18.056741,10.649615,2.492759,16.240923,3.749380,1.961121,0.213393,75.128616,8.509768
cuda,mobilenet_v2,96,26.132174,22.929249,19.864506,11.989206,3.083465,17.197891,4.160731,2.087715,0.236229,94.868047,8.508073
cuda,mobilenet_v3_large,32,25.957719,22.719277,19.657675,11.563835,3.028346,18.935532,4.538846,2.212091,0.245296,98.882655,10.608629
cuda,nvidia_deeprecommender,256,5.446746,4.966769,2.235404,1.725932,0.134177,4.728561,0.272424,0.092751,0.009785,3.149078,0.550388
cuda,phlippe_densenet,128,27.988852,24.788302,21.673379,13.895118,2.822203,20.701790,4.583173,2.380141,0.228168,118.710935,9.831534
cuda,phlippe_resnet,128,11.932685,10.560244,7.418584,4.360593,0.966897,7.049672,1.062161,0.721201,0.070226,14.835625,3.732836
cuda,pytorch_CycleGAN_and_pix2pix,1,12.613317,11.409917,8.408562,4.971706,1.067435,8.992351,2.206454,1.037390,0.071059,17.448934,5.164175
cuda,pytorch_stargan,16,12.532888,11.321598,8.308531,5.093538,0.961514,8.486489,1.235996,0.551568,0.060805,27.287935,4.437257
cuda,pytorch_struct,200,6.346967,5.586745,2.828457,1.936652,0.157405,5.604785,0.263072,0.322876,0.020986,3.845004,9.043859
cuda,pytorch_unet,1,15.007244,13.228729,10.240132,6.464572,1.177847,11.447619,2.375200,1.344039,0.088032,35.350217,6.249526
cuda,resnet152,32,52.951130,43.795822,40.560075,16.874628,7.909176,23.027431,9.022102,4.651002,0.989492,32.322530,14.698719
cuda,resnet18,16,13.381110,12.041409,8.979140,6.028488,1.059811,9.987560,2.059104,0.865855,0.070788,24.336276,5.096086
cuda,resnet50,32,22.845448,19.501290,16.451331,8.925275,2.535905,14.005393,3.766304,1.838999,0.211791,32.590541,7.823266
cuda,resnext50_32x4d,8,21.532019,18.476962,15.403512,7.814837,2.344611,13.193630,3.025071,2.089444,0.203391,19.485384,8.176781
cuda,shufflenet_v2_x1_0,128,25.359045,21.796975,18.737444,10.558166,3.261499,15.759542,4.400352,2.761836,0.281649,44.704521,8.690543
cuda,soft_actor_critic,256,5.212992,4.794467,2.014359,1.721391,0.065289,3.179584,0.077313,0.057965,0.006606,1.530642
cuda,speech_transformer,32,34.060814,28.224555,25.521172,14.391367,2.646745,22.973266,5.665855,2.767535,0.344465,29.940898,11.481357
cuda,squeezenet1_1,32,8.109804,7.051541,4.008075,2.860930,0.425856,7.428594,1.595013,0.746477,0.045654,5.018751,9.844905
cuda,timm_efficientnet,32,29.705374,24.727543,21.615245,12.377887,3.363307,20.053602,5.218802,2.508363,0.292203,96.972613,11.281483
cuda,timm_nfnet,128,27.245935,21.512556,18.238323,8.702713,3.770957,16.874282,5.499106,2.316064,0.283610,28.880151,12.186230
