dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,28.077048,23.335340,20.542646,10.396094,2.635557,16.320415,4.418344,2.093406,0.320494,11.447945,26.932178,20.215008
cuda,Background_Matting,4,23.833237,20.560414,17.345285,9.472654,2.564071,16.661691,5.584417,2.952601,0.234300,17.842126,34.162388,27.795725
cuda,LearningToPaint,96,13.780946,12.421606,8.941813,5.976750,1.021546,9.977483,1.246151,0.736842,0.074186,12.648772,24.235503,17.751824
cuda,Super_SloMo,6,24.567996,21.422019,18.392120,10.740935,2.697092,16.387917,6.112370,2.742326,0.149703,8.496507,8.415772
cuda,alexnet,128,6.337181,5.844509,2.867522,2.431220,0.181432,5.699828,0.949371,0.329489,0.015126,4.379914,7.840885,4.233494
cuda,attention_is_all_you_need_pytorch,256,28.529162,24.335780,20.820789,11.227660,2.533980,18.341122,4.964158,2.346355,0.386714,14.348746,32.561585,24.230555
cuda,dcgan,32,6.136431,5.712983,2.669622,2.100771,0.339184,3.258939,0.207482,0.115103,0.012568,0.114203,1.628464
cuda,demucs,4,15.396242,13.921535,10.117934,9.056042,0.459432,14.457717,1.155700,0.673559,0.042658,5.594502,8.583219,11.486973
cuda,densenet121,4,54.597846,47.588744,43.425651,24.025400,7.285339,36.626179,13.897940,5.685065,0.707468,28.105389,55.533014,48.557495
cuda,drq,1,7.035977,6.396247,3.065187,2.539937,0.127834,4.212265,0.191316,0.111280,0.015656,0.260654,2.074142
cuda,fastNLP_Bert,6,31.084759,26.231959,22.668366,14.119249,2.073810,19.960887,4.434110,2.149199,0.313517,0.563310,7.038871,8.676062
cuda,functorch_dp_cifar10,64,12.440659,11.271969,8.231648,5.442773,1.296787,11.001358,2.180862,0.935108,0.065994,27.500045,36.867795,34.430718
cuda,hf_Albert,8,28.224822,25.641678,21.990883,14.479728,2.089733,23.454066,3.388527,1.581072,0.153805,2.855683,10.454225,14.082038
