,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.00x,1.00x
aot_eager,aot_eager,0.84x,0.92x,0.87x
aot_cudagraphs,aot_cudagraphs,0.34x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,0.0x,0.0x,0.0x
inductor,inductor,0.0x,0.0x,0.0x
