,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 2/2","100%, 2/2","100%, 1/1"
aot_eager,aot_eager,"100%, 2/2","100%, 2/2","100%, 1/1"
aot_cudagraphs,aot_cudagraphs,"100%, 2/2","0%, 0/2","0%, 0/1"
aot_nvfuser,aot_nvfuser,"0%, 0/2","0%, 0/2","0%, 0/1"
inductor,inductor,"0%, 0/2","0%, 0/2","0%, 0/1"
