,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.00x,1.00x
aot_eager,aot_eager,1.04x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.04x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,0.0x,0.0x,0.0x
inductor,inductor,0.0x,0.0x,0.0x
