dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,12.216414,10.647654,4.699987,1.670725,9.264383,3.381567,1.191951,0.147280,1.061506,1.086641,7.379669
cuda,BartForCausalLM,4,16.707512,13.582223,7.015182,2.016133,10.232752,3.714852,1.611765,0.284229,1.425104,1.555276,6.765040
cuda,BartForConditionalGeneration,2,42.719764,34.871943,17.701166,6.136873,22.419289,9.805822,4.045760,1.038873,0.852766,1.226935,11.985629
cuda,BertForMaskedLM,16,17.204227,13.940691,6.785295,2.307503,9.617115,3.905517,1.669795,0.294655,1.961952,2.073941,7.214439
cuda,BertForQuestionAnswering,16,17.144205,13.923345,6.832603,2.289001,9.627734,3.881869,1.675792,0.290232,1.541274,1.662437,6.736858
cuda,BlenderbotSmallForCausalLM,64,10.986484,8.999099,4.417022,1.497373,6.545490,2.278739,1.106015,0.174724,2.450783,6.148349,2.106857
cuda,BlenderbotSmallForConditionalGeneration,64,27.874743,22.691087,11.203281,3.328694,15.121788,6.795589,2.711261,0.581497,1.903067,1.692071,9.333134
cuda,CamemBert,16,17.019997,13.707225,6.692148,2.318052,9.443322,3.939089,1.674564,0.291948,0.812766,0.955584,5.994749
cuda,DebertaForMaskedLM,4,29.800806,23.189044,14.400481,2.657894,18.123673,4.792259,2.338726,0.368206,15.262271,2.389034,21.903082
cuda,DebertaForQuestionAnswering,8,29.648749,23.100752,14.400599,2.597125,18.205497,4.746593,2.291591,0.358471,16.163513,2.839865,22.824258
cuda,DebertaV2ForMaskedLM,1,44.150845,31.958426,17.600643,3.949558,20.547195,5.569783,2.971456,0.629932,33.985912,1.820776,41.312978
cuda,DistilBertForMaskedLM,128,10.330340,8.915738,5.083228,1.090523,6.978138,2.123318,0.890051,0.131434,1.503839,3.727740,4.547354
cuda,DistilBertForQuestionAnswering,256,10.338758,8.940512,5.132638,1.085788,7.173711,2.162615,0.901301,0.127851,0.896003,2.902730,4.081298
cuda,DistillGPT2,16,11.123760,9.756811,6.292512,1.100713,8.196578,1.940471,1.070250,0.113829,1.584286,2.888662,4.640777
cuda,ElectraForCausalLM,32,18.623322,15.362893,8.245641,2.285376,14.132224,4.031015,1.703706,0.292701,3.681114,3.879556,11.969309
cuda,ElectraForQuestionAnswering,64,17.068336,13.846176,6.816799,2.291742,11.868803,3.908047,1.661683,0.294359,2.390126,2.348515,9.847146
cuda,GPT2ForSequenceClassification,4,17.727210,14.829591,8.349873,2.170175,10.854505,3.909214,1.588956,0.248707,1.317585,2.429926,6.090651
cuda,GoogleFnet,16,11.902355,10.208734,6.888804,1.204373,10.643054,1.920570,0.853811,0.129237,3.846740,1.779136,8.882937
cuda,LayoutLMForMaskedLM,16,18.965740,15.438645,8.186768,2.158554,11.044432,3.948885,1.687186,0.297221,1.963584,2.503547,7.280124
cuda,LayoutLMForSequenceClassification,16,18.604614,15.163753,8.097969,2.377563,12.650394,4.773620,1.942586,0.298493,6.793229,7.257783,13.835798
cuda,M2M100ForConditionalGeneration,16,40.007723,32.370742,15.729672,5.049095,21.837708,8.859545,4.039607,0.782025,3.751653,8.668000,15.439643
cuda,MBartForCausalLM,4,18.354084,15.376949,8.651396,2.036983,11.800234,3.764861,1.638196,0.280409,1.380597,1.343471,6.673854
cuda,MBartForConditionalGeneration,2,41.779266,33.961022,16.636709,6.183724,21.247790,9.761600,4.076809,1.062174,0.850183,0.522718,11.918425
cuda,MT5ForConditionalGeneration,16,28.180035,23.282043,10.936100,3.394340,15.471466,6.632630,2.546973,0.536142,3.969408,22.331701,12.351865
