dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.0088,1.6183,2.9005
cuda,Background_Matting,4,0.9997,1.2138,11.4900
cuda,LearningToPaint,96,1.0021,0.5004,0.9530
cuda,Super_SloMo,6,0.9997,1.1702,6.2819
cuda,alexnet,128,0.9994,0.3507,1.6757
cuda,attention_is_all_you_need_pytorch,256,0.9993,1.4529,4.7180
cuda,dcgan,32,0.9805,0.3425,0.0830
cuda,demucs,4,1.0000,0.6888,5.1703
cuda,densenet121,4,1.0007,1.6117,0.6181
cuda,dlrm,2048,0.9954,0.5613,5.0249
cuda,drq,1,1.0135,0.3698,0.0623
cuda,fastNLP_Bert,6,0.9977,1.6300,5.3585
cuda,functorch_dp_cifar10,64,1.0001,0.4789,0.2021
cuda,hf_Albert,8,1.0002,1.3944,6.5677
cuda,hf_Bart,4,1.0120,1.5529,5.7521
cuda,hf_Bert,4,1.0176,1.4053,4.1450
cuda,hf_BigBird,2,0.9916,7.2598,6.1120
cuda,hf_DistilBert,8,0.9996,0.7534,4.3162
cuda,hf_GPT2,4,1.0083,1.4801,5.7841
cuda,hf_Longformer,2,0.9890,1.7937,5.5677
cuda,hf_Reformer,4,0.9998,1.7303,1.4489
cuda,hf_T5,8,1.0021,2.6774,18.7462
cuda,lennard_jones,1000,0.9497,0.3453,0.0097
cuda,mnasnet1_0,32,1.0002,0.7108,1.5488
cuda,mobilenet_v2,96,0.9981,0.8064,7.7863
cuda,mobilenet_v2_quantized_qat,96,1.0010,2.8479,11.7155
cuda,mobilenet_v3_large,32,1.0030,0.7908,1.5449
cuda,moco,32,0.9951,1.6390,3.8191
cuda,nvidia_deeprecommender,256,1.0059,0.3446,4.2971
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9967,0.5356,0.5083
cuda,pytorch_stargan,16,0.9992,0.5129,1.1983
cuda,pytorch_struct,200,0.9899,0.3863,0.7028
cuda,pytorch_unet,1,0.9997,0.6018,3.5532
cuda,resnet18,16,1.0010,0.5092,0.5246
cuda,resnet50,32,0.9988,0.7867,3.0625
cuda,resnet50_quantized_qat,32,1.0002,2.4127,6.4148
cuda,resnext50_32x4d,8,1.0031,0.7915,1.1860
cuda,shufflenet_v2_x1_0,128,0.9993,0.8478,2.8913
cuda,soft_actor_critic,256,0.9831,0.2967,0.0253
cuda,speech_transformer,32,1.0040,1.7088,1.0943
cuda,squeezenet1_1,32,0.9979,0.4546,0.7743
cuda,tacotron2,64,0.9802,23.2425,16.0568
cuda,timm_efficientdet,1,0.8852,19.0879,1.5836
cuda,timm_efficientnet,32,0.7950,1.5546,2.9871
cuda,timm_nfnet,128,0.9994,2.2814,14.5053
cuda,timm_regnet,32,0.9652,2.0912,6.6216
cuda,timm_resnest,32,0.9992,0.5453,2.1868
cuda,timm_vision_transformer,8,1.0050,0.7996,0.7791
cuda,timm_vovnet,32,0.6500,1.4448,2.7043
cuda,tts_angular,64,0.9794,0.4533,0.3844
cuda,vgg16,64,0.9997,0.4245,6.6227
cuda,yolov3,16,0.9993,5.9299,10.3659
