dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,1.3556,145.0634,14.7847
cuda,beit_base_patch16_224,64,1.0095,70.4313,11.2819
cuda,botnet26t_256,128,1.2356,188.8572,14.1484
cuda,cait_m36_384,2,1.0867,170.6706,11.0895
cuda,coat_lite_mini,0,0.0000
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,32,1.0610,26.4533,10.6318
cuda,convnext_base,32,1.1684,201.8002,8.8901
cuda,crossvit_9_240,64,1.1834,151.5923,5.8737
cuda,cspdarknet53,64,1.0951,104.9018,12.2003
cuda,deit_base_distilled_patch16_224,64,1.1058,48.3138,10.2696
cuda,densenet121,64,1.2135,276.0562,12.9072
cuda,dla102,0,0.0000
cuda,dm_nfnet_f0,128,1.4434,23.7462,13.3789
cuda,dpn107,0,0.0000
cuda,eca_botnext26ts_256,64,1.1764,205.8366,7.3934
cuda,eca_halonext26ts,64,1.1669,198.8330,7.5154
cuda,ese_vovnet19b_dw,128,1.1578,63.0491,9.9296
cuda,fbnetc_100,128,1.0935,105.4203,8.3175
cuda,fbnetv3_b,128,1.0512,135.8504,11.1153
cuda,gernet_l,128,1.0074,53.5300,10.6813
cuda,ghostnet_100,128,1.7521,183.3864,4.7582
cuda,gluon_inception_v3,128,1.3557,28.7478,14.7847
cuda,gluon_xception65,32,1.0455,87.9943,12.3329
cuda,gmixer_24_224,64,1.0947,195.3761,6.2223
cuda,gmlp_s16_224,64,1.1177,124.0644,9.9944
cuda,hrnet_w18,2,4.1369,191.6537,0.7040
cuda,inception_v3,128,1.3566,28.9212,14.7847
cuda,jx_nest_base,32,1.2763,183.5858,11.4070
cuda,lcnet_050,128,1.3685,41.5895,2.3502
cuda,mixer_b16_224,0,0.0000
cuda,mixnet_l,64,1.0127,171.2694,7.5729
cuda,mnasnet_100,128,1.1177,72.9102,6.4484
cuda,mobilenetv2_100,128,1.0863,49.1998,10.2154
cuda,mobilenetv3_large_100,128,1.1572,54.8622,5.8473
cuda,mobilevit_s,32,1.0593,280.8807,6.3797
cuda,nfnet_l0,64,1.3611,83.3264,4.8338
cuda,pit_b_224,64,1.2304,115.6774,14.4889
cuda,pnasnet5large,16,1.1915,201.1356,14.5720
cuda,poolformer_m36,64,1.1569,94.7815,15.4835
cuda,regnety_002,128,1.4203,70.0279,3.1224
cuda,repvgg_a2,128,1.0599,31.3814,7.1059
cuda,res2net101_26w_4s,64,1.2061,140.5916,12.1103
cuda,res2net50_14w_8s,2,1.0601,161.5702,0.6595
cuda,res2next50,2,1.0722,72.7641,0.6558
cuda,resmlp_12_224,128,0.8365,75.8070,7.4839
cuda,resnest101e,32,1.3163,127.6319,9.0209
cuda,resnet18,128,1.2549,28.7073,4.1933
cuda,rexnet_100,128,1.1577,200.1015,10.8318
cuda,sebotnet33ts_256,64,1.1644,181.4835,10.7089
cuda,selecsls42b,128,1.2345,63.6057,6.3723
cuda,spnasnet_100,128,1.0567,21.0258,7.0390
cuda,swin_base_patch4_window7_224,64,1.1499,364.7383,17.1645
cuda,swsl_resnext101_32x16d,32,1.0939,39.1328,17.0248
cuda,tf_efficientnet_b0,128,1.1601,93.4523,10.4588
cuda,tf_mixnet_l,64,1.0344,69.3320,7.7747
cuda,tinynet_a,128,1.0370,127.8551,8.2931
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,32,0.9944,358.5827,6.4716
cuda,visformer_small,128,1.0355,104.2636,11.8733
cuda,vit_base_patch16_224,64,1.0974,25.4216,10.1523
cuda,volo_d1_224,0,0.0000
cuda,xcit_large_24_p8_224,5,1.2505,221.6616,9.7627
