dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,1.203314,10.291383,3.756342,1.713620,5.152662,3.434434,1.120973,0.183780,12.656941,15.879001
cuda,Background_Matting,4,0.463281,7.993827,3.003151,1.294093,5.103813,3.125649,1.573684,0.126841,0.000005,3.467182
cuda,LearningToPaint,96,0.266147,3.100318,1.140098,0.463236,1.557161,0.903986,0.391014,0.054583,23.489846,24.402307
cuda,Super_SloMo,6,0.594893,9.046037,4.515143,1.121217,5.059126,3.417512,1.232081,0.077482,25.746424,27.475549
cuda,alexnet,128,0.146276,0.810489,0.463919,0.103226,0.636017,0.366602,0.160691,0.012022,5.971139,6.251893
cuda,attention_is_all_you_need_pytorch,256,0.943270,10.092950,3.457700,1.875650,5.742448,3.345408,1.723259,0.215133,36.260034,40.540943
cuda,dcgan,32,0.141309,0.619122,0.253275,0.095664,0.291470,0.134435,0.055620,0.010993,4.942713,5.083058
cuda,densenet121,4,1.183848,25.626381,10.383386,2.646574,15.614825,10.888586,3.320251,0.324677,0.000006,8.498444
cuda,dlrm,2048,0.408280,0.749231,0.381358,0.285505,0.553761,0.353848,0.093830,0.013897,8.958819,9.423600
cuda,fastNLP_Bert,6,1.282614,8.577349,2.942374,1.362429,4.879355,3.144336,1.199071,0.183735,2.463500,5.870532
cuda,functorch_dp_cifar10,64,0.252367,3.814477,1.484217,0.578229,2.528775,1.751906,0.501703,0.052358,24.397284,26.063884
cuda,hf_Albert,8,0.947667,6.955123,1.890837,1.192887,3.812218,2.626563,0.875548,0.119930,22.772681,25.971823
cuda,hf_Bart,4,1.220264,11.459868,3.405224,1.919723,6.241578,3.565280,1.868712,0.222190,48.577519,53.464312
cuda,hf_Bert,4,1.123915,8.602641,2.936116,1.321569,4.483205,2.920071,1.059101,0.175073,7.990961,10.956398
cuda,hf_DistilBert,8,0.443384,4.473021,1.620408,0.761404,2.422269,1.570741,0.556096,0.090735,8.244437,9.858485
cuda,hf_GPT2,4,1.244116,7.744071,2.657951,1.396936,3.932383,2.427625,1.029977,0.157897,11.413384,14.171438
cuda,lennard_jones,1000,0.134574,0.283245,0.097186,0.046236,0.122284,0.038143,0.022100,0.005624,1.810267,1.885366
cuda,mnasnet1_0,32,0.424889,8.186351,3.272420,1.088192,4.415528,2.742841,1.121495,0.138633,51.395405,53.707141
cuda,mobilenet_v2,96,0.436029,8.507523,3.518458,1.293051,5.023811,3.134975,1.314821,0.139190,55.245556,58.137681
cuda,mobilenet_v2_quantized_qat,96,2.039531,18.515912,5.995940,2.571791,8.679191,5.788497,1.964869,0.277546,5.411679
cuda,mobilenet_v3_large,32,0.489886,8.726993,3.466181,1.246225,4.994381,3.112744,1.229831,0.150153,51.120109,53.983486
cuda,nvidia_deeprecommender,256,0.149582,0.361887,0.126481,0.065492,0.197160,0.083858,0.036563,0.008072,5.872567,6.014176
cuda,pytorch_CycleGAN_and_pix2pix,1,0.259341,3.982772,1.246526,0.493337,2.359942,1.514876,0.640386,0.057520,9.342750,10.991756
cuda,pytorch_stargan,16,0.263974,3.131897,0.834762,0.374847,1.117695,0.701506,0.246883,0.044153,31.025162,31.716044
cuda,pytorch_struct,200,0.180997,0.781008,0.257890,0.124941,0.337696,0.148573,0.075760,0.017736,23.583209,23.797471
cuda,pytorch_unet,1,0.274158,3.631029,1.562275,0.488874,2.272078,1.370502,0.621887,0.055992,16.635982,17.868683
cuda,resnet18,16,0.254747,3.439562,1.522111,0.468093,1.991574,1.231491,0.497462,0.053450,22.652974,23.621211
cuda,resnet50,32,0.483120,8.088832,2.861454,1.038620,3.893685,2.474545,0.976240,0.131101,27.515384,29.666200
cuda,resnet50_quantized_qat,32,1.737309,17.103186,5.115096,2.304050,7.115535,4.320708,2.041133,0.254569,4.454425
cuda,resnext50_32x4d,8,0.512836,7.919013,2.516636,0.968153,3.463742,2.217465,0.827128,0.125104,29.555748,31.552936
cuda,shufflenet_v2_x1_0,128,0.544683,9.230301,3.654475,1.437667,5.795504,3.256884,1.828399,0.151078,0.000005,3.670966
cuda,squeezenet1_1,32,0.218000,1.808328,0.809949,0.262850,0.987939,0.550280,0.282736,0.029484,10.428472,10.881690
cuda,timm_efficientnet,32,1.257202,9.977693,3.714956,1.377297,6.042051,3.601554,1.752331,0.171313,52.713606,56.526038
cuda,timm_nfnet,128,1.459428,16.199757,6.200869,2.142390,7.165955,5.031268,1.491453,0.207118,44.313035,47.574670
cuda,timm_regnet,32,1.622935,11.309185,3.269910,1.255659,4.632330,2.984821,1.122742,0.187181,33.327985,36.068912
cuda,timm_resnest,32,0.346356,5.213303,2.628082,0.754995,4.216935,2.686817,1.084593,0.078506,45.778543,48.163779
cuda,timm_vision_transformer,8,0.591111,6.377781,2.158110,1.085444,3.620143,2.400543,0.930777,0.130979,0.000005,2.620768
cuda,timm_vovnet,32,1.197070,7.222462,3.215743,0.937079,5.133302,3.280608,1.325877,0.106093,0.000005,2.918139
cuda,vgg16,64,0.167099,1.218434,0.581645,0.135542,0.894303,0.581414,0.191449,0.019088,7.004279,7.461209
