dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,2.438355
cuda,beit_base_patch16_224,64,1.888708
cuda,botnet26t_256,128,1.988582
cuda,cait_m36_384,2,5.065079
cuda,coat_lite_mini,128,1.921796
cuda,convit_base,32,3.483902
cuda,convmixer_768_32,32,2.149154
cuda,convnext_base,32,2.339242
cuda,crossvit_9_240,64,2.239822
cuda,cspdarknet53,64,3.153076
cuda,deit_base_distilled_patch16_224,64,1.685989
cuda,densenet121,64,4.955232
cuda,dla102,64,2.798139
cuda,dm_nfnet_f0,128,2.839587
cuda,dpn107,32,5.403650
cuda,eca_botnext26ts_256,64,1.997389
cuda,eca_halonext26ts,64,2.182251
cuda,ese_vovnet19b_dw,128,1.516653
cuda,fbnetc_100,128,2.707553
cuda,fbnetv3_b,128,4.324384
cuda,gernet_l,128,2.797532
cuda,ghostnet_100,128,3.000972
cuda,gluon_inception_v3,128,2.426587
cuda,gluon_xception65,32,3.012937
cuda,gmixer_24_224,64,2.182635
cuda,gmlp_s16_224,64,1.964254
cuda,hrnet_w18,2,9.144345
cuda,inception_v3,128,2.369286
cuda,jx_nest_base,32,3.067542
cuda,lcnet_050,128,1.367593
cuda,mixer_b16_224,64,1.417561
cuda,mixnet_l,64,6.575367
cuda,mnasnet_100,128,2.169255
cuda,mobilenetv2_100,128,2.228369
cuda,mobilenetv3_large_100,128,2.186062
cuda,mobilevit_s,32,2.498724
cuda,nfnet_l0,64,2.440785
cuda,pit_b_224,64,1.799831
cuda,pnasnet5large,16,7.517776
cuda,poolformer_m36,64,3.187928
cuda,regnety_002,128,2.210947
cuda,repvgg_a2,128,2.609385
cuda,res2net101_26w_4s,64,4.391705
cuda,res2net50_14w_8s,2,3.637212
cuda,res2next50,2,2.178197
cuda,resmlp_12_224,128,1.088177
cuda,resnest101e,32,5.243878
cuda,resnet18,128,0.887543
cuda,rexnet_100,128,2.635779
cuda,sebotnet33ts_256,64,2.379690
cuda,selecsls42b,128,1.306292
cuda,spnasnet_100,128,2.693437
cuda,swin_base_patch4_window7_224,64,4.455736
cuda,swsl_resnext101_32x16d,32,2.939972
cuda,tf_efficientnet_b0,128,2.563215
cuda,tf_mixnet_l,64,6.918311
cuda,tinynet_a,128,3.006837
cuda,tnt_s_patch16_224,64,3.154123
cuda,twins_pcpvt_base,32,3.898618
cuda,visformer_small,128,1.722341
cuda,vit_base_patch16_224,64,1.646352
cuda,volo_d1_224,64,2.435719
cuda,xcit_large_24_p8_224,5,4.625781
