dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,0.822486,17.675316,7.484174,2.526077,11.827365,7.671706,3.231896,0.260251,61.869824,68.900811
cuda,beit_base_patch16_224,64,0.808192,7.442257,2.448326,1.242100,4.622535,3.079146,1.165364,0.154307,31.842790,35.349288
cuda,botnet26t_256,128,0.940657,9.480023,5.543234,1.746943,6.963243,4.854324,1.561165,0.105252,80.074788,83.307178
cuda,cait_m36_384,2,2.293108,27.246621,7.599768,4.432860,16.404778,11.632417,3.757504,0.546471,2.173572,15.719284
cuda,convmixer_768_32,32,0.613238,9.089927,2.472066,1.147750,3.158537,1.932260,0.927956,0.144555,8.976932,11.168795
cuda,convnext_base,32,1.009197,12.512318,4.840902,2.152419,9.723026,6.727410,2.317098,0.259732,114.417382,121.582577
cuda,crossvit_9_240,64,1.053996,11.861966,3.844259,1.838302,6.797374,4.247546,1.986040,0.219262,0.293028,5.218182
cuda,cspdarknet53,64,1.780113,11.368081,4.226134,1.596133,5.797105,3.390238,1.479700,0.188657,0.274206,3.556467
cuda,deit_base_distilled_patch16_224,64,0.603046,6.395684,2.134113,1.005754,3.714399,2.523037,0.887834,0.133971,0.185346,2.846032
cuda,densenet121,64,2.670059,24.089951,10.317525,2.926914,15.304895,10.126602,3.686863,0.352233,104.607358,112.766204
cuda,dm_nfnet_f0,128,1.484513,16.166302,5.872822,1.831833,7.156271,5.013838,1.501274,0.209106,1.027677,4.293514
cuda,eca_botnext26ts_256,64,0.981686,10.116237,5.827203,2.216495,7.456844,4.967989,1.886882,0.111307,114.173444,118.094950
cuda,eca_halonext26ts,64,1.044232,12.875564,8.155149,3.070371,10.289031,7.115934,2.539742,0.119492,91.097571,96.381503
cuda,ese_vovnet19b_dw,128,0.717172,5.844197,2.985781,0.912859,4.394160,2.767621,1.159374,0.089291,0.163678,2.530831
cuda,fbnetc_100,128,1.473618,10.736100,4.245739,1.441825,5.665447,3.532879,1.477550,0.170833,45.466509,48.431653
cuda,fbnetv3_b,128,2.454424,17.889251,6.865546,2.579414,10.099658,6.714897,2.432214,0.293857,62.862639,69.205718
cuda,gernet_l,128,1.469510,8.828832,2.947078,1.125856,3.971783,2.221047,1.049931,0.147752,22.716017,24.959422
