dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,13.687063,11.861193,9.179113,3.169088,1.657739,5.176106,3.288793,1.228815,0.147280,1.805623,3.748340
cuda,AlbertForQuestionAnswering,4,14.644574,12.883655,9.119474,3.162506,1.611136,5.144661,3.067043,1.415708,0.145588,1.419579,3.674319
cuda,BartForCausalLM,4,17.747896,14.690565,10.787930,4.258433,2.230599,5.878942,3.389576,1.579815,0.285140,1.503217,3.949815
cuda,BartForConditionalGeneration,2,41.190936,32.630772,28.703125,11.471944,5.921791,15.003480,8.681561,3.931375,1.073370,1.257573,9.712179
cuda,BertForMaskedLM,16,19.406022,15.510778,11.684060,4.580886,1.984529,6.639139,3.629721,1.647877,0.300222,5.792192,4.149673
cuda,BertForQuestionAnswering,16,19.462403,15.586567,11.683876,4.585801,1.962427,6.650148,3.629642,1.642111,0.295094,5.430743,4.132279
cuda,BlenderbotForCausalLM,4,30.989231,24.423627,21.535532,8.689834,4.323431,11.650327,6.491574,3.098699,0.715379,4.295951,7.482635
cuda,BlenderbotSmallForCausalLM,64,13.789032,11.571366,7.767143,2.874196,1.486902,4.122105,2.325329,1.113999,0.176167,2.803639,2.029698
cuda,BlenderbotSmallForConditionalGeneration,64,27.262737,21.813865,18.621743,7.036999,3.282150,10.038051,5.814329,2.675127,0.597956,1.839381,6.460440
cuda,CamemBert,16,19.849522,15.895102,11.898837,4.413213,1.994082,6.396285,3.595381,1.648189,0.298703,4.758086,4.082277
cuda,DebertaForMaskedLM,4,20.297827,14.823695,10.879243,3.757803,2.024227,6.424709,3.685268,1.773932,0.288385,1.986884,4.851910
cuda,DebertaForQuestionAnswering,8,19.309211,14.287278,10.509918,3.677752,1.758057,6.476318,3.731769,1.732208,0.280932,2.424220,4.714026
cuda,DebertaV2ForMaskedLM,1,33.128875,22.687979,18.607149,6.455411,2.855933,8.415397,4.756683,2.401438,0.538347,1.849485,5.109184
cuda,DebertaV2ForQuestionAnswering,2,33.940520,23.598891,19.493172,7.317734,3.666373,9.871496,5.413638,3.155485,0.562088,6.513084
cuda,DistilBertForMaskedLM,128,11.550716,10.043361,6.395956,2.727165,1.254828,3.498413,1.999823,0.887634,0.131737,3.732594,2.083663
cuda,DistilBertForQuestionAnswering,256,11.665705,10.157425,6.468110,2.532550,1.051119,3.562062,2.049589,0.906795,0.127033,2.931467,2.133884
cuda,DistillGPT2,16,11.240856,9.750558,6.066765,2.573790,1.278890,3.486027,1.964094,0.886223,0.112813,2.177404,2.239322
cuda,ElectraForCausalLM,32,21.569140,17.166388,12.180073,4.580825,2.029989,6.718719,3.785256,1.709743,0.301100,7.684776,4.276068
