dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,20.202539,17.226754,13.622810,5.600624,2.735565,7.487561,4.516797,1.796347,0.295011,10.407752,4.737849
cuda,Background_Matting,4,21.698839,19.441566,13.173537,6.120305,2.922244,9.152680,5.640515,2.625952,0.252315,6.060334
cuda,LearningToPaint,96,9.221354,8.304359,5.042460,2.226429,1.015320,2.696194,1.327910,0.860749,0.086984,1.527751
cuda,Super_SloMo,6,18.537291,16.568807,13.679953,7.091583,2.590524,8.957480,5.670845,2.443640,0.151724,4.535311
cuda,alexnet,128,7.394770,7.077537,1.076873,0.683554,0.195584,1.598084,1.023027,0.283206,0.015863,1.119463
cuda,attention_is_all_you_need_pytorch,256,19.868650,17.130338,14.607414,6.155825,2.348057,8.517519,5.140875,1.962897,0.369598,12.350670,4.832648
cuda,dcgan,32,4.312108,4.018512,1.130967,0.618435,0.192187,0.650006,0.336054,0.095196,0.013715,0.233226
cuda,demucs,4,8.304075,7.460018,2.521305,1.398911,0.518129,2.371374,1.101537,0.724508,0.044794,1.895609,1.512651
cuda,densenet121,4,45.017824,40.004876,36.841027,18.380679,8.162857,22.164900,14.147222,4.973703,0.733669,12.222041
cuda,dlrm,1024,3.450458,3.159182,0.792851,0.350192,0.287182,0.643062,0.351189,0.118284,0.014960,0.587177
cuda,drq,1,6.374060,5.904619,1.104119,0.649423,0.147878,0.771536,0.384017,0.088910,0.016727,0.279218
cuda,fastNLP_Bert,6,18.152497,14.888912,12.419595,5.302021,2.104824,7.339306,3.814856,1.777748,0.295584,5.437157,4.427641
cuda,functorch_dp_cifar10,64,8.461879,7.711245,4.871590,2.153026,1.240808,3.650424,2.344690,0.778842,0.069118,2.785595,0.627222
cuda,hf_Albert,8,13.063974,11.306394,8.806239,2.935639,1.869162,4.743757,2.860287,1.233216,0.152201,4.260101,3.758139
cuda,hf_Bart,4,22.227148,18.452683,15.845891,6.193815,3.143249,8.564166,4.908418,2.220968,0.424548,3.608963,5.683709
cuda,hf_Bert,4,19.711501,15.606439,11.902003,4.881629,2.329118,6.589767,3.805072,1.645316,0.294596,6.459906,4.145328
cuda,hf_Bert_large,4,34.696942,26.334971,23.725057,9.526929,4.525788,12.815159,7.432994,3.164685,0.769611,10.120595,8.021160
cuda,hf_BigBird,2,62.913124,52.319887,49.502995,22.268617,9.047589,32.660381,21.837827,9.611676,0.598679,10.308376,19.812523
cuda,hf_DistilBert,8,9.987054,8.478912,6.005586,2.326366,1.055593,3.460119,1.992171,0.886799,0.130724,4.866838,2.243386
cuda,hf_GPT2,4,16.839203,14.106362,11.352763,4.807161,2.008774,6.526726,3.641477,1.864354,0.254623,2.433527,3.821007
cuda,hf_GPT2_large,4,47.136978,37.756905,34.834141,15.665362,6.663710,20.157897,12.001814,4.624802,1.184475,1.602171,11.427490
cuda,hf_Reformer,4,10.054796,7.776357,5.270003,3.215468,0.823574,2.685977,1.497258,0.689560,0.063345,3.607618,0.336992
cuda,hf_T5,8,20.396852,16.312735,13.797894,5.285185,2.378366,7.185193,3.823877,2.023838,0.285114,7.703377,4.405562
cuda,hf_T5_large,2,74.270887,58.144633,55.112222,21.512538,10.297453,29.042592,15.950806,6.554745,1.746355,33.514699,18.326426
cuda,lennard_jones,1000,4.247731,4.000327,0.558655,0.299509,0.040041,0.376043,0.215676,0.044257,0.007684,0.121203
cuda,mnasnet1_0,32,19.904531,17.908375,13.237503,6.293421,2.413564,7.251324,4.379573,1.758998,0.235216,3.476937,2.409260
cuda,mobilenet_v2,96,19.881558,17.522156,14.607234,7.025235,2.621723,7.653997,4.359694,2.120728,0.270036,3.361614
cuda,mobilenet_v3_large,32,19.544869,17.071454,14.146974,6.476353,2.914560,7.611143,4.317689,1.904729,0.269951,4.162245,29.857581
cuda,nvidia_deeprecommender,256,3.373630,3.062063,0.681134,0.286926,0.113246,0.511201,0.110530,0.206878,0.010830,0.344706,0.387977
cuda,phlippe_densenet,128,19.121225,16.995403,13.911444,6.814376,2.825597,8.416874,4.832727,2.186502,0.260264,4.535673
cuda,phlippe_resnet,128,8.552716,7.667604,4.680785,1.965271,1.104749,2.184172,1.127922,0.635260,0.081253,1.365204
cuda,pytorch_CycleGAN_and_pix2pix,1,8.333638,7.542999,4.680549,1.871867,1.022550,3.316554,2.111382,0.798970,0.070911,2.626041
cuda,pytorch_stargan,16,8.770486,7.935439,5.089932,1.957251,0.927267,2.192078,1.345894,0.482643,0.066751,36.368336,1.205626
cuda,pytorch_struct,200,4.182107,3.723193,1.345941,0.645073,0.313530,0.601212,0.225063,0.136055,0.024539,16.002831,0.281600
