dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,25.818006,22.854513,19.278962,10.958158,2.495608,15.073651,4.469551,1.779175,0.297925,0.295649,10.373852,7.023003
cuda,Background_Matting,4,24.693237,22.445662,17.587028,10.507060,2.664474,15.740638,5.588844,2.603933,0.252952,0.466455,8.474771
cuda,LearningToPaint,96,15.323403,14.404473,8.813988,5.946697,1.031122,8.387761,1.327303,0.663769,0.085104,0.225153,3.743191
cuda,Super_SloMo,6,24.418252,22.465910,17.906153,11.362829,2.581404,15.144114,5.644044,2.425547,0.148989,0.302339,6.747719
cuda,alexnet,128,5.835819,5.525523,2.433945,2.045083,0.187228,3.316948,0.776158,0.281173,0.016309,0.138797,1.605648
cuda,attention_is_all_you_need_pytorch,256,26.547480,23.825882,20.147757,11.711928,2.323657,16.145379,4.744996,1.968491,0.366668,0.386256,12.448709,7.269119
cuda,dcgan,32,8.043541,7.754702,3.135780,2.635308,0.189523,3.401688,0.340158,0.094613,0.013499,0.110647,1.075577
cuda,demucs,4,16.568429,15.735950,10.916345,9.947760,0.509588,13.586509,1.077010,0.567226,0.044053,0.292345,1.925611,4.463159
cuda,densenet121,4,54.921323,49.813940,45.085253,26.289952,7.025560,35.822950,14.653503,4.993927,0.760354,0.773408,17.627323
cuda,dlrm,1024,5.188143,4.900998,1.350397,0.913599,0.286736,2.276431,0.345550,0.114865,0.014467,0.119053,1.776062
cuda,drq,1,9.163821,8.705360,3.761368,3.321379,0.134119,5.475691,0.167892,0.087614,0.016808,0.263516,2.561532
cuda,fastNLP_Bert,6,22.639448,19.446653,16.933278,9.727295,2.100158,14.489486,3.951273,1.758675,0.297127,0.658201,5.449204,7.638178
cuda,functorch_dp_cifar10,64,12.264324,11.506083,6.922189,4.186801,1.234466,9.275492,2.158593,0.777355,0.068903,0.822576,7.193882,0.643186
cuda,hf_Albert,8,20.962795,19.212148,15.573988,9.906595,1.627236,17.881873,3.036937,1.224975,0.147794,0.871407,4.093527,10.557407
cuda,hf_Bart,4,29.024495,25.288651,21.495762,11.930685,2.703845,17.525207,4.756585,2.158429,0.427161,2.582290,3.695798,11.024941
cuda,hf_Bert,4,24.254496,20.380516,16.695336,9.631348,2.003849,14.824868,3.291240,1.627716,0.296335,0.559439,6.456616,7.864308
cuda,hf_Bert_large,4,39.894471,32.048610,28.938302,14.627115,4.168951,19.916408,7.567262,3.141981,0.779510,0.634470,10.163605,10.584649
cuda,hf_BigBird,2,68.384968,58.681753,54.707159,27.878855,8.424999,46.381962,20.496325,9.307453,0.589009,13.256548,9.864885,40.566591
cuda,hf_DistilBert,8,14.141697,12.632661,8.943565,5.231979,1.045756,8.363698,1.786904,0.889787,0.130602,2.086331,4.791653,6.320238
cuda,hf_GPT2,4,24.329773,21.584043,17.254066,10.745309,2.005977,13.507330,3.623897,1.590302,0.253336,0.494820,2.375416,5.357035
cuda,hf_Reformer,4,21.678528,19.380584,15.688741,13.788838,0.835013,17.748358,1.343231,0.695556,0.062885,0.430550,3.572593,5.271483
cuda,hf_T5_large,2,93.017416,77.864110,73.674601,40.162108,9.808242,53.867934,16.633018,6.492612,1.751955,5.133868,33.655781,29.167369
cuda,lennard_jones,1000,4.977606,4.730176,1.736613,1.482838,0.040082,2.385409,0.087496,0.044250,0.007629,0.100904,1.048481
cuda,mnasnet1_0,32,24.153011,22.121013,17.068658,9.862987,2.417867,14.025228,3.916126,1.764468,0.235745,3.137905,9.829673,2.941711
cuda,mobilenet_v2,96,24.936433,22.889329,18.265571,10.758455,2.575351,14.322669,4.292525,2.093062,0.268604,0.336191,6.592356
cuda,mobilenet_v3_large,32,24.679420,22.456335,17.764810,10.181800,2.692226,15.790022,4.300565,2.163064,0.267689,29.246236,37.664688,29.029015
cuda,nvidia_deeprecommender,256,5.598213,5.293187,1.799193,1.403382,0.110604,4.199665,0.106996,0.062773,0.010901,0.497343,3.411909,0.374842
cuda,phlippe_densenet,128,23.356710,21.257702,18.053851,10.990786,2.782060,14.557331,4.805461,2.183329,0.258833,0.300897,6.763094
cuda,phlippe_resnet,128,9.194941,8.300971,5.226818,2.503953,0.943337,3.473050,1.113565,0.624918,0.080372,0.156588,2.111852
cuda,pytorch_CycleGAN_and_pix2pix,1,11.472298,10.670185,6.150038,3.332106,1.017650,5.925065,1.962227,0.801823,0.073624,0.187895,3.961902
cuda,pytorch_stargan,16,15.173488,14.344162,9.761280,6.643118,0.916580,10.077834,1.332491,0.481976,0.066548,17.639903,34.476192,22.036363
cuda,pytorch_struct,200,8.597778,8.124187,4.435574,3.738049,0.323770,6.601969,0.224455,0.134808,0.024488,0.000004,14.960044,3.200425
cuda,pytorch_unet,1,14.066115,12.999038,8.304389,4.766438,1.175927,7.490517,2.379145,1.015030,0.092641,0.239054,4.189684
