,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.04x,1.00x,1.00x
aot_nvfuser,aot_nvfuser,1.17x,0.0x,1.19x
inductor,inductor,1.63x,2.14x,1.46x
