dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.460180,2.914218,1.170864,6.166782,2.114774,0.868911,0.128867,7.271552,11.775870
cuda,AlbertForQuestionAnswering,2,1.438629,2.890864,1.154124,4.739092,2.112936,0.879489,0.129930,0.602717,3.890769
cuda,BartForCausalLM,2,10.129466,4.809364,1.234308,6.730329,2.644650,0.990279,0.206069,7.793674,11.036520
cuda,BartForConditionalGeneration,1,26.672534,11.195394,2.272596,14.851273,5.502088,2.017736,0.714474,0.870759,7.020033
cuda,BertForMaskedLM,64,5.333321,6.697132,1.299936,8.482647,3.453459,1.100231,0.241717,9.366066,12.542938
cuda,BertForQuestionAnswering,64,5.315587,4.618162,1.283535,6.187705,3.442928,1.101984,0.233759,0.464670,3.410118
cuda,BigBird,1,12.160820,4.497110,0.910245,7.390546,1.784094,0.856711,0.181725,9.490731,13.466189
cuda,BlenderbotSmallForCausalLM,64,4.882996,2.882215,1.059011,4.336368,1.669693,0.728807,0.136082,10.888276,13.462414
cuda,BlenderbotSmallForConditionalGeneration,32,12.373325,6.688480,1.979871,10.571990,4.555513,1.779744,0.450266,18.399536,24.411269
cuda,CamemBert,1,5.374293,6.299384,1.103195,7.886899,3.120838,0.922362,0.217045,2.582946,5.364108
cuda,DebertaForMaskedLM,4,8.046298,11.769242,2.064683,15.053524,3.915382,1.753211,0.304510,19.480858,25.228873
cuda,DebertaForQuestionAnswering,4,8.122330,9.621292,2.208244,11.356709,3.853810,1.743907,0.305137,18.290671,22.638918
cuda,DistilBertForMaskedLM,16,1.839563,3.276547,0.979702,4.222780,1.435231,0.587209,0.107234,9.428443,11.404948
cuda,DistilBertForQuestionAnswering,32,1.865379,3.096205,0.948385,4.095257,1.406117,0.569440,0.102812,13.710411,15.708133
cuda,DistillGPT2,1,1.555131,4.378415,0.551769,5.453496,1.466306,0.511291,0.085441,17.359612,19.029083
cuda,ElectraForCausalLM,1,5.405937,6.565556,1.137408,8.222638,3.163458,0.949703,0.223302,2.656220,5.544024
cuda,GPT2ForSequenceClassification,4,3.954104,6.744817,1.255292,8.334885,3.115930,1.094386,0.188529,4.698462,7.626614
cuda,GoogleFnet,1,2.266686,3.695107,0.650409,6.280466,1.393841,0.581333,0.106524,6.554538,9.890477
cuda,LayoutLMForSequenceClassification,16,5.807548,4.703084,1.342950,6.958082,3.775859,1.187410,0.241724,27.526990,31.219141
cuda,M2M100ForConditionalGeneration,2,27.445370,13.570593,2.880107,28.226207,6.444686,2.841058,0.657019,43.762273,61.528853
cuda,MBartForCausalLM,16,10.345391,6.246653,1.277217,8.270061,2.768554,1.080848,0.219902,7.779040,11.170180
cuda,MBartForConditionalGeneration,8,28.271906,10.740789,2.784320,16.024555,6.786548,3.207078,0.774235,12.546520,20.840895
cuda,MT5ForConditionalGeneration,2,7.397369,9.837969,2.080734,22.464787,4.485945,1.599168,0.387524,49.554468,64.431832
cuda,MegatronBertForCausalLM,2,17.344422,14.422141,3.062585,16.919923,7.341141,2.211115,0.629925,5.925715,11.672362
cuda,MegatronBertForQuestionAnswering,8,16.974876,13.610694,2.422461,16.060645,7.027984,1.988682,0.570929,11.823593,16.879123
cuda,MobileBertForMaskedLM,16,141.099382,8.925700,3.239079,18.358973,7.918684,3.279215,1.628204,17.072215,30.068743
cuda,MobileBertForQuestionAnswering,32,139.976251,8.862603,3.162297,17.868287,7.852294,3.248410,1.622780,10.324197,22.811848
cuda,OPTForCausalLM,4,4.961223,4.328168,1.288353,6.512792,2.733764,1.146979,0.222214,19.137100,22.694191
cuda,PLBartForCausalLM,16,3.277558,3.472866,0.757528,4.945215,1.433937,0.593458,0.101204,9.091142,11.369904
cuda,PLBartForConditionalGeneration,8,7.646167,7.307942,1.712636,10.363151,3.906647,1.476068,0.322037,28.939993,33.828956
cuda,PegasusForCausalLM,8,10.177815,5.447961,1.191488,8.905397,2.664585,1.017006,0.197171,13.127017,17.869290
cuda,PegasusForConditionalGeneration,4,27.589750,9.775715,2.924157,15.550222,6.087359,3.210814,0.610418,20.527287,29.461014
cuda,RobertaForCausalLM,4,5.501909,6.912533,1.439327,8.590600,3.521981,1.128345,0.238152,19.982788,23.192280
cuda,RobertaForQuestionAnswering,64,5.385584,4.892754,1.310911,6.296764,3.480876,1.092275,0.236028,0.421059,3.228318
cuda,Speech2Text2ForCausalLM,64,3.100537,3.586770,0.627503,5.563869,1.348938,0.575364,0.096774,8.166787,10.818726
cuda,T5ForConditionalGeneration,4,4.385942,7.077549,1.711319,35.881654,2.975425,1.212149,0.255244,16.467571,47.102362
cuda,T5Small,1,4.530419,6.554010,1.116319,8.788764,2.441834,0.950777,0.231808,16.272816,19.738514
cuda,TrOCRForCausalLM,8,10.225768,4.805205,1.211690,6.278564,2.624573,0.960887,0.201094,0.385139,3.158921
cuda,XGLMForCausalLM,1,15.761142,12.462611,1.955591,17.859316,6.555180,1.852643,0.466614,25.164259,32.707752
cuda,XLNetLMHeadModel,4,19.668022,36.935024,4.096133,40.531685,9.300538,2.837747,0.722403,7.983439
cuda,YituTechConvBert,1,9.431013,7.243479,2.084726,9.589843,3.860243,1.412296,0.362065,37.734501,42.306144
