dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,5.479046,22.752225,1.566920,24.792461,4.213201,1.200139,0.240661,0.000009,3.713871
cuda,Background_Matting,4,4.302307,5.465361,1.147099,9.552328,3.714884,2.067933,0.171633,15.023357,20.331980
cuda,LearningToPaint,96,1.031693,3.469938,0.487101,5.574466,1.157516,0.492255,0.064270,15.219978,17.846700
cuda,Super_SloMo,6,2.561040,6.366296,1.144997,7.590579,3.587262,1.400492,0.083398,0.356798,2.790810
cuda,alexnet,128,0.202858,1.328066,0.101395,1.947156,0.370113,0.163620,0.010756,0.126244,0.852988
cuda,attention_is_all_you_need_pytorch,256,4.560493,9.293970,1.606737,12.299942,4.120585,1.390897,0.289104,13.480928,18.200480
cuda,dcgan,32,0.184850,1.167638,0.097441,1.720998,0.136085,0.059916,0.010369,0.104320,0.762470
cuda,demucs,4,0.781967
cuda,densenet121,4,14.684233,17.221482,2.877831,25.564573,13.786589,4.278179,0.659414,62.065772,73.526363
cuda,dlrm,2048,0.511512,1.034022,0.234296,1.830573,0.352566,0.098628,0.013592,0.117372,1.156496
cuda,drq,1,0.294914,1.629023,0.072693,2.579557,0.093254,0.048214,0.011488,0.247250,1.280016
cuda,fastNLP_Bert,6,5.217209,20.012761,1.336391,22.539289,3.673814,1.228116,0.229290,12.317742,16.279149
cuda,functorch_dp_cifar10,64,0.782653,3.104579,0.612766,5.318254,1.943038,0.568460,0.057147,42.868725,45.740072
cuda,hf_Albert,8,1.415601,3.079195,1.133748,5.756744,2.359843,0.880717,0.130557,22.318465,26.211932
cuda,hf_Bart,4,7.535846,8.453921,1.896746,11.235076,3.588278,1.465796,0.318955,18.733345,23.534723
cuda,hf_Bert,4,5.476999,6.766314,1.582216,8.140696,3.142707,1.094470,0.243260,1.443237,4.493996
cuda,hf_BigBird,2,12.174469,4.862052,1.120077,8.080237,1.986911,0.874628,0.184627,9.210399,13.717194
cuda,hf_DistilBert,8,1.821048,3.103288,0.757538,4.452966,1.620310,0.581061,0.104954,8.465658,10.620471
cuda,hf_GPT2,4,3.742636,14.475451,1.163540,16.055836,3.090442,1.080368,0.187391,8.470149,11.298487
cuda,hf_Reformer,4,3.503551,7.109118,0.502999,7.774173,1.048743,0.527965,0.055649,9.758704,11.027102
cuda,hf_T5_large,2,39.125156,37.476377,5.479168,344.080522,15.490599,4.394903,1.833485,25.445821,337.993805
cuda,lennard_jones,1000,0.132484,0.774388,0.047052,1.342282,0.040407,0.025450,0.005377,0.094671,0.714504
cuda,mnasnet1_0,32,3.470049,5.640352,1.242388,10.770073,4.158485,2.103533,0.194690,338.565040,345.023556
cuda,mobilenet_v2,96,3.408890,6.812060,1.604279,11.499165,4.610624,2.210580,0.228509,191.412791,197.788238
cuda,mobilenet_v2_quantized_qat,96,2.492483
