dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,beit_base_patch16_224,64,4.926339,4.646905,1.404593,7.013180,2.527690,1.178756,0.202602,6.773791,10.631444
cuda,cait_m36_384,2,49.250855,10.025770,4.294089,17.788954,9.122248,4.038046,1.503447,64.791368,77.152632
cuda,coat_lite_mini,128,3.304234,5.210520,2.330748,11.431740,5.210584,2.007738,0.176156,207.535092,216.169239
cuda,convit_base,32,4.211886,4.678461,1.570414,8.119743,3.328176,1.542949,0.234783,47.397018,52.507771
cuda,convnext_base,32,11.962648,7.223718,2.178797,16.677001,6.614622,2.475417,0.437283,93.093518,105.110172
cuda,crossvit_9_240,64,7.690372,5.984041,1.858644,9.551247,4.533781,1.727324,0.301048,94.708848,100.264970
cuda,cspdarknet53,64,6.322498,7.315499,1.684489,11.579357,4.810373,2.133235,0.345697,71.645609,77.714489
cuda,deit_base_distilled_patch16_224,64,3.086390,3.687166,0.980220,6.242524,2.210303,1.172691,0.163971,14.978227,18.589476
cuda,dla102,64,11.010969,9.783328,2.153184,16.315886,7.682754,3.057239,0.548941,58.063344,67.260307
cuda,dpn107,32,14.170241,12.196592,3.113068,18.533917,8.208536,3.910375,0.538903,13.582127,23.257772
cuda,eca_botnext26ts_256,64,2.650521,9.899340,2.050673,14.745219,6.716213,2.688827,0.150686,181.164078,188.331347
cuda,eca_halonext26ts,64,2.793025,12.105522,2.565356,18.080383,10.942557,3.337459,0.160340,145.291314,154.118349
cuda,ese_vovnet19b_dw,128,1.956089,5.074590,1.013808,9.142522,3.870602,1.563457,0.117517,54.723099,59.852864
cuda,fbnetc_100,128,5.831064,7.127603,1.835002,12.188740,5.035253,2.821755,0.299980,164.151648,171.153475
cuda,fbnetv3_b,128,13.987900,10.249669,2.915123,17.248448,9.040295,3.230397,0.663882,150.749965,160.853390
cuda,gernet_l,128,5.075381,4.970421,1.200297,8.009745,3.280739,1.493795,0.230236,39.651212,43.985116
cuda,ghostnet_100,128,9.240038,10.214215,2.541278,17.711687,8.991534,3.590058,0.470135,103.176919,113.359377
cuda,gmixer_24_224,64,8.689190,4.805202,1.222421,9.154826,3.982753,1.540168,0.306530,25.014959,30.937473
cuda,gmlp_s16_224,64,9.350338,8.265105,1.690486,12.279189,6.523959,2.094809,0.300864,29.829676,35.663210
cuda,hrnet_w18,2,105.937335,18.892625,5.540019,33.208958,17.808624,5.406998,2.398698,364.674433,385.045111
cuda,jx_nest_base,32,10.339088,11.517536,3.071240,17.286854,8.751967,3.766933,0.492148,62.873378,71.873752
cuda,lcnet_050,128,1.934335,4.880694,0.940909,7.252768,3.088628,1.243665,0.130147,38.984691,42.353299
cuda,mixer_b16_224,64,2.819724,4.492281,0.878989,6.556291,2.296319,0.822795,0.124532,13.750288,16.935050
cuda,mixnet_l,64,13.808491,9.078162,2.191015,14.508991,6.194209,3.285919,0.494267,58.068523,65.836378
cuda,mnasnet_100,128,4.306662,5.966316,1.503690,10.041938,4.286278,2.077504,0.212859,115.907136,121.571121
cuda,mobilenetv2_100,128,4.292298,6.382961,1.585212,10.031755,4.707883,1.843885,0.233112,64.033753,69.355721
cuda,mobilenetv3_large_100,128,4.652437,6.590880,1.439341,10.799407,4.927665,2.283270,0.250678,47.740555,53.687916
cuda,mobilevit_s,32,6.035347,15.957092,3.385463,25.686054,13.542476,6.745806,0.290934,192.329420,205.553843
cuda,nfnet_l0,64,6.253134,4.110682,1.472128,6.349832,2.842075,1.060467,0.256030,2.826250,6.660913
cuda,regnety_002,128,5.165411,5.397579,1.188395,8.790119,3.824357,1.573659,0.234627,65.053355,69.726750
cuda,repvgg_a2,128,4.954921,4.708435,1.093671,6.935880,3.107668,1.121602,0.191868,9.119616,12.529589
cuda,res2net101_26w_4s,64,27.722438,13.899931,3.720919,23.420481,12.481354,4.938097,1.405151,48.756265,62.291123
cuda,res2net50_14w_8s,2,21.220274,10.511486,3.194245,18.096489,8.970275,3.409498,0.750363,369.396238,380.425548
cuda,res2next50,2,7.663543,6.694447,1.914781,11.255897,5.191060,2.564157,0.346641,150.926852,157.545161
cuda,resmlp_12_224,128,2.732963,2.710342,0.616698,7.525654,1.693870,0.737785,0.111610,12.318089,17.798949
cuda,resnest101e,32,28.699731,11.836024,3.081554,20.358106,10.549842,4.176879,1.052062,112.028580,124.421821
cuda,rexnet_100,128,6.759963,8.625546,1.950544,15.744200,7.140454,2.629956,0.288953,171.890029,181.081970
cuda,sebotnet33ts_256,64,4.068918,10.223302,2.359330,15.726981,8.701456,2.996824,0.205784,73.381922,81.551189
cuda,selecsls42b,128,2.441373,5.150577,1.308796,9.804008,4.392654,1.912690,0.166943,14.043919,20.073901
cuda,spnasnet_100,128,5.738007,5.881863,1.564920,10.841430,5.005697,2.492469,0.281725,22.655028,29.283192
cuda,tf_efficientnet_b0,128,6.158850,6.522507,1.866910,11.849617,5.723895,2.258465,0.287737,41.441344,48.747840
cuda,tf_mixnet_l,64,14.263710,9.077525,2.236022,14.470590,7.072030,3.204410,0.503993,60.265128,68.040603
cuda,tinynet_a,128,7.856359,6.946072,1.804162,13.115527,6.328310,2.419076,0.350415,217.818267,225.920135
cuda,tnt_s_patch16_224,64,12.804148,7.058001,2.383559,11.728986,6.020404,2.216128,0.504509,24.679376,31.904236
cuda,twins_pcpvt_base,32,27.349348,10.013649,4.033405,17.737164,9.244277,3.387446,0.876601,207.672271,219.648252
cuda,visformer_small,128,2.492280,5.508070,1.299582,7.957754,3.169330,1.268136,0.180099,51.288029,55.119850
cuda,vit_base_patch16_224,64,3.008060,3.603481,0.998536,6.092547,2.119232,0.985039,0.160994,10.282392,13.842244
cuda,volo_d1_224,64,7.044875,7.377728,2.310826,11.733253,5.693610,2.727676,0.342172,20.800968,27.598675
cuda,xcit_large_24_p8_224,5,40.064655,15.027543,5.092960,23.357603,13.624303,4.937782,1.272018,82.089819,95.831993
