dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.375249
cuda,AlbertForQuestionAnswering,2,1.341995
cuda,AllenaiLongformerBase,1,11.452010
cuda,BartForCausalLM,2,9.821191
cuda,BartForConditionalGeneration,1,25.299267
cuda,BertForMaskedLM,64,5.023504
cuda,BertForQuestionAnswering,64,4.924674
cuda,BigBird,1,10.669290
cuda,BlenderbotSmallForCausalLM,64,4.784371
cuda,BlenderbotSmallForConditionalGeneration,32,11.777873
cuda,CamemBert,1,5.107891
cuda,DebertaForMaskedLM,4,6.867111
cuda,DebertaForQuestionAnswering,4,7.015664
cuda,DistilBertForMaskedLM,16,1.758464
cuda,DistilBertForQuestionAnswering,32,1.850275
cuda,DistillGPT2,1,1.429146
cuda,ElectraForCausalLM,1,5.013047
cuda,ElectraForQuestionAnswering,64,4.972699
cuda,GPT2ForSequenceClassification,4,3.660138
cuda,GoogleFnet,1,1.999566
cuda,LayoutLMForMaskedLM,16,5.378999
cuda,LayoutLMForSequenceClassification,16,5.276785
cuda,M2M100ForConditionalGeneration,2,25.205517
cuda,MBartForCausalLM,16,9.873658
cuda,MBartForConditionalGeneration,8,25.937331
cuda,MT5ForConditionalGeneration,2,6.437635
cuda,MegatronBertForCausalLM,2,16.273531
cuda,MegatronBertForQuestionAnswering,8,16.453101
cuda,MobileBertForMaskedLM,16,134.909238
cuda,MobileBertForQuestionAnswering,32,132.501281
cuda,OPTForCausalLM,4,4.663903
cuda,PLBartForCausalLM,16,3.125559
cuda,PLBartForConditionalGeneration,8,7.239642
cuda,PegasusForCausalLM,8,9.783784
cuda,PegasusForConditionalGeneration,4,25.599071
cuda,RobertaForCausalLM,4,5.024784
cuda,RobertaForQuestionAnswering,64,4.931508
cuda,Speech2Text2ForCausalLM,64,3.069967
cuda,T5ForConditionalGeneration,4,3.780737
cuda,T5Small,1,3.739924
cuda,TrOCRForCausalLM,8,9.674414
cuda,XGLMForCausalLM,1,14.962493
cuda,XLNetLMHeadModel,4,17.796130
cuda,YituTechConvBert,1,8.890253
