dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,23.594535,21.637674,18.676018,12.995390,1.637611,23.347634,2.979356,1.457245,0.147795,3.461996,7.735802,15.596449
cuda,AlbertForQuestionAnswering,4,21.662035,19.715709,16.750043,11.041129,1.613674,19.887933,2.951404,1.443671,0.144247,1.168880,3.729405,11.774339
cuda,BartForCausalLM,4,24.266011,20.896253,17.445697,11.573938,1.662776,18.168461,2.683063,1.738422,0.193551,3.515669,1.839294,11.950143
cuda,BartForConditionalGeneration,2,40.826670,33.680107,30.538832,14.576190,3.978339,22.165326,7.671324,3.815629,1.056181,0.736669,0.427185,13.028011
cuda,BertForMaskedLM,16,24.265469,20.175804,17.108355,10.246826,1.750623,18.226868,2.998488,1.658227,0.269003,0.552294,6.696982,10.449662
cuda,BertForQuestionAnswering,16,24.139884,20.109152,16.995839,10.177615,1.713969,16.474553,2.964281,1.599792,0.264663,0.193058,6.056550,8.368656
cuda,BlenderbotSmallForCausalLM,64,17.498720,15.059194,11.750002,7.748609,1.135164,15.057785,1.898882,1.191935,0.132420,3.478062,2.430268,12.041666
cuda,BlenderbotSmallForConditionalGeneration,64,29.265640,24.351810,21.054874,10.392982,2.673914,17.541803,5.396754,2.636189,0.559593,1.661728,2.319983,11.762729
cuda,CamemBert,16,24.242726,19.865301,16.769742,10.102892,1.719366,15.955132,2.981957,1.626227,0.266667,0.563800,5.040451,8.302782
cuda,DebertaForMaskedLM,4,28.650368,23.230942,20.167223,14.047644,1.717541,22.550657,3.148252,1.837834,0.263204,15.338674,3.432721,25.835151
cuda,DebertaForQuestionAnswering,8,28.535208,23.071370,20.033882,13.839289,1.709200,22.764671,3.125427,1.847799,0.259215,16.883752,3.125774,27.796097
