dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,38.457416,34.155966,29.797091,17.359526,4.992242,26.497579,8.735276,4.839268,0.558630,94.743481,14.480132
cuda,beit_base_patch16_224,64,22.093253,19.507086,14.862061,9.557625,1.535875,16.168313,3.624310,1.775620,0.237633,2.890472,8.304520
cuda,botnet26t_256,128,26.160576,23.955240,19.652059,14.845962,2.509491,21.710913,6.020491,2.649173,0.128736,52.148538,9.509143
cuda,cait_m36_384,4,48.208229,39.345161,36.010978,16.721500,5.860062,32.680552,12.725898,6.666942,1.909544,20.423323,22.349107
cuda,coat_lite_mini,128,25.574267,23.269045,18.693451,13.410807,2.321016,26.223933,6.886176,2.741017,0.209325,38.347654,15.277314
cuda,convit_base,64,23.831681,21.157549,16.548131,10.424387,2.111488,18.930918,4.478166,2.181554,0.260235,9.173584,10.782089
cuda,convmixer_768_32,32,21.899153,20.441410,15.774433,7.383105,2.605149,13.473481,2.790854,1.792210,0.264407,9.161237,2.255657
cuda,convnext_base,64,25.536932,21.153607,16.689104,9.940537,3.217379,21.279180,4.759096,2.493844,0.452892,15.334437,14.757596
cuda,crossvit_9_240,128,29.039977,25.185084,20.561736,11.645456,2.797607,24.510088,5.995571,3.071529,0.389704,33.491330,15.894425
cuda,cspdarknet53,64,28.898890,24.635625,21.077971,11.609395,3.184639,18.493533,4.556102,2.434976,0.325325,51.710154,10.328624
cuda,deit_base_distilled_patch16_224,64,18.610130,16.441743,12.870695,8.315542,1.231321,15.201980,2.787950,1.507617,0.191970,3.569258,8.470637
cuda,dla102,128,36.218343,32.035802,28.559681,14.287570,5.197106,21.394326,7.177154,3.511665,0.531590,39.476511,12.694087
cuda,dm_nfnet_f0,128,25.335462,20.477913,17.015957,8.750572,3.423620,17.026941,4.648802,2.086992,0.259359,27.438421,12.201621
cuda,dpn107,32,45.040548,37.670778,34.000352,16.972650,5.366568,25.856068,7.259352,4.031284,0.525300,29.621127,15.159055
cuda,eca_botnext26ts_256,128,26.919758,24.270996,20.714183,15.085287,2.774292,21.905235,6.164376,2.421339,0.149374,61.813712,9.752368
cuda,ese_vovnet19b_dw,128,17.459985,15.719742,12.177209,8.787410,1.525720,14.695810,3.164705,1.469974,0.106873,48.687484,7.529678
cuda,fbnetc_100,128,28.414099,24.841995,20.372213,12.398675,3.122586,18.857148,4.520331,2.325436,0.280593,92.576373,9.807386
cuda,fbnetv3_b,128,42.014035,35.898730,31.265404,16.922717,5.961920,25.611013,7.320577,3.805269,0.631613,99.564080,15.057883
cuda,gernet_l,128,24.612146,21.000919,16.529952,9.377141,2.608268,14.624461,2.933327,1.725359,0.218153,45.112425,8.056896
cuda,ghostnet_100,128,39.511428,33.892457,29.280300,17.147022,4.689994,28.703832,7.269497,3.887805,0.466702,169.935639,16.578325
cuda,gluon_inception_v3,128,37.795959,33.516793,29.346041,17.137137,4.904909,26.696690,8.591825,5.245902,0.549608,97.976487,14.810562
cuda,gluon_xception65,32,40.580253,35.032874,30.824317,14.206686,5.019109,20.775406,7.038703,3.234079,0.676723,29.069728,12.053259
cuda,gmixer_24_224,128,24.087946,20.400340,16.951282,9.305765,1.996624,17.905668,5.241538,2.569336,0.381207,6.110816,10.796399
cuda,gmlp_s16_224,128,26.848309,23.398078,18.796205,11.130950,2.678273,21.511855,5.017322,2.647470,0.374944,12.484966,13.274868
cuda,hrnet_w18,128,96.369682,88.488245,84.870126,39.193053,15.695372,54.734083,25.091249,11.198133,4.807653,86.721269,33.602553
