dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.2302,385.8574,0.8829
cuda,beit_base_patch16_224,64,1.2855,74.7182,1.0097
cuda,botnet26t_256,128,0.6385,525.6480,0.6615
cuda,cait_m36_384,2,2.3142,290.8927,0.8081
cuda,coat_lite_mini,128,1.5300,591.0094,0.8328
cuda,convit_base,32,1.4040,161.7840,1.0309
cuda,convmixer_768_32,32,0.8983,73.5333,0.9513
cuda,convnext_base,32,0.7498,359.4631,0.9564
cuda,crossvit_9_240,64,1.6279,282.5118,0.7934
cuda,cspdarknet53,64,0.9021,462.2021,0.8130
cuda,deit_base_distilled_patch16_224,64,1.2869,75.4263,0.8911
cuda,dla102,64,1.0037,471.0122,0.9969
cuda,dm_nfnet_f0,128,1.2806,115.8439,1.0614
cuda,dpn107,32,0.8969,1217.6839,0.8700
cuda,eca_botnext26ts_256,64,0.7420,795.1044,0.8534
cuda,eca_halonext26ts,64,0.7011,482.7002,1.0888
cuda,ese_vovnet19b_dw,128,0.7183,324.5284,0.8269
cuda,fbnetc_100,128,0.7503,561.7668,0.7104
cuda,fbnetv3_b,128,0.9840,628.1691,0.8647
cuda,gernet_l,128,0.7845,236.2008,0.7238
cuda,ghostnet_100,128,1.8714,682.6303,0.8329
cuda,gluon_inception_v3,128,1.2192,181.4554,0.8829
cuda,gluon_xception65,32,0.6086,299.1182,0.8713
cuda,gmixer_24_224,64,1.6850,127.9428,1.2587
cuda,gmlp_s16_224,64,1.4274,137.9361,1.2405
cuda,hrnet_w18,2,4.8554,1335.9117,0.5746
cuda,inception_v3,128,1.1610,188.3471,0.8829
cuda,jx_nest_base,32,1.4568,292.2664,0.8000
cuda,lcnet_050,128,1.5851,218.1046,0.7050
cuda,mixer_b16_224,64,1.3053,85.4161,0.9225
cuda,mixnet_l,64,1.0913,755.6059,0.8601
cuda,mnasnet_100,128,0.9873,388.1856,0.7730
cuda,mobilenetv2_100,128,0.8611,347.8093,0.8963
cuda,mobilenetv3_large_100,128,0.9124,305.6073,0.8886
cuda,mobilevit_s,32,1.0725,866.3209,1.0078
cuda,nfnet_l0,64,1.6068,361.8579,0.9130
cuda,pit_b_224,64,1.3627,161.3686,0.9856
cuda,pnasnet5large,16,1.0268,1163.1213,1.1265
cuda,poolformer_m36,64,1.2154,266.8697,0.9797
cuda,regnety_002,128,1.5147,353.9060,0.6975
cuda,repvgg_a2,128,0.8335,117.3780,0.5572
cuda,res2net101_26w_4s,64,0.8776,395.0089,0.7834
cuda,res2net50_14w_8s,2,5.4677,928.2062,0.5927
cuda,res2next50,2,4.5511,479.3890,0.6012
cuda,resmlp_12_224,128,1.4415,86.2363,0.8450
cuda,resnest101e,32,1.4080,629.5917,0.9292
cuda,rexnet_100,128,0.6808,963.7513,1.0010
cuda,sebotnet33ts_256,64,0.7063,553.5012,0.7449
cuda,selecsls42b,128,0.8944,234.3300,0.8659
cuda,spnasnet_100,128,0.8965,198.4862,0.8599
cuda,swin_base_patch4_window7_224,64,1.5371,361.6558,0.7676
cuda,swsl_resnext101_32x16d,32,0.6356,191.4235,0.8523
cuda,tf_efficientnet_b0,128,0.8250,382.4551,0.9190
cuda,tf_mixnet_l,64,1.0629,464.9684,0.9291
cuda,tinynet_a,128,0.8526,670.1545,1.1632
cuda,tnt_s_patch16_224,64,2.0033,168.2284,1.0587
cuda,twins_pcpvt_base,32,2.5585,757.3713,0.9553
cuda,visformer_small,128,1.0813,331.8432,0.9342
cuda,vit_base_patch16_224,64,1.1986,59.3368,0.8916
cuda,volo_d1_224,64,1.6636,188.4197,1.0378
cuda,xcit_large_24_p8_224,5,2.2223,328.7567,0.8489
