dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,5.365176,63.805547,1.947385,73.341203,3.890746,1.393384,0.286040,0.000017,11.616913
cuda,Background_Matting,4,4.764445,39.035305,1.278992,81.555558,4.816215,1.972422,0.203972,19.185666,63.077910
cuda,LearningToPaint,96,1.239855,41.768612,0.571070,76.686238,1.676057,0.599334,0.075701,20.492513,56.022791
cuda,Super_SloMo,6,2.914873,37.088528,1.342640,60.873326,4.435976,1.661198,0.107827,0.398816,25.607116
cuda,alexnet,128,0.220565,8.168133,0.127468,16.013764,0.438095,0.190107,0.013948,0.142964,8.123521
cuda,attention_is_all_you_need_pytorch,256,4.866657,71.690799,2.054767,92.730491,3.793331,1.631923,0.338214,19.702543,42.930795
cuda,dcgan,32,0.215456,6.250731,0.117886,11.280203,0.182581,0.073402,0.012302,0.121182,5.277186
cuda,demucs,4,0.818808
cuda,densenet121,4,15.114573,223.145388,3.673630,349.849653,14.692564,4.578125,0.737685,63.144065,193.802209
cuda,drq,1,0.317370,8.860189,0.090522,15.745857,0.146021,0.067682,0.014080,0.302647,7.290026
cuda,fastNLP_Bert,6,5.471536,60.374699,1.539411,74.406096,4.068073,1.512913,0.285814,12.774536,28.467096
cuda,functorch_dp_cifar10,64,0.860635,26.551673,0.639569,57.248800,2.406721,0.661309,0.072182,42.863615,74.248698
cuda,hf_Albert,8,1.607823,10.717000,1.526247,27.581087,2.504739,1.008856,0.142297,23.840748,42.326955
cuda,hf_Bart,4,7.979513,35.325863,1.841729,71.871633,4.827176,1.744617,0.387513,20.659019,59.199936
cuda,hf_Bert,4,5.562125,25.094645,1.472230,36.890093,3.448859,1.332277,0.282430,1.838877,15.224699
cuda,hf_BigBird,2,12.919710,9.170580,1.366643,19.496768,2.606100,1.207557,0.213507,9.880812,21.702187
cuda,hf_DistilBert,8,1.978830,14.294837,1.047503,26.450537,1.693240,0.726426,0.119996,8.631373,21.896927
cuda,hf_GPT2,4,4.124255,52.907276,1.381391,65.876288,3.196996,1.278297,0.230362,10.428951,24.882772
cuda,hf_Reformer,4,3.623603,26.218172,0.564695,31.024467,1.214695,0.607627,0.063711,10.090221,15.520333
cuda,hf_T5,8,4.628203,57.691360,1.549063,95.111724,4.133042,1.421568,0.273679,12.531393,51.635333
cuda,hf_T5_large,2,39.185329,252.461383,6.708808,913.224611,20.499909,5.602600,2.092527,24.511640,692.532458
cuda,lennard_jones,1000,0.150275,2.350499,0.055461,4.236482,0.070166,0.040673,0.006397,0.113896,2.060739
cuda,mnasnet1_0,32,3.929869,97.229454,1.404728,219.099191,4.955395,1.793995,0.229931,346.681217,470.064663
cuda,mobilenet_v2,96,3.945179,95.520150,1.583215,222.632484,5.806056,2.037731,0.263506,218.520644,347.329143
cuda,mobilenet_v3_large,32,4.380064,109.537616,1.561258,223.769330,5.274207,2.000808,0.258694,266.822334,382.724967
cuda,nvidia_deeprecommender,256,0.236303,3.223433,0.081694,7.609163,0.117216,0.057365,0.009730,1.581709,6.056293
cuda,pytorch_CycleGAN_and_pix2pix,1,0.964363,11.035420,0.602805,21.788890,1.721124,0.742848,0.073089,0.254666,11.660726
cuda,pytorch_stargan,16,1.025775,7.605181,0.458667,25.122923,0.815612,0.303704,0.052646,99.850665,117.867785
cuda,pytorch_struct,200,0.383867,7.286323,0.156399,21.310848,0.231645,0.126295,0.022154,82.146137,96.340391
cuda,pytorch_unet,1,1.436898,23.551252,0.554252,41.575438,1.855897,0.636919,0.070606,0.252640,18.873744
cuda,resnet18,16,1.159369,30.639432,0.601727,59.662267,2.005766,0.716016,0.072345,43.490919,73.154926
cuda,resnet50,32,4.072091,41.277393,1.349174,168.579063,4.659213,1.754808,0.234463,85.031347,213.786311
cuda,resnext50_32x4d,8,4.053980,59.527961,1.234811,165.957169,4.138388,1.725267,0.218203,197.555819,305.326996
cuda,shufflenet_v2_x1_0,128,4.509161,73.929401,1.680162,144.560452,5.541901,2.342286,0.315298,79.276844,151.702641
cuda,soft_actor_critic,256,0.174510,3.572455,0.054755,7.271407,0.069247,0.036596,0.006316,0.331845,4.092230
cuda,squeezenet1_1,32,0.688705,42.577915,0.244440,74.052673,0.917928,0.510856,0.045258,139.704239,171.442173
cuda,timm_efficientdet,1,55.742686,211.355902,6.446040,402.878627,20.324343,5.843554,1.383892,415.679420,614.123229
cuda,timm_efficientnet,32,6.547896,94.689626,1.786820,206.539072,6.141700,2.304928,0.311163,84.025196,198.055843
cuda,timm_nfnet,128,7.322511,78.403586,2.520415,157.113949,6.402205,2.563961,0.272382,56.211235,137.645518
cuda,timm_regnet,32,9.147640,56.746406,1.667477,143.125171,5.445457,2.040734,0.382716,42.772454,130.978820
cuda,timm_resnest,32,1.715478,65.136558,0.897711,125.683451,3.762344,1.711940,0.108205,68.866263,130.365340
cuda,timm_vision_transformer,8,3.203426,19.512004,1.326771,45.550227,2.939869,1.525570,0.200361,78.283363,105.742526
cuda,timm_vision_transformer_large,8,24.049907,25.903716,3.740248,64.220319,10.723662,3.731919,1.123519,53.371634,95.746820
cuda,timm_vovnet,32,3.400942,53.843314,1.131228,115.288222,4.074650,1.574537,0.166437,22.491828,85.153376
