dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.9954,386.7460,1.4386,1.0000
cuda,AlbertForQuestionAnswering,4,0.9960,384.9588,1.5101,0.9980
cuda,AllenaiLongformerBase,4,0.9834,253.0926,9.5921,0.7826
cuda,BartForCausalLM,4,0.9888,125.2846,3.7312,1.0000
cuda,BartForConditionalGeneration,2,0.9848,153.6876,10.9592,1.0000
cuda,BertForMaskedLM,16,0.9823,137.4662,4.5669,1.0000
cuda,BertForQuestionAnswering,16,0.9792,113.7671,4.5287,0.9978
cuda,BlenderbotForCausalLM,4,0.8865,106.3851,7.8547,1.0007
cuda,BlenderbotSmallForCausalLM,64,0.9768,66.9378,2.6085,1.0000
cuda,BlenderbotSmallForConditionalGeneration,64,0.9706,124.9312,6.4883,1.0000
cuda,CamemBert,16,0.9829,138.6887,4.6981,1.0000
cuda,DebertaForMaskedLM,4,0.8679,70.3006,5.4012,0.9751
cuda,DebertaForQuestionAnswering,8,0.9749,84.2960,5.4772,0.9614
cuda,DebertaV2ForMaskedLM,1,0.7970,110.8666,11.8868,0.9877
cuda,DebertaV2ForQuestionAnswering,2,0.8263,129.2497,11.9160,0.9762
cuda,DistilBertForMaskedLM,128,0.9910,123.6926,1.8049,1.0000
cuda,DistilBertForQuestionAnswering,256,0.9935,145.8606,1.7737,1.0000
cuda,DistillGPT2,16,0.9928,121.9833,1.6274,1.0000
cuda,ElectraForCausalLM,32,0.9755,109.9880,4.7177,0.9989
cuda,ElectraForQuestionAnswering,64,0.9752,131.1164,4.5314,0.9977
cuda,GPT2ForSequenceClassification,4,0.9827,104.4827,3.1948,1.0000
cuda,GoogleFnet,16,0.9895,102.9491,2.1609,0.9979
cuda,LayoutLMForMaskedLM,16,0.9819,139.8282,4.6593,0.9984
cuda,LayoutLMForSequenceClassification,16,0.9794,116.1668,4.6273,0.9979
cuda,M2M100ForConditionalGeneration,16,1.0219,114.8383,10.4173,0.9874
cuda,MBartForCausalLM,4,0.9874,125.4465,3.7315,1.0000
cuda,MBartForConditionalGeneration,2,0.9845,153.9834,11.0385,1.0000
cuda,MT5ForConditionalGeneration,16,0.9931,90.0249,6.0746,0.9923
cuda,MegatronBertForCausalLM,4,0.9805,105.3801,9.6850,1.0000
cuda,MegatronBertForQuestionAnswering,8,0.9780,177.0933,9.6129,0.9990
cuda,MobileBertForMaskedLM,64,1.0218,118.4605,11.1703,0.9983
cuda,MobileBertForQuestionAnswering,128,1.0208,144.7864,11.1701,0.9968
cuda,OPTForCausalLM,2,0.9871,172.1579,3.5562,0.9999
cuda,PLBartForCausalLM,8,0.9913,119.7393,1.8107,1.0000
cuda,PLBartForConditionalGeneration,4,0.9752,125.6415,4.7152,0.9999
cuda,PegasusForCausalLM,32,0.9828,87.5960,3.7419,0.9577
cuda,PegasusForConditionalGeneration,32,0.9982,173.1297,3.4520,0.9979
cuda,RobertaForCausalLM,16,0.9827,145.6837,4.5288,1.0000
cuda,RobertaForQuestionAnswering,16,0.9789,114.0030,4.4819,0.9978
cuda,Speech2Text2ForCausalLM,256,0.9808,65.8504,1.8523,0.9578
cuda,T5ForConditionalGeneration,4,0.9841,106.6270,4.1619,0.9789
cuda,T5Small,4,0.9806,106.5112,4.1917,0.9789
cuda,TrOCRForCausalLM,32,0.9933,169.1383,3.6839,1.0000
cuda,XGLMForCausalLM,8,0.9719,83.2780,7.8082,0.9818
cuda,XLNetLMHeadModel,8,0.9914,375.9859,9.6200,1.0000
cuda,YituTechConvBert,16,0.9786,159.9119,6.7499,0.9983
