dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.310914,10.695012,4.070193,2.055777,8.855456,3.312908,1.180423,0.148709,1.308345,8.240446,0.810338
cuda,AlbertForQuestionAnswering,4,12.269408,10.654214,4.067604,2.020586,8.782045,3.291362,1.162664,0.142603,0.929887,7.755756,0.411785
cuda,AllenaiLongformerBase,4,133.182591,125.837262,109.198071,7.543760,115.107802,92.705552,4.789215,0.429376,23.131284,0.671138,36.978766
cuda,BartForCausalLM,4,14.660688,13.168107,6.291652,1.941446,9.620660,3.215357,1.434525,0.275276,2.068286,2.246264,7.435026
cuda,BartForConditionalGeneration,2,36.792515,32.687147,14.902398,5.772352,20.710412,9.227321,3.681932,1.043019,0.996928,1.229608,12.833326
cuda,BertForMaskedLM,16,14.340386,12.366636,5.307999,2.080383,8.164057,3.677943,1.557227,0.297306,1.774915,6.812549,1.417664
cuda,BertForQuestionAnswering,16,14.326978,12.332579,5.243799,2.081772,7.952424,3.655720,1.551961,0.294651,1.398225,6.290986,1.013272
cuda,BlenderbotSmallForCausalLM,64,9.590963,8.566097,3.882693,1.510237,6.132383,2.120594,1.046959,0.171250,2.896271,6.726370,2.520406
cuda,BlenderbotSmallForConditionalGeneration,64,23.934483,21.144633,9.595614,3.678789,13.916146,5.870228,2.650952,0.593994,2.008994,1.900576,10.175174
cuda,CamemBert,16,14.855496,12.673408,5.236720,2.084558,8.042239,3.672196,1.537340,0.295290,0.715277,5.706161,0.340434
cuda,DebertaForMaskedLM,4,29.867283,23.979826,15.634009,3.168589,19.661747,4.844083,2.364651,0.356818,16.105921,0.909078,23.562057
cuda,DebertaForQuestionAnswering,8,29.797060,23.763801,15.054704,3.168873,18.961885,4.875624,2.367401,0.359152,16.325865,1.840066,23.656440
cuda,DebertaV2ForMaskedLM,1,43.026744,33.016256,18.572255,3.920556,24.041552,6.082635,3.312343,0.648037,35.942972,1.523264,45.754721
cuda,DebertaV2ForQuestionAnswering,2,43.521542,33.271343,18.574753,4.535469,24.117164,6.970770,3.660826,0.635020,36.109158,0.591005,46.614981
cuda,DistilBertForMaskedLM,128,7.886787,7.118116,3.427418,1.083586,5.421928,1.878164,0.819739,0.124178,1.429921,4.560505,1.138050
cuda,DistilBertForQuestionAnswering,256,7.886545,7.099328,3.385055,1.074274,5.346798,1.909524,0.823014,0.119634,0.815837,3.904645,0.549294
cuda,DistillGPT2,16,8.380710,7.482723,4.213674,1.199206,6.200466,1.871188,0.805901,0.112743,2.187693,2.374748,5.422060
cuda,ElectraForCausalLM,32,16.147763,14.133025,7.120036,2.071076,10.735123,3.815991,1.613856,0.297010,3.139882,2.540200,8.931683
cuda,ElectraForQuestionAnswering,64,15.038121,12.860488,5.323004,2.085936,8.081562,3.688282,1.541240,0.299430,1.609918,6.555701,1.246899
cuda,GPT2ForSequenceClassification,4,13.780482,11.976966,5.629968,2.300403,8.184464,3.253900,1.458641,0.254568,1.794334,6.948375,1.397085
cuda,LayoutLMForMaskedLM,16,14.737850,12.482073,5.317019,2.101608,8.229197,3.735401,1.556852,0.301151,1.788604,6.905586,1.437768
cuda,LayoutLMForSequenceClassification,16,14.835485,12.541591,5.349362,2.102901,9.622679,4.452777,1.787372,0.372513,6.325577,12.803706,5.867362
cuda,M2M100ForConditionalGeneration,16,33.483472,29.456425,13.176619,4.682454,21.597300,8.652213,3.770493,0.792174,4.681579,11.491487,18.025158
cuda,MBartForCausalLM,4,15.191179,13.644292,6.742483,2.061540,10.059840,3.380095,1.481677,0.294611,2.198632,2.541613,7.911779
cuda,MBartForConditionalGeneration,2,35.706223,31.483808,13.592132,5.913047,20.413632,9.597918,3.780792,1.155899,1.018985,0.592788,14.016365
cuda,MT5ForConditionalGeneration,16,25.361691,21.460954,9.402231,3.644021,16.039038,6.730999,2.294091,0.483040,3.843844,19.784557,14.315833
cuda,MegatronBertForCausalLM,4,27.498984,23.715768,9.938435,4.819319,14.936750,7.567997,3.138403,0.869970,1.136911,11.160899,0.402436
cuda,MegatronBertForQuestionAnswering,8,27.674371,23.860603,9.953039,4.792809,15.070600,7.707756,3.088655,0.860581,1.363945,11.497417,0.513898
cuda,MobileBertForMaskedLM,64,45.625691,37.306285,11.333009,7.822304,24.649199,13.432091,5.419017,2.938834,3.082682,24.619876,1.711656
cuda,MobileBertForQuestionAnswering,128,46.010199,37.601822,11.313077,8.277313,25.723138,13.791994,5.871073,3.222888,2.633371,25.719050,0.998249
cuda,OPTForCausalLM,2,14.616896,13.076117,6.556664,2.262140,9.953606,3.846294,1.672065,0.279106,2.335511,2.920304,8.118802
cuda,PLBartForCausalLM,8,9.287103,8.467180,4.802448,1.066506,7.085020,1.869640,0.808038,0.119505,1.360218,1.541030,4.760079
cuda,PLBartForConditionalGeneration,4,19.415345,17.344630,7.949058,2.952803,12.144125,4.541219,2.316240,0.417309,2.543224,2.583402,9.822451
cuda,PegasusForCausalLM,32,15.050071,13.300296,6.501257,2.079518,10.672914,3.475993,1.580310,0.307227,2.591312,2.369490,8.942909
cuda,PegasusForConditionalGeneration,32,33.775852,29.802332,12.444397,5.310228,20.355284,8.866588,3.917614,0.862073,2.272853,0.653873,15.753042
cuda,RobertaForCausalLM,16,15.467269,13.346018,6.073395,2.098273,8.719529,3.778457,1.581826,0.295374,0.729013,0.701586,5.574271
cuda,RobertaForQuestionAnswering,16,14.375064,12.349319,5.245504,2.043747,7.670057,3.628831,1.538882,0.292485,0.409735,4.978826
cuda,Speech2Text2ForCausalLM,256,9.435538,8.561751,5.186449,0.946671,7.653834,1.537361,0.770504,0.116567,1.644610,1.347177,5.110941
cuda,T5ForConditionalGeneration,4,17.982911,15.315821,7.338081,2.658725,11.091082,4.312702,1.648870,0.298676,3.112619,6.521174,9.652650
cuda,T5Small,4,18.786973,15.896342,7.304605,2.738789,11.081470,4.390082,1.652702,0.298677,3.063814,6.469921,9.709021
cuda,TrOCRForCausalLM,32,14.799243,13.309312,6.431687,1.952192,10.029930,3.336474,1.517533,0.287645,1.297666,1.347806,6.944374
cuda,XGLMForCausalLM,8,29.729145,26.468509,11.873178,4.801144,18.790940,7.837151,3.124712,0.827336,4.549267,31.984917,16.488565
cuda,XLNetLMHeadModel,8,116.967295,112.324789,91.895725,8.179944,96.414719,86.923259,3.492107,0.845850,7.980451,13.009501
cuda,YituTechConvBert,16,22.365056,19.527198,8.729778,3.616514,14.544518,5.977452,2.364000,0.497319,6.090394,8.193471,15.683970
