dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.9961
cuda,beit_base_patch16_224,64,0.9794
cuda,botnet26t_256,128,0.9980
cuda,cait_m36_384,2,0.7260
cuda,coat_lite_mini,128,0.9956
cuda,convit_base,32,0.9964
cuda,convmixer_768_32,32,0.9989
cuda,convnext_base,32,0.8310
cuda,crossvit_9_240,64,0.8526
cuda,cspdarknet53,64,0.9951
cuda,deit_base_distilled_patch16_224,64,0.9948
cuda,densenet121,64,0.9212
cuda,dla102,64,0.9803
cuda,dm_nfnet_f0,128,0.9974
cuda,dpn107,32,0.9928
cuda,eca_botnext26ts_256,64,0.8255
cuda,eca_halonext26ts,64,0.8302
cuda,ecaresnet101d,64,0.9235
cuda,ese_vovnet19b_dw,128,0.9970
cuda,fbnetc_100,128,0.9946
cuda,fbnetv3_b,128,0.9785
cuda,gernet_l,128,0.9968
cuda,ghostnet_100,128,0.9416
cuda,gluon_inception_v3,128,0.9963
cuda,gluon_senet154,32,0.8774
cuda,gluon_xception65,32,0.9936
cuda,gmixer_24_224,64,0.7382
cuda,gmlp_s16_224,64,0.9841
cuda,hardcorenas_a,128,0.9944
cuda,hrnet_w18,2,0.8797
cuda,inception_v3,128,0.9965
cuda,jx_nest_base,32,0.9933
cuda,lcnet_050,128,0.9622
cuda,legacy_senet154,32,0.8744
cuda,mixer_b16_224,64,0.9933
cuda,mixnet_l,64,0.8725
cuda,mnasnet_100,128,0.9949
cuda,mobilenetv2_100,128,0.9930
cuda,mobilenetv3_large_100,128,0.9808
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,16,0.9531
cuda,nfnet_l0,0,0.0000
cuda,pit_b_224,64,0.9965
cuda,pnasnet5large,16,0.9437
cuda,poolformer_m36,64,0.9984
cuda,regnety_002,128,0.9189
cuda,repvgg_a2,128,0.9957
cuda,res2net101_26w_4s,64,0.9166
cuda,res2net50_14w_8s,2,0.8341
cuda,res2next50,2,0.8483
cuda,resmlp_12_224,128,0.9959
cuda,resnest101e,32,0.8733
cuda,resnet18,128,0.9954
cuda,rexnet_100,128,0.8631
cuda,sebotnet33ts_256,64,0.8630
cuda,selecsls42b,128,0.9958
cuda,spnasnet_100,128,0.9949
cuda,swin_base_patch4_window7_224,64,0.9579
cuda,swsl_resnext101_32x16d,32,0.9955
cuda,tf_efficientnet_b0,128,0.8337
cuda,tf_mixnet_l,64,0.8877
cuda,tinynet_a,128,0.8209
cuda,tnt_s_patch16_224,64,0.9949
cuda,twins_pcpvt_base,32,0.7686
cuda,visformer_small,128,1.0040
cuda,vit_base_patch16_224,64,0.9958
cuda,volo_d1_224,64,0.9953
cuda,xcit_large_24_p8_224,5,0.7372
