dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.364548,4.675944
cuda,beit_base_patch16_224,64,1.383996,3.056798
cuda,botnet26t_256,128,1.176389,2.032443
cuda,cait_m36_384,2,3.716078,12.735941
cuda,convmixer_768_32,32,1.087296,3.047926
cuda,convnext_base,32,1.620713,4.205191
cuda,crossvit_9_240,64,1.615407,4.710514
cuda,cspdarknet53,64,1.666420,3.162062
cuda,deit_base_distilled_patch16_224,64,1.103040,2.436582
cuda,densenet121,64,2.938458,7.540990
cuda,dla102,64,1.558004,5.300685
cuda,dm_nfnet_f0,128,2.197225,4.332404
cuda,dpn107,32,2.933451,6.896629
cuda,eca_botnext26ts_256,64,1.124452,2.379440
cuda,eca_halonext26ts,64,1.341964,2.600046
cuda,ecaresnet101d,64,2.080605,6.912059
cuda,ese_vovnet19b_dw,128,0.888314,1.541420
cuda,fbnetc_100,128,1.485721,2.799908
cuda,fbnetv3_b,128,2.461183,4.572225
cuda,gernet_l,128,1.455296,2.658338
cuda,ghostnet_100,128,1.321409,4.527169
cuda,gluon_inception_v3,128,1.338582,4.657787
cuda,gluon_senet154,32,3.363243,12.162987
cuda,gluon_xception65,32,1.752259,5.436587
cuda,gmixer_24_224,64,1.482564,4.484365
cuda,gmlp_s16_224,64,1.411027,3.649414
cuda,hardcorenas_a,128,1.123804,1.890737
cuda,hrnet_w18,2,5.316106,18.225679
cuda,inception_v3,128,1.366786,4.726631
cuda,lcnet_050,128,0.927180,1.145697
cuda,legacy_senet154,32,2.992057,12.374756
cuda,mixer_b16_224,64,0.939242,1.699006
cuda,mixnet_l,64,3.943570,5.886393
cuda,mnasnet_100,128,1.325735,2.157938
cuda,mobilenetv2_100,128,1.319188,1.968781
cuda,mobilenetv3_large_100,128,1.340704,2.364698
cuda,mobilevit_s,32,1.539778,3.634695
cuda,nasnetalarge,16,5.457590,20.620475
cuda,nfnet_l0,64,1.918082,4.575730
cuda,pnasnet5large,16,4.323648,14.672734
cuda,poolformer_m36,64,2.001899,5.404161
cuda,regnety_002,128,1.314341,2.990029
cuda,repvgg_a2,128,1.404851,2.054843
cuda,res2net101_26w_4s,64,2.736451,9.982162
cuda,res2net50_14w_8s,2,2.377963,9.076382
cuda,res2next50,2,1.493743,4.566084
cuda,resmlp_12_224,128,0.883070,1.612175
cuda,resnest101e,32,3.058547,9.688297
cuda,resnet18,128,0.600335,0.847602
cuda,rexnet_100,128,1.507631,3.441669
cuda,sebotnet33ts_256,64,1.568706,3.282723
cuda,selecsls42b,128,0.806161,1.898636
cuda,spnasnet_100,128,1.454051,2.743863
cuda,swin_base_patch4_window7_224,64,3.009859,7.449763
cuda,swsl_resnext101_32x16d,32,1.513940,5.103159
cuda,tf_efficientnet_b0,128,1.472235,3.469997
cuda,tf_mixnet_l,64,4.273655,6.044557
cuda,tinynet_a,128,1.639667,4.062644
cuda,tnt_s_patch16_224,64,2.029753,6.704196
cuda,visformer_small,128,1.017315,2.362420
cuda,vit_base_patch16_224,64,1.089374,2.408078
cuda,volo_d1_224,64,1.633514,4.986380
