dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,BERT_pytorch,16,1,1,543,543,1.0000,0.9981,3.0094
cuda,Background_Matting,1,1,1,184,184,1.0000,0.9978,0.6121
cuda,LearningToPaint,96,1,1,72,72,1.0000,0.9942,0.4697
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1,1,23,23,1.0000,0.9901,0.3403
cuda,attention_is_all_you_need_pytorch,32,1,1,581,581,1.0000,0.9981,2.3074
cuda,dcgan,256,1,1,14,14,1.0000,0.9872,0.3299
cuda,demucs,8,1,1,70,70,1.0000,0.9976,0.5871
cuda,densenet121,64,1,1,432,432,1.0000,0.9988,3.5110
cuda,detectron2_maskrcnn,2,122,120,1239,1778,0.6969,0.7045,4.9637
cuda,dlrm,0,0.0000
cuda,drq,1,1,1,26,26,1.0000,0.9903,0.3752
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,1,6,6,479,549,0.8725,0.9105,4.2607
cuda,hf_Albert,1,1,1,470,470,1.0000,0.9976,1.6382
cuda,hf_Bart,1,1,1,658,658,1.0000,0.9980,3.2500
cuda,hf_Bert,1,1,1,399,399,1.0000,0.9967,4.5612
cuda,hf_BigBird,1,64,75,5437,5516,0.9857,0.9687,7.5761
cuda,hf_DistilBert,1,1,1,238,238,1.0000,0.9941,0.8498
cuda,hf_GPT2,1,1,1,720,720,1.0000,0.9977,3.8471
cuda,hf_Longformer,1,4,4,3311,3313,0.9994,0.9951,9.5160
cuda,hf_Reformer,1,7,7,591,603,0.9801,0.9909,2.9616
cuda,hf_T5,1,1,1,859,859,1.0000,0.9976,6.9859
cuda,maml,1,23,23,749,1190,0.6294,0.5857,9.7208
cuda,maml_omniglot,1,1,1,15,15,1.0000,0.9878,0.3613
cuda,mnasnet1_0,32,1,1,153,153,1.0000,0.9969,0.6336
cuda,mobilenet_v2,16,1,1,154,154,1.0000,0.9967,0.6349
cuda,mobilenet_v3_large,32,1,1,188,189,0.9947,0.9975,0.8174
cuda,moco,32,11,7,0,-5,0.0000,0.0000,2.0951
cuda,nvidia_deeprecommender,256,1,1,14,14,1.0000,0.9824,0.3424
cuda,opacus_cifar10,64,1,1,70,70,1.0000,0.9937,2.5131
cuda,pyhpc_equation_of_state,1048576,1,1,373,373,1.0000,0.9942,0.5596
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,1048576,1,1,1926,1927,0.9995,0.9977,1.3191
cuda,pytorch_CycleGAN_and_pix2pix,1,1,1,92,92,1.0000,0.9965,0.4641
cuda,pytorch_stargan,16,1,1,57,57,1.0000,0.9963,0.4620
cuda,pytorch_struct,200,1,1,46,46,1.0000,0.9885,0.3728
cuda,pytorch_unet,1,1,1,72,72,1.0000,0.9963,0.5549
cuda,resnet18,8,1,1,70,70,1.0000,0.9946,0.4634
cuda,resnet50,32,1,1,176,176,1.0000,0.9973,0.7759
cuda,resnext50_32x4d,8,1,1,176,176,1.0000,0.9973,0.7914
cuda,shufflenet_v2_x1_0,64,1,1,248,248,1.0000,0.9976,0.8917
cuda,soft_actor_critic,256,1,1,13,13,1.0000,0.9828,0.2977
cuda,speech_transformer,1,4,4,1091,1201,0.9084,0.9338,2.9347
cuda,squeezenet1_1,16,1,1,67,67,1.0000,0.9929,0.4434
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,128,1,1,1185,1186,0.9992,0.3761,101.6407
cuda,timm_efficientnet,64,1,1,240,240,1.0000,0.9979,2.7620
cuda,timm_nfnet,128,1,1,590,590,1.0000,0.9985,8.8613
cuda,timm_regnet,32,1,1,447,447,1.0000,0.9988,10.5964
cuda,timm_resnest,32,1,1,131,131,1.0000,0.9962,0.5546
cuda,timm_vision_transformer,8,1,1,312,312,1.0000,0.9971,1.0937
cuda,timm_vovnet,32,1,1,130,130,1.0000,0.9966,2.0385
cuda,tts_angular,64,4,4,22,30,0.7333,0.8655,0.4355
cuda,vgg16,4,1,1,41,41,1.0000,0.9924,0.3616
cuda,vision_maskrcnn,4,245,265,3983,12173,0.3272,0.4698,13.7380
cuda,yolov3,16,5,3,323,324,0.9969,0.9962,15.1349
