dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,adv_inception_v3,128,1,1,408,408,1.0000,0.9987,1.8997
cuda,beit_base_patch16_224,128,1,1,438,438,1.0000,0.9965,1.8672
cuda,botnet26t_256,128,1,1,285,285,1.0000,0.9970,2.5980
cuda,cait_m36_384,4,1,1,1368,1368,1.0000,0.9993,7.8057
cuda,coat_lite_mini,128,1,1,566,566,1.0000,0.9979,1.6134
cuda,convit_base,64,26,26,381,540,0.7056,0.6525,0.7736
cuda,convmixer_768_32,64,1,1,296,296,1.0000,0.9978,1.0569
cuda,convnext_base,64,1,1,470,470,1.0000,0.9985,2.6020
cuda,crossvit_9_240,64,1,1,600,600,1.0000,0.9980,2.5588
cuda,cspdarknet53,64,1,1,305,305,1.0000,0.9975,6.2668
cuda,deit_base_distilled_patch16_224,128,1,1,311,311,1.0000,0.9971,1.1659
cuda,densenet121,128,13,13,565,571,0.9895,0.9959,6.3614
cuda,dla102,128,1,1,485,485,1.0000,0.9970,2.4264
cuda,dm_nfnet_f0,128,1,1,590,590,1.0000,0.9981,9.0456
cuda,dpn107,64,1,1,977,977,1.0000,0.9988,16.2633
cuda,eca_botnext26ts_256,128,1,1,318,319,0.9969,0.9975,2.8479
cuda,eca_halonext26ts,128,1,1,342,343,0.9971,0.9979,3.0252
cuda,ecaresnet101d,128,1,1,692,692,1.0000,0.9990,4.2690
cuda,ese_vovnet19b_dw,128,1,1,133,133,1.0000,0.9962,1.5199
cuda,fbnetc_100,128,1,1,258,258,1.0000,0.9977,4.5413
cuda,fbnetv3_b,128,1,1,456,456,1.0000,0.9983,9.0419
cuda,gernet_l,128,1,1,246,246,1.0000,0.9964,5.0034
cuda,ghostnet_100,128,1,1,513,514,0.9981,0.9982,2.8034
cuda,gluon_inception_v3,128,1,1,408,408,1.0000,0.9984,1.9332
cuda,gluon_senet154,64,1,1,979,979,1.0000,0.9994,8.7176
cuda,gluon_xception65,32,1,1,485,485,1.0000,0.9988,1.9352
cuda,gmixer_24_224,128,1,1,501,501,1.0000,0.9984,2.2214
cuda,gmlp_s16_224,128,1,1,405,405,1.0000,0.9980,2.0175
cuda,hardcorenas_a,128,1,1,184,184,1.0000,0.9971,1.9901
cuda,hrnet_w18,128,1,1,1471,1471,1.0000,0.9996,17.9771
cuda,inception_v3,128,1,1,408,408,1.0000,0.9983,1.9281
cuda,jx_nest_base,64,1,1,802,802,1.0000,0.9988,4.7867
cuda,lcnet_050,128,1,1,126,126,1.0000,0.9955,1.3700
cuda,legacy_senet154,64,1,1,979,979,1.0000,0.9994,5.4528
cuda,levit_128,128,1,1,622,622,1.0000,0.9985,2.5150
cuda,mixer_b16_224,128,1,1,207,207,1.0000,0.9961,0.8418
cuda,mixnet_l,128,1,1,474,474,1.0000,0.9987,11.9285
cuda,mnasnet_100,128,1,1,205,205,1.0000,0.9971,3.0567
cuda,mobilenetv2_100,128,1,1,205,205,1.0000,0.9975,3.0675
cuda,mobilenetv3_large_100,128,1,1,233,233,1.0000,0.9980,3.0527
cuda,mobilevit_s,128,1,1,388,388,1.0000,0.9979,4.0965
cuda,nasnetalarge,16,1,1,1530,1530,1.0000,0.9996,28.2769
cuda,nfnet_l0,128,1,1,521,521,1.0000,0.9978,5.5059
cuda,pit_b_224,64,1,1,370,371,0.9973,0.9974,1.4408
cuda,pnasnet5large,16,1,1,1153,1153,1.0000,0.9995,21.3745
cuda,poolformer_m36,64,1,1,621,621,1.0000,0.9986,5.3020
cuda,regnety_002,128,1,1,267,267,1.0000,0.9980,3.9345
cuda,repvgg_a2,128,1,1,231,231,1.0000,0.9976,4.8028
cuda,res2net101_26w_4s,128,1,1,842,842,1.0000,0.9992,5.3562
cuda,res2net50_14w_8s,128,1,1,721,721,1.0000,0.9992,3.6785
cuda,res2next50,128,1,1,417,417,1.0000,0.9990,1.9955
cuda,resmlp_12_224,128,1,1,179,179,1.0000,0.9951,0.7904
cuda,resnest101e,64,1,1,1006,1006,1.0000,0.9994,7.2920
cuda,resnet18,128,1,1,90,90,1.0000,0.9959,0.4111
cuda,rexnet_100,128,1,1,366,366,1.0000,0.9979,4.6893
cuda,sebotnet33ts_256,128,1,1,400,400,1.0000,0.9978,4.0103
cuda,selecsls42b,128,1,1,174,174,1.0000,0.9975,0.5667
cuda,spnasnet_100,128,1,1,253,253,1.0000,0.9979,4.3733
cuda,swin_base_patch4_window7_224,64,1,1,1346,1346,1.0000,0.9991,9.7354
cuda,swsl_resnext101_32x16d,32,1,1,450,450,1.0000,0.9988,2.2379
cuda,tf_efficientnet_b0,128,1,1,294,294,1.0000,0.9979,4.1103
cuda,tf_mixnet_l,128,1,1,489,489,1.0000,0.9988,15.4915
cuda,tinynet_a,128,1,1,343,343,1.0000,0.9983,4.6636
cuda,tnt_s_patch16_224,128,1,1,835,835,1.0000,0.9989,3.5629
cuda,twins_pcpvt_base,128,1,1,1063,1063,1.0000,0.9987,5.8060
cuda,visformer_small,128,1,1,302,302,1.0000,0.9980,1.1165
cuda,vit_base_patch16_224,128,1,1,310,310,1.0000,0.9972,1.1659
cuda,volo_d1_224,128,1,1,582,582,1.0000,0.9990,2.7236
cuda,xcit_large_24_p8_224,11,1,1,1307,1307,1.0000,0.9992,6.2123
