dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,17.294209,15.592693,7.094243,2.538368,10.407770,4.139217,1.616498,0.325667,0.000008,8.969144,6.154616
cuda,Background_Matting,4,16.152588,15.160378,7.715385,3.085033,11.156072,6.015191,2.439723,0.281245,0.672425,7.312918
cuda,LearningToPaint,96,6.864959,6.447639,3.539178,1.121865,4.237063,1.375473,0.642715,0.094498,0.276596,2.140417
cuda,Super_SloMo,6,16.816681,15.614382,8.583026,3.309871,11.268800,6.023877,2.247831,0.144038,0.403428,6.495795
cuda,alexnet,128,2.134148,2.037921,1.629736,0.227293,2.871800,0.794615,0.278986,0.016455,0.134429,1.610228
cuda,attention_is_all_you_need_pytorch,256,18.170712,16.716399,7.980648,2.597507,10.485796,4.336038,1.750019,0.366171,0.447219,9.572931,5.677432
cuda,dcgan,32,2.084106,1.983072,1.464855,0.217779,2.046180,0.216259,0.088192,0.013932,0.111762,0.919223
cuda,demucs,4,0.289212
cuda,densenet121,4,40.954243,38.625976,19.377735,7.365019,24.915716,14.361390,5.050374,0.761552,0.988926,14.180920
cuda,drq,1,2.590490,2.399978,1.886882,0.149431,2.929636,0.170902,0.084979,0.016167,0.265516,1.468023
cuda,fastNLP_Bert,6,17.628480,15.853037,8.283668,2.171187,11.368838,3.868172,1.645880,0.299993,0.840162,4.341775,6.202811
cuda,functorch_dp_cifar10,64,6.266188,5.995194,3.388049,1.388847,5.851852,2.143867,0.695245,0.074682,3.463692,7.361809,3.269569
cuda,hf_Albert,8,13.113705,11.536525,4.084643,2.006897,7.230976,3.005511,1.449837,0.148834,3.131124,8.376957,2.744048
cuda,hf_Bart,4,21.118688,19.046790,8.600993,2.765629,12.872231,4.652530,1.972495,0.407694,3.540678,4.330144,10.718164
cuda,hf_Bert,4,14.500412,12.733030,5.122209,2.057559,7.875245,3.509339,1.479610,0.299545,0.791704,5.704337,0.423060
cuda,hf_Bert_large,4,28.324444,24.768847,9.578869,4.272406,13.639254,6.918016,2.900938,0.806947,1.137211,9.952381,0.430449
cuda,hf_DistilBert,8,7.878563,7.115040,3.209323,1.253110,5.073501,1.597980,0.799686,0.122419,2.141186,5.311709,1.853445
cuda,hf_GPT2,4,13.722015,11.980246,5.112981,2.186811,7.914126,3.075901,1.722875,0.257539,2.269261,7.351301,1.977884
cuda,hf_Longformer,2,52.960672,46.056461,27.631389,7.512688,32.639102,14.402540,4.622447,0.420423,21.927874,0.739935,34.809048
cuda,hf_Reformer,4,11.578829,9.815663,8.111035,0.776441,8.765996,1.208374,0.611950,0.055448,2.439866,3.124378,3.911646
cuda,hf_T5,8,18.266030,15.846512,7.106095,2.356331,10.981024,4.393232,1.554711,0.295225,2.680512,5.851046,9.045257
cuda,hf_T5_large,2,69.792493,58.229794,23.006058,9.244145,38.749855,20.687303,5.953551,2.259254,3.912841,23.372491,29.414180
cuda,lennard_jones,1000,1.345002,1.267224,0.950474,0.074586,1.505247,0.074223,0.047701,0.007051,0.101136,0.735712
