dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.972148,11.357134,3.979895,2.056649,8.637532,3.013239,1.142011,0.146535,1.326486,8.132148,0.806883
cuda,AlbertForQuestionAnswering,4,13.236738,11.610720,4.048374,2.015164,8.630773,2.971827,1.130902,0.146150,0.946241,7.635087,0.416027
cuda,AllenaiLongformerBase,4,53.618726,46.473652,27.822507,7.491269,32.797064,14.380202,4.617346,0.423252,21.725899,0.665828,34.556133
cuda,BartForCausalLM,4,15.577604,14.055283,6.504371,1.952018,9.603423,3.088956,1.375852,0.274450,2.156777,2.350130,7.491915
cuda,BartForConditionalGeneration,2,38.562798,34.373781,14.554121,5.748144,20.005412,8.792672,3.510584,1.074884,0.974142,1.230232,12.432523
cuda,BertForMaskedLM,16,14.822900,13.033232,5.114768,2.077372,7.920779,3.592782,1.491710,0.301136,1.706014,6.693131,1.444571
cuda,BertForQuestionAnswering,16,14.962057,13.163452,5.249957,2.080658,7.863071,3.534754,1.494162,0.293849,1.382302,6.178384,1.010534
cuda,BlenderbotSmallForCausalLM,64,9.844357,8.781333,3.682247,1.338041,5.957419,2.048022,1.020205,0.181156,2.813226,6.655024,2.529950
cuda,BlenderbotSmallForConditionalGeneration,64,25.179107,22.507252,9.090031,3.691062,13.269927,5.568200,2.509906,0.604800,1.977561,1.932696,10.020610
cuda,CamemBert,16,14.945174,13.142673,5.169063,2.088356,7.923530,3.601511,1.504734,0.298624,0.616493,5.565275,0.327173
cuda,DebertaForMaskedLM,4,28.839970,23.075589,13.915896,3.156084,17.332992,4.769439,2.308293,0.357639,17.460107,0.944196,24.289740
cuda,DebertaForQuestionAnswering,8,29.228018,23.375114,14.131064,3.141385,17.472923,4.732627,2.312091,0.359266,18.663942,1.717726,25.404027
cuda,DebertaV2ForMaskedLM,1,42.468125,32.500949,16.528199,3.842970,20.928956,5.824814,3.168857,0.630692,44.532831,1.503943,53.212074
cuda,DebertaV2ForQuestionAnswering,2,42.638995,32.484984,16.237815,4.513806,20.817020,6.764547,3.537121,0.632780,45.112121,0.577961,54.635107
cuda,DistilBertForMaskedLM,128,8.183587,7.385094,3.264420,1.091907,5.295281,1.885020,0.800233,0.124518,1.433380,4.609946,1.131855
cuda,DistilBertForQuestionAnswering,256,8.236567,7.429856,3.282460,1.090630,5.211703,1.850857,0.809709,0.123057,0.801266,3.874034,0.549387
cuda,DistillGPT2,16,8.701099,7.780190,4.112661,1.205785,6.078154,1.818073,0.780487,0.113592,2.135325,2.315057,5.355115
cuda,ElectraForCausalLM,32,16.768231,14.939323,6.964056,2.077852,10.662670,3.163474,2.141186,0.309752,3.136776,2.586036,9.019382
cuda,ElectraForQuestionAnswering,64,15.209728,13.364031,5.228961,2.085534,7.956620,3.612619,1.515268,0.298881,1.702634,6.619352,1.322742
cuda,GPT2ForSequenceClassification,4,13.663081,11.915696,5.127554,2.476109,7.645137,3.172845,1.400861,0.255538,1.694666,6.783464,1.409362
cuda,LayoutLMForMaskedLM,16,15.411754,13.149468,5.172514,2.119345,8.024230,3.628065,1.523164,0.300249,1.776855,6.852175,1.403224
cuda,LayoutLMForSequenceClassification,16,15.246829,13.035815,5.166645,2.093718,9.235959,4.270025,1.723376,0.297152,6.461607,12.729443,5.976188
cuda,M2M100ForConditionalGeneration,16,35.872943,31.768768,13.223312,5.045442,21.369256,8.266265,3.741249,0.828761,4.872884,11.541411,18.315726
cuda,MBartForCausalLM,4,15.535558,14.014361,6.493634,2.036711,9.691534,3.233541,1.400664,0.291879,2.187464,2.306815,7.721184
cuda,MBartForConditionalGeneration,2,37.490299,33.234274,13.382049,5.967592,20.040713,9.434222,3.685076,1.139895,1.142462,0.581018,14.036236
cuda,MT5ForConditionalGeneration,16,25.813681,22.202406,9.162177,3.616653,15.622725,6.516720,2.206126,0.474294,4.423176,20.508948,14.692859
cuda,MegatronBertForCausalLM,4,28.683016,24.953538,9.759897,4.732281,14.587593,7.286289,3.004064,0.853563,1.127032,10.894266,0.409418
cuda,MegatronBertForQuestionAnswering,8,28.628722,24.896255,9.637977,4.715478,14.339431,7.271260,2.913002,0.850429,1.247419,10.871259,0.487353
cuda,MobileBertForMaskedLM,64,48.791944,40.651500,11.646169,7.449605,24.405190,13.359524,5.143270,2.974829,3.160586,24.143754,1.708112
cuda,MobileBertForQuestionAnswering,128,48.332240,40.282253,11.521814,7.833586,25.471563,13.819675,5.607600,3.212878,2.654127,25.202435,0.990329
cuda,OPTForCausalLM,2,15.177184,13.624163,6.352008,2.232665,9.602698,3.649889,1.581786,0.276587,2.492171,2.992862,8.072030
cuda,PLBartForCausalLM,8,9.727046,8.883942,4.772903,1.072609,7.004153,1.816487,0.787421,0.121049,1.341063,1.508789,4.696727
cuda,PLBartForConditionalGeneration,4,20.453979,18.378157,8.019047,2.952412,12.114410,4.625392,1.975026,0.410815,2.612626,2.695081,9.795243
cuda,PegasusForCausalLM,32,15.608758,13.968094,6.305061,2.055133,10.321987,3.329924,1.508037,0.304352,2.667081,2.458690,8.840859
