dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,44.452397,38.378836,35.087154,20.619271,6.524017,26.976791,10.258467,5.164932,0.589653,99.643814,18.320257
cuda,beit_base_patch16_224,64,25.782713,21.271683,17.680658,9.972715,2.311218,13.576184,3.613328,2.101837,0.269282,3.247100,8.534168
cuda,botnet26t_256,128,25.871891,22.881312,20.576972,14.174355,2.843548,20.254426,6.286577,2.626564,0.141920,51.035539,11.298773
cuda,cait_m36_384,4,65.337839,50.857600,47.817757,23.276312,6.892999,35.792717,15.558428,7.849177,2.166254,23.304659,29.075074
cuda,coat_lite_mini,128,27.531341,24.081745,21.746403,14.132907,3.050049,24.777354,7.860048,3.259183,0.231304,42.590629,16.267775
cuda,convit_base,64,24.989122,20.881077,18.459546,10.170056,2.453324,17.975684,5.638219,2.554965,0.289435,8.777009,13.141834
cuda,convmixer_768_32,32,25.055231,23.263665,19.465816,8.780842,3.672266,11.474182,3.375520,2.159532,0.315000,10.616468,2.377141
cuda,convnext_base,64,30.012347,22.809684,20.551274,10.997272,4.016298,18.137626,5.890956,2.981609,0.497350,12.533396,15.349906
cuda,crossvit_9_240,128,34.282432,28.192786,25.827697,13.597645,3.615376,24.262911,7.603684,3.713286,0.462543,34.050292,18.537988
cuda,cspdarknet53,64,33.672677,27.433702,25.259877,13.673372,4.452845,16.646897,5.151658,2.713475,0.324539,55.183648,11.858298
cuda,deit_base_distilled_patch16_224,64,22.108704,18.403487,15.957917,8.765404,1.741625,19.775646,4.091279,1.948830,0.234173,3.752103,15.151240
cuda,dla102,128,43.632692,36.443728,33.291557,18.011956,5.760135,21.581617,8.069112,3.956913,0.553860,38.825603,15.265562
cuda,dm_nfnet_f0,128,29.497970,22.952761,20.388688,9.501251,4.275435,15.015199,5.601155,2.404461,0.281122,29.158673,13.980967
cuda,dpn107,32,50.322262,40.149054,37.752464,19.614313,5.989812,24.328141,8.152436,4.551929,0.564461,29.485932,17.848057
cuda,eca_botnext26ts_256,128,28.743054,25.552898,22.654970,15.485696,2.996752,21.745524,6.610254,2.610243,0.159214,55.862276,11.903897
cuda,ese_vovnet19b_dw,128,19.918862,17.404721,14.276323,9.083496,1.947592,13.251999,3.563382,1.652647,0.118084,49.259240,7.697356
cuda,fbnetc_100,128,32.549116,27.191960,24.147629,14.387938,3.558797,17.643590,4.873129,2.606484,0.298447,92.715869,11.118298
cuda,fbnetv3_b,128,49.645719,40.930307,37.717898,20.721646,6.561157,25.645549,9.395216,4.429691,0.663862,102.131143,18.629733
cuda,gernet_l,128,27.410504,22.462749,19.203406,10.514180,3.225380,13.038682,3.267660,1.961611,0.232224,44.916007,9.097810
cuda,ghostnet_100,128,44.443829,36.813339,33.688447,19.652933,5.965699,27.336164,8.898376,4.363083,0.487051,171.886698,18.790048
cuda,gluon_inception_v3,128,43.184072,37.327827,34.114987,20.226363,6.464827,26.774434,10.192501,5.136463,0.586419,97.762815,18.246053
cuda,gluon_xception65,32,47.826367,39.524634,36.292920,18.057982,6.936037,20.350927,7.191091,3.753532,0.718132,30.896060,16.261378
cuda,gmixer_24_224,128,30.853591,24.743249,21.886940,11.486557,2.916161,17.797928,5.587833,3.047188,0.408734,7.096923,13.568804
cuda,gmlp_s16_224,128,32.200099,26.338221,23.215898,12.632842,3.204880,20.203846,6.608176,3.268910,0.429973,13.713981,15.280451
cuda,hrnet_w18,128,113.805663,104.049724,100.665130,52.190554,21.386345,59.291051,30.227398,12.579212,4.884296,85.774939,47.143274
cuda,inception_v3,128,41.528880,35.663811,33.352513,19.861490,6.192095,26.590117,10.470667,5.126387,0.580069,102.114230,18.301673
cuda,jx_nest_base,32,38.752899,31.654088,29.371570,16.976351,4.193142,27.697340,10.792646,4.283960,0.592205,24.584121,20.334592
cuda,lcnet_050,128,20.070715,17.436410,15.263303,9.134299,2.261988,12.507617,3.445791,1.553412,0.125857,67.725855,7.663378
cuda,mixer_b16_224,128,18.859508,15.802563,13.550589,7.655061,1.492743,11.433876,2.198238,1.315482,0.146455,6.033168,7.537483
cuda,mixnet_l,128,41.887956,33.121797,31.069349,17.650453,4.476546,24.331799,7.189444,4.456795,0.529298,97.418465,16.590317
cuda,mnasnet_100,128,26.645812,22.780979,20.640332,12.537696,2.820681,16.322150,4.504729,2.128425,0.215056,87.676155,9.457242
cuda,mobilenetv2_100,128,27.463113,23.542218,21.211863,12.774812,3.170275,15.696249,4.568955,2.140986,0.231747,89.297151,9.193537
cuda,mobilenetv3_large_100,128,28.880838,24.470247,22.148904,13.433236,3.273000,18.345469,5.201774,2.498018,0.247035,117.212700,11.350835
cuda,mobilevit_s,64,40.445380,34.848202,32.643714,21.648576,4.752044,36.025041,14.289359,6.637617,0.388294,94.356039,23.033122
cuda,nfnet_l0,128,26.122870,21.036007,18.595166,9.009275,3.331128,15.177833,5.081162,2.295710,0.271433,38.594577,13.193160
cuda,pit_b_224,64,24.101017,20.117751,17.717071,10.011426,2.213387,15.014187,4.361121,2.360881,0.258782,12.080999,9.886059
cuda,pnasnet5large,16,81.320168,72.766719,70.287165,36.094158,12.983681,43.513191,20.745412,10.146933,1.903162,49.621501,33.273058
cuda,poolformer_m36,64,45.261479,37.085791,34.756563,19.810705,7.163317,30.745267,14.744812,6.782281,0.621675,30.393397,24.298509
cuda,regnety_002,128,26.318578,21.379441,19.145861,10.913960,3.075019,14.610525,3.995431,2.132722,0.240118,70.719931,9.719737
cuda,repvgg_a2,128,25.899186,20.821996,18.561754,10.002166,3.199194,12.445315,3.717914,1.747967,0.215736,24.223011,8.628976
cuda,res2net101_26w_4s,64,66.806011,55.821754,53.476218,27.799543,10.506091,32.011032,14.567497,7.294638,1.475715,54.378683,24.705229
cuda,res2net50_14w_8s,128,61.821367,51.591762,49.223953,25.514763,9.117967,32.600924,14.479049,6.846397,1.227523,35.157778,25.665893
cuda,res2next50,128,36.610193,31.523860,29.072490,16.079480,5.057309,20.921593,7.936876,3.977743,0.480524,37.308381,14.774040
cuda,resmlp_12_224,128,16.216163,13.449843,11.169499,6.622522,1.084101,19.515775,2.598806,1.420269,0.128243,7.798810,15.462854
cuda,resnest101e,64,61.765876,50.307079,47.793539,24.115416,8.003181,30.947253,12.861416,6.317015,1.135823,78.824357,24.966909
cuda,rexnet_100,128,38.673843,32.753670,30.527849,18.998712,4.391673,27.138266,6.663063,3.353278,0.330892,229.113404,16.866799
cuda,sebotnet33ts_256,64,32.784613,28.290829,26.021634,17.274273,4.189902,23.881207,8.169104,3.721324,0.220434,60.632140,13.821705
cuda,selecsls42b,128,22.472385,20.012611,17.679103,11.184975,2.877178,15.978565,4.410683,2.146064,0.172520,58.120612,9.936208
cuda,spnasnet_100,128,30.358239,25.168468,22.908522,13.610472,3.913913,17.091286,4.756863,2.498468,0.283011,95.903825,10.852623
cuda,swin_base_patch4_window7_224,64,47.964885,39.656226,37.233713,21.528386,5.352074,37.582801,14.515241,6.105001,0.715940,31.275722,27.688340
cuda,swsl_resnext101_32x16d,32,37.912123,31.365501,28.851360,14.149150,5.754079,15.979361,5.774272,3.079675,0.473598,9.382772,13.362947
cuda,tf_efficientnet_b0,128,31.911269,26.874368,24.654761,14.437032,3.892179,19.782861,5.458062,3.194422,0.299294,101.747481,13.436316
cuda,tf_mixnet_l,128,42.469611,33.491997,31.393224,18.007199,4.812092,24.882405,7.511233,4.349592,0.543949,97.411216,16.803802
cuda,tinynet_a,128,36.311205,30.225577,27.965228,15.969456,4.790107,20.794804,6.492563,3.174183,0.372523,107.381683,14.253971
cuda,tnt_s_patch16_224,128,39.588773,32.060866,29.704148,15.385128,4.386746,22.656394,8.295358,3.950539,0.747671,12.940006,17.244777
