dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.5363,35.1502,11.3685,0.3995
cuda,Background_Matting,4,0.8967,149.2228,6.4428,0.3723
cuda,LearningToPaint,96,1.1613,12.7242,2.8375,0.3830
cuda,Super_SloMo,6,0.8865,89.6020,5.7851,0.3844
cuda,alexnet,128,0.8155,12.0226,0.7215,0.4792
cuda,attention_is_all_you_need_pytorch,256,0.8279,63.1709,11.1983,0.3514
cuda,dcgan,32,1.6538,1.8551,0.6508,0.4994
cuda,demucs,4,0.9987,56.9253,0.3651,0.9872
cuda,densenet121,4,2.5333,29.8728,19.1708,0.3673
cuda,dlrm,0,0.0000
cuda,drq,1,1.9761,1.9267,1.0365,0.4769
cuda,fastNLP_Bert,6,0.7653,72.5940,11.2831,0.3702
cuda,functorch_dp_cifar10,64,2.4708,5.7860,2.1679,0.4447
cuda,hf_Albert,8,0.7793,88.8804,10.3168,0.3267
cuda,hf_Bart,4,0.8678,65.4612,13.8514,0.3636
cuda,hf_Bert,4,0.9203,44.1227,10.1632,0.3903
cuda,hf_BigBird,2,1.0532,180.0059,30.3759,0.4540
cuda,hf_DistilBert,8,0.7443,41.9124,5.7794,0.3414
cuda,hf_GPT2,4,0.8163,60.0377,9.6239,0.3799
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,2,0.8804,133.0971,58.2419,0.3492
cuda,hf_Reformer,4,0.9914,83.0027,6.3006,0.5889
cuda,hf_T5,0,0.0000
cuda,hf_T5_large,0,0.0000
cuda,lennard_jones,1000,1.2971,1.1426,0.5246,0.3734
cuda,mnasnet1_0,32,1.2484,23.1312,6.4063,0.3407
cuda,mobilenet_v2,96,0.7602,64.4649,7.0138,0.3119
cuda,mobilenet_v3_large,32,1.6762,23.9311,7.2427,0.3448
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.6968,14.8796,0.8227,0.5125
cuda,pytorch_CycleGAN_and_pix2pix,1,1.7802,10.2506,2.8458,0.4232
cuda,pytorch_stargan,16,1.0328,15.4843,2.8850,0.4249
cuda,pytorch_struct,200,1.0674,5.1125,1.6185,0.4858
cuda,pytorch_unet,1,0.8606,46.5649,2.6784,0.3572
cuda,resnet152,32,1.2625,73.0897,21.6935,0.3632
cuda,resnet18,16,1.6477,8.5484,2.6908,0.3943
cuda,resnet50,32,1.0391,32.3846,6.7491,0.3559
cuda,resnext50_32x4d,8,1.8761,15.5829,6.7625,0.3887
cuda,shufflenet_v2_x1_0,128,0.9866,41.5789,7.5791,0.3575
cuda,soft_actor_critic,256,1.3288,1.0814,0.5928,0.4736
cuda,speech_transformer,32,1.9148,36.1688,33.8361,0.3319
cuda,squeezenet1_1,32,1.4303,10.1633,1.3915,0.3463
cuda,tacotron2,64,0.9977,3020.8092,48.4790,0.3143
cuda,timm_efficientdet,1,2.0865,77.3283,76.6676,0.3086
cuda,timm_efficientnet,32,1.0719,43.3317,15.5089,0.2718
cuda,timm_nfnet,128,0.8796,148.9015,10.3843,0.3556
cuda,timm_regnet,32,0.8855,81.2553,19.4971,0.3493
cuda,timm_resnest,32,0.8327,29.3663,3.7592,0.3482
cuda,timm_vision_transformer,8,1.7503,16.6441,6.6506,0.3915
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.8650,37.1393,9.8473,0.3409
cuda,tts_angular,64,1.0000,6.6057,0.4011,0.9853
cuda,vgg16,64,0.8569,77.3178,1.0739,0.3775
cuda,yolov3,16,0.8039,85.4259,11.7269,0.3536
