dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.607571,6.922563,3.969125,9.905356,3.978688,1.526412,0.311841,0.000013,11.271537,7.078832
cuda,Background_Matting,4,1.553753,5.221736,2.473337,8.859353,4.598823,1.961042,0.206553,0.463627,6.664004
cuda,LearningToPaint,96,0.660664,2.780581,1.050802,3.700806,1.122017,0.516699,0.076074,0.250154,2.259013
cuda,Super_SloMo,6,1.514979,6.909366,2.460312,8.384872,4.107186,1.562109,0.116061,0.352985,4.355796
cuda,alexnet,128,0.140738,1.627576,0.215448,2.377952,0.443321,0.188840,0.014711,0.138252,1.110582
cuda,attention_is_all_you_need_pytorch,256,2.147571,7.737020,3.381635,10.858781,4.518438,1.705396,0.385107,3.553997,15.459822,10.180470
cuda,dcgan,32,0.134338,2.023890,0.208177,2.673343,0.212412,0.089452,0.012917,0.110230,6.863138,0.975537
cuda,demucs,4,0.269852
cuda,densenet121,4,3.842190,14.805957,9.454091,22.054111,12.955776,4.175999,0.647647,1.404245,18.358257
cuda,drq,1,0.235801,1.769269,0.155870,2.781855,0.148824,0.074740,0.014927,0.370903,1.548195
cuda,fastNLP_Bert,6,2.610224,8.493705,2.982732,12.089282,4.123371,1.625399,0.312737,2.991917,6.242093,9.680935
cuda,functorch_dp_cifar10,64,0.392217,3.793994,1.464095,6.284139,2.213772,0.747347,0.068736,8.487843,12.165162,12.486506
cuda,hf_Albert,8,2.081282,3.758591,2.464199,7.250132,3.411963,1.131943,0.163129,4.998178,11.046379,4.545768
cuda,hf_Bart,4,3.066376,9.400879,4.393903,13.855470,5.580292,2.006955,0.427105,4.184348,4.586067,13.450329
cuda,hf_Bert,4,2.579185,5.555777,3.230397,8.463332,3.946677,1.482536,0.316885,2.833815,9.085135,2.327992
cuda,hf_BigBird,2,10.986817,7.087121,1.934580,10.684505,2.680892,1.281130,0.223861,8.437471,14.092884,0.366239
cuda,hf_DistilBert,8,1.106047,3.387849,1.570099,5.392123,1.956035,0.793701,0.130286,3.610368,7.243101,3.251317
cuda,hf_GPT2,4,2.417421,5.056467,2.442220,7.372148,2.747412,1.333560,0.248296,2.697307,7.550778,2.403487
cuda,hf_Reformer,4,2.299672,7.809475,0.747038,8.476408,1.188139,0.595789,0.056056,2.426913,3.170136,3.888945
cuda,hf_T5,8,3.313779,7.423259,3.277018,11.504283,4.797606,1.560168,0.318537,3.053241,6.081612,10.537954
cuda,hf_T5_large,2,17.419239,30.512517,24.041012,42.762915,25.818363,6.238184,2.617812,9.121287,25.224156,45.951281
cuda,lennard_jones,1000,0.105456,0.933707,0.073191,1.474967,0.072081,0.046129,0.006744,0.097244,0.716737
cuda,mnasnet1_0,32,1.517112,5.937661,2.776617,8.528233,3.450921,1.832124,0.209994,2.707293,8.171842,2.411364
cuda,mobilenet_v2,96,1.582966,6.763873,3.053973,8.335343,3.633506,1.565358,0.239346,0.479402,5.208704
cuda,mobilenet_v3_large,32,1.646372,6.413432,3.204945,9.512788,4.323649,1.638273,0.239604,5.630220,12.038219,5.183062
cuda,nvidia_deeprecommender,256,0.197206,1.106522,0.123760,2.172861,0.115710,0.063094,0.009672,0.581453,1.778233,0.448363
cuda,pytorch_CycleGAN_and_pix2pix,1,0.633267,2.747858,1.152827,4.730747,1.761139,0.860344,0.079217,0.243264,3.423228
cuda,pytorch_stargan,16,0.623034,2.232145,1.017211,3.577064,0.974079,0.333939,0.047762,19.907745,22.307522,19.725084
cuda,pytorch_struct,200,0.282591,1.276267,0.186608,2.687416,0.249125,0.136666,0.023687,19.819486,21.428975,19.686926
cuda,pytorch_unet,1,0.644812,2.905049,1.116537,4.221482,1.652052,0.638963,0.079004,0.229440,2.699096
cuda,resnet152,32,4.641363,12.723210,11.231725,15.994074,9.264297,3.137796,0.928441,3.839238,18.646230,2.516035
cuda,resnet18,16,0.628191,3.304909,1.200390,4.583198,1.559506,0.634020,0.073057,2.870909,5.386225,2.655117
