dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,11.253903,6.405624,6.352868
cuda,Background_Matting,4,7.720335,4.119332,4.102211
cuda,LearningToPaint,96,2.845871,1.443310,1.429034
cuda,Super_SloMo,6,7.983101,4.879437,4.864703
cuda,alexnet,128,0.772399,0.283071,0.269356
cuda,attention_is_all_you_need_pytorch,256,10.853794,6.425417,6.409361
cuda,dcgan,32,0.690247,0.271513,0.257751
cuda,demucs,4,2.234859,0.736324,0.721905
cuda,densenet121,4,17.915625,10.142686,10.122258
cuda,dlrm,1024,0.764727,0.398315,0.384090
cuda,drq,1,1.011799,0.352033,0.337422
cuda,fastNLP_Bert,6,11.150428,5.764077,5.746840
cuda,functorch_dp_cifar10,64,2.374113,1.181787,1.167942
cuda,hf_Albert,8,7.973170,5.495027,5.480557
cuda,hf_Bart,4,13.412881,7.321843,7.305236
cuda,hf_Bert,4,10.747834,5.584275,5.567601
cuda,hf_Bert_large,4,21.091757,10.705714,10.686295
cuda,hf_BigBird,2,36.242215,23.648967,23.619297
cuda,hf_DistilBert,8,5.204953,2.810979,2.796241
cuda,hf_GPT2,4,9.473522,4.841133,4.825329
cuda,hf_GPT2_large,4,30.101119,15.016510,14.994354
cuda,hf_Longformer,2,29.809490,20.582171,20.564249
cuda,hf_Reformer,4,5.920825,1.852317,1.829990
cuda,hf_T5,8,12.290944,7.016767,7.000300
cuda,hf_T5_large,2,53.805712,27.836602,27.811321
cuda,lennard_jones,1000,0.582317,0.201581,0.187907
cuda,mnasnet1_0,32,6.715482,3.555152,3.538953
cuda,mobilenet_v2,96,7.027995,3.796038,3.779922
cuda,mobilenet_v3_large,32,7.567024,4.096974,4.079817
cuda,nvidia_deeprecommender,256,0.748707,0.272586,0.259589
cuda,phlippe_densenet,128,7.034716,3.753766,3.736953
cuda,phlippe_resnet,128,2.831742,1.372231,1.357993
cuda,pytorch_CycleGAN_and_pix2pix,1,2.924199,1.721998,1.708178
cuda,pytorch_stargan,16,3.205540,1.855762,1.841255
cuda,pytorch_struct,200,1.322776,0.599942,0.586783
cuda,pytorch_unet,1,3.615567,1.901125,1.886853
cuda,resnet152,32,20.155452,10.916291,10.894930
cuda,resnet18,16,2.740899,1.386232,1.371672
cuda,resnet50,32,6.862973,3.710169,3.694355
cuda,resnext50_32x4d,8,6.844428,3.710507,3.694819
cuda,shufflenet_v2_x1_0,128,7.652593,4.162130,4.145055
cuda,soft_actor_critic,256,0.577624,0.169707,0.156568
cuda,speech_transformer,32,13.555522,7.592263,7.573363
cuda,squeezenet1_1,32,1.741175,0.709364,0.694809
cuda,timm_efficientnet,32,10.148459,5.063678,5.046835
cuda,timm_nfnet,128,11.242229,5.193484,5.177501
cuda,timm_regnet,32,12.105384,5.431046,5.414076
cuda,timm_resnest,32,3.888294,1.929090,1.914340
cuda,timm_vision_transformer,32,7.143063,3.858492,3.843034
cuda,timm_vovnet,32,6.445643,2.830589,2.814696
cuda,tts_angular,64,0.501226,0.068123,0.054155
cuda,vgg16,64,1.194605,0.476528,0.462906
cuda,yolov3,16,10.678981,5.536940,5.519264
