dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,densenet121,4,1.154,1.4846,5.5396
cuda,resnext50_32x4d,8,1.2174,1.487,3.4338
cuda,timm_regnet,32,1.2269,1.4592,3.176
cuda,maml_omniglot,1,1.112,1.1588,2.8787
cuda,mobilenet_v3_large,32,1.2024,0.0,2.7756
cuda,dcgan,32,0.9899,0.6467,2.6891
cuda,resnet18,16,1.2467,1.4928,2.6848
cuda,mnasnet1_0,32,1.3505,0.0,2.6558
cuda,timm_efficientnet,32,1.2972,1.529,2.6271
cuda,BERT_pytorch,16,0.0,0.0,2.6062
cuda,drq,1,1.0749,1.117,2.5424
cuda,timm_vision_transformer,8,1.0542,1.3411,2.4185
cuda,pytorch_CycleGAN_and_pix2pix,1,1.1977,1.3349,2.2643
cuda,timm_resnest,32,1.4126,1.5064,2.1119
cuda,hf_T5,8,0.0,0.9057,1.9266
cuda,squeezenet1_1,32,1.0919,1.1557,1.9242
cuda,LearningToPaint,96,1.3216,1.568,1.8644
cuda,hf_Bert,4,1.0988,0.0,1.8547
cuda,resnet50,32,1.3279,0.0,1.8341
cuda,shufflenet_v2_x1_0,128,1.3172,1.4368,1.801
cuda,mobilenet_v2,96,1.05,1.0675,1.6775
cuda,timm_vovnet,32,1.346,1.5406,1.6705
cuda,hf_Albert,8,1.3185,1.4651,1.5998
cuda,pytorch_unet,1,1.3188,1.3209,1.5215
cuda,pytorch_stargan,16,1.1342,1.2669,1.5099
cuda,timm_nfnet,128,0.4412,1.1923,1.4708
cuda,soft_actor_critic,256,1.0487,1.0888,1.4242
cuda,Background_Matting,4,0.0,0.0,1.2316
cuda,vgg16,64,0.9995,0.0,1.2153
cuda,alexnet,128,0.9975,0.0,1.1074
cuda,hf_Bart,4,1.0093,0.0,1.0503
cuda,nvidia_deeprecommender,256,1.1113,0.0,0.8005
cuda,timm_efficientdet,1,0.1357,1.3244,0.0
cuda,pytorch_struct,200,1.0082,1.2753,0.0
cuda,hf_DistilBert,8,1.0167,1.0608,0.0
cuda,hf_Longformer,2,1.1528,1.0316,0.0
cuda,tts_angular,64,0.936,1.0053,0.0
cuda,moco,32,1.1921,1.0046,0.0
cuda,attention_is_all_you_need_pytorch,256,1.1461,0.0,0.0
cuda,fastNLP_Bert,6,1.0445,0.0,0.0
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,demucs,0,0.0,0.0,0.0
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,hf_BigBird,0,0.0,0.0,0.0
cuda,hf_GPT2,0,0.0,0.0,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,mobilenet_v2_quantized_qat,0,0.0,0.0,0.0
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,resnet50_quantized_qat,0,0.0,0.0,0.0
cuda,speech_transformer,0,0.0,0.0,0.0
cuda,tacotron2,0,0.0,0.0,0.0
cuda,vision_maskrcnn,0,0.0,0.0,0.0
cuda,yolov3,0,0.0,0.0,0.0
