dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,regnety_002,128,1.3303,1.5636,1.8412
cuda,hrnet_w18,128,1.5112,0.0,1.6689
cuda,dla102,128,0.0,1.7264,1.6683
cuda,res2net50_14w_8s,128,1.371,1.5873,1.6477
cuda,res2next50,128,1.2488,1.4497,1.5877
cuda,selecsls42b,128,1.6202,1.6446,1.5666
cuda,ecaresnet101d,128,1.4286,1.4819,1.5536
cuda,densenet121,128,1.3284,1.4983,1.5523
cuda,resnet18,128,1.4823,1.568,1.5492
cuda,resnest101e,64,1.2577,1.3578,1.5152
cuda,lcnet_050,128,0.8744,1.5425,1.511
cuda,res2net101_26w_4s,128,1.2285,1.3919,1.496
cuda,dm_nfnet_f0,128,0.4435,1.1922,1.4698
cuda,adv_inception_v3,128,1.3666,0.0,1.4509
cuda,gluon_inception_v3,128,1.367,0.0,1.4506
cuda,inception_v3,128,1.3671,0.0,1.4504
cuda,nfnet_l0,128,1.1842,1.1458,1.4161
cuda,hardcorenas_a,128,1.1617,1.3203,1.4051
cuda,eca_botnext26ts_256,128,1.3921,1.428,1.3532
cuda,eca_halonext26ts,128,1.3731,1.4088,1.3389
cuda,ese_vovnet19b_dw,128,1.2721,1.2977,1.3269
cuda,gluon_senet154,64,1.2552,1.2393,1.3262
cuda,legacy_senet154,64,1.2827,0.0,1.3257
cuda,rexnet_100,128,1.1163,1.1853,1.3253
cuda,mnasnet_100,128,1.2684,1.3146,1.3026
cuda,mobilenetv2_100,128,0.8862,1.0676,1.3019
cuda,swsl_resnext101_32x16d,32,1.2378,1.2563,1.2932
cuda,tf_efficientnet_b0,128,1.2027,1.2124,1.2916
cuda,cspdarknet53,64,1.1222,0.9889,1.2585
cuda,fbnetc_100,128,1.2398,1.2864,1.2481
cuda,gluon_xception65,32,1.1587,1.1746,1.2465
cuda,poolformer_m36,64,1.0384,0.0,1.2375
cuda,spnasnet_100,128,1.1781,1.2182,1.2268
cuda,gmlp_s16_224,128,0.9859,0.9865,1.2165
cuda,tf_mixnet_l,128,1.0219,1.1073,1.2055
cuda,mixnet_l,128,1.0231,1.1136,1.1952
cuda,sebotnet33ts_256,128,1.3039,1.3273,1.18
cuda,visformer_small,128,1.0879,1.1088,1.1654
cuda,tinynet_a,128,1.1306,1.1341,1.1631
cuda,crossvit_9_240,64,0.9847,1.0452,1.1628
cuda,fbnetv3_b,128,0.8483,1.1528,1.1608
cuda,repvgg_a2,128,0.9854,1.1378,1.1503
cuda,convmixer_768_32,64,1.0603,0.0,1.0902
cuda,gernet_l,128,1.0996,1.1508,1.0781
cuda,deit_base_distilled_patch16_224,128,0.9908,0.9935,1.0609
cuda,gmixer_24_224,128,1.0692,1.0433,1.0575
cuda,vit_base_patch16_224,128,0.9138,0.9194,1.0311
cuda,tnt_s_patch16_224,128,0.9839,0.9701,0.9942
cuda,mixer_b16_224,128,0.9796,0.9744,0.9467
cuda,resmlp_12_224,128,1.3951,0.0,0.9346
cuda,cait_m36_384,4,0.9975,0.9879,0.7088
cuda,convnext_base,64,0.9664,0.0,0.5544
cuda,botnet26t_256,128,1.3882,1.4717,0.0
cuda,mobilevit_s,128,1.338,1.3157,0.0
cuda,mobilenetv3_large_100,128,1.1313,1.297,0.0
cuda,twins_pcpvt_base,128,1.0547,1.2336,0.0
cuda,coat_lite_mini,128,1.0954,1.1763,0.0
cuda,volo_d1_224,128,1.067,1.1076,0.0
cuda,dpn107,64,1.0537,1.0498,0.0
cuda,jx_nest_base,64,1.0924,0.9999,0.0
cuda,ghostnet_100,128,1.4104,0.9995,0.0
cuda,swin_base_patch4_window7_224,64,1.0219,0.9991,0.0
cuda,pit_b_224,64,0.939,0.9779,0.0
cuda,beit_base_patch16_224,128,0.9066,0.9029,0.0
cuda,levit_128,128,1.1372,0.0,0.0
cuda,convit_base,0,0.0,0.0,0.0
cuda,nasnetalarge,0,0.0,0.0,0.0
cuda,pnasnet5large,0,0.0,0.0,0.0
cuda,xcit_large_24_p8_224,0,0.0,0.0,0.0
