dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.117065,11.632338,5.980507,2.182096,8.072380,3.138894,1.290053,0.260889,8.132264,4.366848
cuda,Background_Matting,4,1.481362,10.203175,5.027656,2.064120,8.705376,4.531319,1.989674,0.192710,5.819309
cuda,LearningToPaint,96,0.615072,4.688359,2.567884,0.776631,3.327983,0.985451,0.474811,0.071086,1.568938
cuda,Super_SloMo,6,1.785091,12.239219,7.417206,2.591541,10.243471,5.421267,2.010442,0.115014,5.495714
cuda,alexnet,128,0.101083,1.758622,1.507737,0.192906,2.785625,0.838153,0.251434,0.012599,1.475711
cuda,attention_is_all_you_need_pytorch,256,1.868401,27.680489,21.498762,2.475938,23.532775,3.380941,1.482249,0.299647,9.018038,4.617388
cuda,dcgan,32,0.122295,1.606917,1.239540,0.153551,1.800525,0.145512,0.067989,0.010752,0.720688
cuda,demucs,4,0.225886
cuda,densenet121,4,3.587872,28.313092,14.049874,5.870790,20.366608,11.262465,4.443410,0.588206,12.394970
cuda,dlrm,1024,0.210869,1.389928,1.028848,0.148829,1.983145,0.337765,0.100501,0.013407,1.109782
cuda,drq,1,0.197930,1.972011,1.648500,0.109113,2.606061,0.112858,0.058312,0.012441,1.073445
cuda,fastNLP_Bert,6,2.207825,13.258286,8.052085,1.756976,11.528251,3.238981,1.328658,0.243662,4.244955,5.324772
cuda,functorch_dp_cifar10,64,0.317483,4.941093,2.833809,1.066755,5.456713,2.036654,0.624577,0.058944,3.728496,3.225434
cuda,hf_Albert,8,1.717296,8.106131,3.317363,2.216904,6.199315,2.582006,1.026294,0.137680,5.176050,3.165135
cuda,hf_Bart,4,2.454038,15.650282,8.819824,2.380248,12.901466,4.366057,1.704450,0.354463,3.493314,6.779046
cuda,hf_Bert,4,2.159566,10.872607,5.721914,1.748523,8.666425,3.074401,1.243426,0.241303,4.775720,0.366722
cuda,hf_DistilBert,8,0.899154,5.540375,2.937595,0.910787,4.936111,1.358625,0.649096,0.106215,2.951545,2.048977
cuda,hf_GPT2,4,2.341496,9.904237,4.611528,1.834476,7.146284,3.013417,1.181807,0.210326,4.448119,1.846234
cuda,hf_GPT2_large,4,7.578019,26.267530,11.725479,5.854748,16.574843,8.854579,3.379699,1.017973,11.525100,1.279222
cuda,hf_Longformer,2,8.794802,96.795028,82.336345,6.957499,88.277630,66.656276,4.774548,0.383713,0.692240,13.198361
cuda,hf_Reformer,4,2.481909,8.419238,7.343852,0.670295,8.223094,1.052136,0.520660,0.045624,3.399116,1.583129
cuda,hf_T5,8,3.168577,13.194378,6.515702,2.016751,11.452487,4.042731,1.351401,0.280415,5.106968,7.067840
cuda,hf_T5_large,2,16.330495,47.161932,20.814016,8.856108,34.912013,17.882649,6.321982,2.280072,22.944296,23.385750
cuda,lennard_jones,1000,0.070793,1.119079,0.924451,0.056813,1.465850,0.044807,0.029404,0.005694,0.601747
cuda,mnasnet1_0,32,1.379158,10.729724,5.636292,2.136167,7.221346,2.845277,1.353017,0.189841,4.021893,2.959366
cuda,mobilenet_v2,96,1.477239,11.947550,6.370580,2.199630,7.840800,3.691950,1.447758,0.221336,3.752141
cuda,mobilenet_v2_quantized_qat,96,2.483015,23.538611,12.669493,4.609633,15.411369,7.266976,3.506152,1.173799,7.848485
cuda,mobilenet_v3_large,32,1.483418,11.442892,6.002213,2.285717,8.505866,3.653177,1.450794,0.217780,4.871125,32.579627
cuda,nvidia_deeprecommender,256,0.127970,1.362386,1.091029,0.129445,2.148240,0.100292,0.058907,0.008756,1.192000,0.391663
cuda,pytorch_CycleGAN_and_pix2pix,1,0.559414,3.567452,1.715463,0.822162,4.061927,1.500901,0.576552,0.052939,3.199089
cuda,pytorch_stargan,16,0.592961,5.305640,3.016370,0.945178,4.132729,1.118820,0.391374,0.059703,29.300186,2.100484
cuda,pytorch_struct,200,0.220365,1.711342,1.219429,0.144996,2.528641,0.167096,0.097042,0.018961,1.463365,15.057159
cuda,pytorch_unet,1,0.703907,5.498010,3.099173,1.296173,4.619670,1.865371,0.771305,0.073554,2.855453
