dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,adv_inception_v3,128,1.1101,1.1335,0.0
cuda,beit_base_patch16_224,128,0.9716,0.9618,0.0
cuda,botnet26t_256,128,1.1507,1.165,0.0
cuda,cait_m36_384,4,0.9984,0.9948,0.0
cuda,coat_lite_mini,128,1.0453,1.074,0.0
cuda,convit_base,64,1.1489,1.1713,0.0
cuda,convmixer_768_32,64,1.0202,1.0206,0.0
cuda,convnext_base,64,0.988,0.0,0.0
cuda,crossvit_9_240,64,1.0715,1.0405,0.0
cuda,cspdarknet53,64,0.9415,1.0715,0.0
cuda,deit_base_distilled_patch16_224,128,1.0343,1.0202,0.0
cuda,densenet121,128,1.1008,1.153,0.0
cuda,dla102,128,1.2481,0.0,0.0
cuda,dm_nfnet_f0,128,0.6941,1.2271,0.0
cuda,dpn107,64,1.0174,1.0078,0.0
cuda,eca_botnext26ts_256,128,1.1753,1.1651,0.0
cuda,eca_halonext26ts,128,1.1661,1.1581,0.0
cuda,ecaresnet101d,128,1.1903,1.2147,0.0
cuda,ese_vovnet19b_dw,128,1.0536,0.0,0.0
cuda,fbnetc_100,128,1.0136,1.0313,0.0
cuda,fbnetv3_b,128,0.8557,0.9768,0.0
cuda,gernet_l,128,1.0045,1.0078,0.0
cuda,ghostnet_100,128,1.2061,0.9993,0.0
cuda,gluon_inception_v3,128,1.1103,0.0,0.0
cuda,gluon_senet154,64,1.154,1.1274,0.0
cuda,gluon_xception65,32,1.0713,1.0409,0.0
cuda,gmixer_24_224,128,1.056,1.0331,0.0
cuda,gmlp_s16_224,128,0.9845,0.968,0.0
cuda,hardcorenas_a,128,1.0359,1.0647,0.0
cuda,hrnet_w18,128,1.2511,1.2997,0.0
cuda,inception_v3,128,1.1106,1.1329,0.0
cuda,jx_nest_base,64,1.1348,0.9998,0.0
cuda,lcnet_050,128,0.8847,1.2956,0.0
cuda,legacy_senet154,0,0.0,0.0,0.0
cuda,levit_128,128,1.1494,0.0,0.0
cuda,mixer_b16_224,128,0.9828,0.9818,0.0
cuda,mixnet_l,128,0.9928,1.03,0.0
cuda,mnasnet_100,128,1.0276,1.0304,0.0
cuda,mobilenetv2_100,128,0.9156,1.0481,0.0
cuda,mobilenetv3_large_100,128,0.9921,1.0441,0.0
cuda,mobilevit_s,128,1.1415,1.09,0.0
cuda,nasnetalarge,16,1.0903,1.1021,0.0
cuda,nfnet_l0,128,1.219,1.1827,0.0
cuda,pit_b_224,64,1.0412,1.0614,0.0
cuda,pnasnet5large,16,1.0818,1.0835,0.0
cuda,poolformer_m36,64,1.0467,0.0,0.0
cuda,regnety_002,128,1.1708,1.282,0.0
cuda,repvgg_a2,128,0.944,0.9801,0.0
cuda,res2net101_26w_4s,128,1.1009,1.1384,0.0
cuda,res2net50_14w_8s,128,1.1655,1.2169,0.0
cuda,res2next50,128,1.1002,1.1491,0.0
cuda,resmlp_12_224,128,1.1978,0.0,0.0
cuda,resnest101e,64,1.1251,1.172,0.0
cuda,resnet18,128,1.1485,1.16,0.0
cuda,rexnet_100,128,1.0286,1.0414,0.0
cuda,sebotnet33ts_256,128,1.1787,1.1729,0.0
cuda,selecsls42b,128,1.1848,1.1908,0.0
cuda,spnasnet_100,128,0.9772,0.9776,0.0
cuda,swin_base_patch4_window7_224,64,1.05,0.9997,0.0
cuda,swsl_resnext101_32x16d,32,1.0919,1.0956,0.0
cuda,tf_efficientnet_b0,128,1.0553,1.0374,0.0
cuda,tf_mixnet_l,128,0.9937,1.0264,0.0
cuda,tinynet_a,128,1.0147,0.9844,0.0
cuda,tnt_s_patch16_224,128,1.0069,1.042,0.0
cuda,twins_pcpvt_base,128,1.0411,1.1264,0.0
cuda,visformer_small,128,1.0252,1.019,0.0
cuda,vit_base_patch16_224,128,0.9877,0.981,0.0
cuda,volo_d1_224,128,1.0562,1.1013,0.0
cuda,xcit_large_24_p8_224,11,1.0004,0.9982,0.0
