dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.930498,12.988112,5.184610,1.950582,10.000534,3.595832,1.270056,0.161627,1.311762,1.431265,8.172119
cuda,AlbertForQuestionAnswering,4,14.793471,12.882444,5.161272,1.885132,9.889281,3.536896,1.264384,0.153166,0.934545,1.039057,7.643457
cuda,AllenaiLongformerBase,4,61.948770,53.178064,31.614399,6.543086,39.013436,17.266762,6.071448,0.463943,16.498351,3.255538,30.819895
cuda,BartForCausalLM,4,19.552902,16.091723,7.523778,2.172754,10.871069,4.136079,1.855976,0.351650,2.149699,2.381799,7.787583
cuda,BartForConditionalGeneration,2,49.283662,40.628700,18.369303,6.147904,24.925607,11.501836,4.651496,1.447231,0.566290,1.257521,13.583875
cuda,BertForMaskedLM,16,19.808696,16.233715,7.172395,2.262103,10.252006,4.416254,1.882595,0.355875,1.794961,2.205437,7.259556
cuda,BertForQuestionAnswering,16,19.625331,16.092906,7.135450,2.235780,10.151624,4.376901,1.853198,0.351759,1.390148,1.817288,6.763742
cuda,BlenderbotSmallForCausalLM,64,12.754244,10.543123,4.640970,1.424204,6.920354,2.525979,1.251802,0.206714,2.804671,6.591911,2.533233
cuda,BlenderbotSmallForConditionalGeneration,64,32.561576,26.826829,12.130769,3.879406,16.193589,7.517480,3.135633,0.746350,1.911798,1.892117,10.065337
cuda,CamemBert,16,19.902828,16.292743,7.145939,2.256722,10.239537,4.424607,1.866573,0.359501,0.686768,1.062488,6.162591
cuda,DebertaForMaskedLM,4,33.730017,26.602911,16.255278,3.149824,19.843782,5.774507,2.699380,0.400570,14.979769,2.650699,21.996718
cuda,DebertaForQuestionAnswering,8,33.735629,26.644825,16.424736,3.118772,19.829750,5.744228,2.705263,0.403013,16.405982,3.028978,23.214621
cuda,DebertaV2ForMaskedLM,1,51.154121,37.735652,19.628884,4.580703,22.826513,7.346492,3.735362,0.697709,34.137796,1.728137,42.387257
cuda,DebertaV2ForQuestionAnswering,2,51.266880,37.852959,19.923175,5.162557,23.999935,8.893704,4.405564,0.716407,34.637740,0.573280,44.352728
cuda,DistilBertForMaskedLM,128,11.632647,10.041891,5.349902,1.169727,7.285294,2.346905,1.029384,0.150298,1.387788,3.991534,4.556753
cuda,DistilBertForQuestionAnswering,256,11.778558,10.178530,5.436861,1.316837,7.386069,2.211631,1.051394,0.143178,0.795501,2.989211,4.126834
cuda,DistillGPT2,16,10.405251,8.884819,4.676528,1.266094,6.680260,2.227203,0.954110,0.134125,1.709508,2.686982,5.037246
cuda,ElectraForCausalLM,32,21.716614,18.100886,8.977498,2.256567,14.898439,4.528864,1.908474,0.352288,3.616778,4.011512,11.921947
cuda,ElectraForQuestionAnswering,64,19.774468,16.235618,7.227246,2.224108,12.534162,4.442704,1.870379,0.353199,2.127255,2.409778,9.780914
cuda,GPT2ForSequenceClassification,4,17.863553,14.692154,6.850476,2.651688,9.698112,4.038442,1.723331,0.299695,1.598419,2.349884,7.207402
cuda,LayoutLMForMaskedLM,16,21.253011,17.403569,8.246332,2.281420,11.392546,4.487390,1.881715,0.357842,1.816850,2.661326,7.369544
cuda,LayoutLMForSequenceClassification,16,21.392700,17.577160,8.482177,2.327639,13.267195,5.233436,2.165172,0.356894,6.280002,7.019010,13.515799
cuda,M2M100ForConditionalGeneration,16,47.093987,38.521994,16.960139,6.160141,24.468565,10.112441,4.679612,1.011295,4.496239,11.569680,18.468077
cuda,MBartForCausalLM,4,20.397679,16.998672,8.117520,2.306674,11.689243,4.341261,1.916533,0.371481,2.117404,2.266523,8.116961
cuda,MBartForConditionalGeneration,2,48.844920,39.946220,17.430727,6.410279,25.144420,12.052932,5.477275,1.579406,0.595127,0.629752,15.038516
cuda,MT5ForConditionalGeneration,16,31.374477,26.177061,11.526602,3.973278,17.008086,7.690336,2.854826,0.574941,4.149965,23.994475,13.815975
cuda,MegatronBertForCausalLM,4,37.935172,30.785989,13.195704,5.166314,19.029011,9.413018,3.726246,1.032274,1.016278,1.949159,12.265733
cuda,MegatronBertForQuestionAnswering,8,37.904234,30.815442,13.142157,5.081379,18.998252,9.292721,3.699154,1.066016,1.343803,1.748811,12.527812
cuda,MobileBertForMaskedLM,64,52.187264,43.404120,12.830054,6.433837,29.891094,15.283764,6.321363,4.186287,3.037959,4.297271,27.315643
cuda,MobileBertForQuestionAnswering,128,51.505066,42.843806,12.610197,6.699235,29.407220,15.060391,6.217522,4.132424,2.651814,2.823277,26.550333
cuda,OPTForCausalLM,2,19.317539,16.227389,7.871407,2.219825,10.968942,4.550578,1.950546,0.336813,2.468214,3.159857,8.087195
cuda,PLBartForCausalLM,8,11.770394,10.085831,5.533520,1.132255,7.700351,2.163450,0.966940,0.143607,1.293820,1.490794,4.654539
cuda,PLBartForConditionalGeneration,4,25.338219,21.055014,9.522485,3.139381,13.393550,5.481782,2.416600,0.504689,2.446891,2.566265,9.615917
cuda,PegasusForCausalLM,32,19.476880,16.112529,7.758366,2.548868,11.323936,4.048429,1.881018,0.370743,2.566103,2.433005,8.802347
cuda,PegasusForConditionalGeneration,32,37.560079,33.164031,12.832467,4.707901,21.473896,9.341927,4.121022,0.979175,1.906627,0.634623,15.515477
cuda,RobertaForCausalLM,16,19.610715,16.087517,7.133897,2.230550,9.979427,4.431137,1.873328,0.348445,0.683015,1.428008,5.882411
cuda,RobertaForQuestionAnswering,16,19.627676,16.101530,7.151546,2.220366,9.827456,4.350866,1.849042,0.345646,0.399804,0.712452,5.417564
cuda,Speech2Text2ForCausalLM,256,12.141308,10.411489,6.293832,0.991617,8.708960,1.920440,1.118456,0.144671,1.457187,1.351554,4.922819
cuda,T5ForConditionalGeneration,4,22.710666,19.083848,9.262280,2.891490,12.959253,5.202699,2.328917,0.360986,3.054580,7.956637,9.784927
cuda,T5Small,4,22.559728,18.947442,9.157726,2.881569,12.949457,5.470621,2.086053,0.363922,3.095285,8.069232,9.911551
cuda,TrOCRForCausalLM,32,19.360384,15.918522,7.451966,2.083002,10.726342,4.120574,1.823983,0.344613,1.269490,1.362818,6.742976
cuda,XGLMForCausalLM,8,39.007614,32.244924,14.053979,5.002645,22.192561,9.540641,3.868737,1.061680,4.047483,32.241815,17.445232
cuda,XLNetLMHeadModel,8,51.418547,43.207942,19.358032,7.112855,25.087269,13.905137,4.196277,1.044229,10.463133,13.176028
cuda,YituTechConvBert,16,29.475111,24.394228,10.937917,4.237462,16.630234,6.741858,2.816283,0.593885,6.631255,10.129225,16.749898
